0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt35_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt35_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt35_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt35_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt35_Tptvicuna_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,True,0.24349289,0.31265104,0.35428005,0.08957603
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,True,0.18076567,0.4336343,0.20483434,0.18076567
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,False,0.40824774,0.4626053,0.04875824,0.08038875
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.36579958,0.322817,0.026498433,0.284885
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,False,0.62110066,0.3767166,0.0013586523,0.0008240642
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,False,0.1070241,0.6978848,0.15571915,0.039371967
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,0.08655143,0.18322937,0.7246862,0.0055330475
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,True,0.41342935,0.3219791,0.09224856,0.17234299
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,True,0.9037445,0.09525397,0.0009338371,6.764693e-05
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,False,0.71774495,0.26404363,0.007973426,0.010238081
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,True,0.559396,0.38446692,0.024578147,0.031558964
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,False,0.12830892,0.39521927,0.028629588,0.44784212
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,False,0.58329594,0.3537869,0.03728886,0.025628235
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,True,0.20272683,0.33424002,0.2603064,0.20272683
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,False,0.16145636,0.6385723,0.18295403,0.017017374
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,False,0.83332425,0.16409127,0.00097572233,0.0016086943
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.5930447,0.2472178,0.042960014,0.11677743
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,True,0.9868738,0.010963177,0.00025782923,0.0019051146
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,True,0.44942608,0.3966171,0.053676292,0.100280516
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.97776914,0.02029295,5.0301198e-05,0.0018875385
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,False,0.20461419,0.7141737,0.045655593,0.03555661
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.90074176,0.09493748,0.0036811258,0.00063968374
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.66809374,0.2785029,0.01571206,0.03769127
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,True,0.39521956,0.507472,0.06867886,0.02862961
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.641445,0.30299714,0.01936996,0.03618785
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.7095547,0.23035868,0.045360312,0.014726337
What kind of animal is a peregrine?,moose,cat,bird,fish,C,False,0.24991761,0.6793465,0.063189074,0.007546858
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.05407794,0.18875055,0.7465229,0.010648577
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.86283314,0.13231975,0.0024235207,0.0024235207
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.90272313,0.09514631,0.00093278167,0.0011977154
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.7748348,0.19590892,0.020648649,0.008607637
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.4202532,0.47620925,0.039089635,0.06444791
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.70568293,0.2941724,6.782435e-05,7.685506e-05
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.45588344,0.5165836,0.013766487,0.013766487
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,False,0.054350708,0.85018814,0.06978769,0.025673458
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,False,0.17634992,0.543196,0.25658762,0.023866368
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,False,0.4319476,0.33640113,0.18006255,0.051588785
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.6441985,0.3448146,0.0071563986,0.0038305444
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.2647036,0.719539,0.005493748,0.010263672
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,False,0.49607638,0.340948,0.052286062,0.1106896
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.23855302,0.57225895,0.0034027763,0.18578528
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.5290964,0.4120607,0.020515295,0.03832762
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,True,0.33631596,0.38109592,0.12372373,0.15886441
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.6502718,0.3480654,0.0012553198,0.00040754268
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.30651388,0.50535595,0.060356162,0.127774
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.54071975,0.42111295,0.014409693,0.023757568
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.611391,0.32725403,0.026862647,0.03449232
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.60745525,0.36844024,0.014285979,0.0098186
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.48591483,0.37843084,0.051215045,0.08443934
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.267003,0.5652454,0.14291641,0.024835149
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.07296737,0.8889246,0.007690705,0.030417327
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.5583214,0.43482116,0.0054735905,0.0013839405
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.2718779,0.39558002,0.060664162,0.2718779
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.70389444,0.29342684,0.00174478,0.00093391334
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.48881716,0.3359588,0.066154204,0.109069854
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.8039072,0.17937595,0.012993949,0.0037228288
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.44861037,0.50834215,0.010550304,0.032497223
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,False,0.28636318,0.68694955,0.0031812075,0.02350612
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.20154636,0.7971313,0.00093334477,0.000389076
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,True,0.4368123,0.5608781,0.0010827495,0.0012269159
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,True,0.28297442,0.41172534,0.13366765,0.17163265
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,False,0.30651388,0.50535595,0.127774,0.060356162
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.23376162,0.34012115,0.08599609,0.34012115
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,False,0.41858387,0.47431767,0.03435946,0.072738975
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.5386142,0.3701838,0.034432452,0.05676952
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.88003904,0.11910033,0.00080249173,5.8132304e-05
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.7414436,0.24071148,0.0072688567,0.010576124
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,True,0.175466,0.78638405,0.014403126,0.02374674
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.89904225,0.094758354,0.0025252246,0.0036741802
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,True,0.43510097,0.5586807,0.0048335353,0.0013848312
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.7908661,0.17646608,0.008785728,0.023882087
