0,1,2,3,4,5,llama2_7B_ds_alpaca_combine_52000/epoch1_correct,llama2_7B_ds_alpaca_combine_52000/epoch1_choiceA_probs,llama2_7B_ds_alpaca_combine_52000/epoch1_choiceB_probs,llama2_7B_ds_alpaca_combine_52000/epoch1_choiceC_probs,llama2_7B_ds_alpaca_combine_52000/epoch1_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,False,0.036024455,0.63854873,0.18294728,0.14247948
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,True,0.05913157,0.34027869,0.30029488,0.30029488
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,False,0.34031472,0.26503736,0.23389466,0.16075328
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,True,0.6875889,0.05644073,0.17384969,0.08212078
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.0389864,0.28807268,0.19798927,0.47495157
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,True,0.51719594,0.03746555,0.35546324,0.08987518
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,True,0.010918451,0.26452985,0.38488865,0.33966303
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,False,0.32545507,0.2236818,0.19739848,0.25346467
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,False,0.048392218,0.35757282,0.278478,0.3155569
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,True,0.038865026,0.3687411,0.3687411,0.22365278
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.13414225,0.2506107,0.36463642,0.2506107
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.09581512,0.09581512,0.4294136,0.37895617
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,False,0.020325305,0.19284111,0.19284111,0.5939925
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,False,0.15726645,0.1150586,0.06555842,0.6621165
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,False,0.13716908,0.19957982,0.29038692,0.3728642
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,True,0.017270844,0.36926693,0.32587692,0.28758538
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.1493358,0.35823798,0.24621314,0.24621314
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.5636574,0.30170408,0.06731928,0.06731928
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.069227785,0.3102574,0.3102574,0.3102574
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.28096673,0.06269215,0.1931054,0.4632358
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.20126146,0.48280114,0.13832484,0.17761262
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.0943499,0.22633363,0.2564696,0.42284688
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,True,0.14850366,0.20298043,0.24484113,0.40367478
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,True,0.2091965,0.3908305,0.23705068,0.16292238
