0,1,2,3,4,5,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptalpaca_correct,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptalpaca_choiceA_probs,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptalpaca_choiceB_probs,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptalpaca_choiceC_probs,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptalpaca_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.027587274,0.027587274,0.031260476,0.91356504
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.7138354,0.124046,0.14056253,0.021555962
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.5046292,0.21036074,0.1856427,0.09936738
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.6042524,0.13482694,0.22229204,0.038628563
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.6137512,0.1369464,0.1551806,0.09412179
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,True,0.33416665,0.20268232,0.3786604,0.08449056
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.6013028,0.3647086,0.029937103,0.0040515466
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.1434375,0.052767713,0.56730634,0.23648846
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.7261431,0.2080435,0.04096619,0.02484725
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,True,0.18680675,0.34900096,0.06872237,0.3954699
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.4527236,0.14697783,0.31115207,0.08914656
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,True,0.16271265,0.12672074,0.2682678,0.44229883
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,True,0.5357296,0.105491415,0.22332531,0.13545366
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,True,0.2866128,0.2866128,0.2529349,0.17383946
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.06308383,0.5985227,0.28272212,0.05567129
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,True,0.21248667,0.57759863,0.18751882,0.02239593
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.11472519,0.08934807,0.7481022,0.047824573
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.59543836,0.3187152,0.06275874,0.02308765
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.49501294,0.16070718,0.11045232,0.23382755
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.19198066,0.35866708,0.35866708,0.09068524
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.19957983,0.37286422,0.13716908,0.29038695
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.19209586,0.27949783,0.3588823,0.169524
−4 +  ( −3 )=,−7,−1,1,7,A,True,0.57711226,0.16534543,0.12877116,0.12877116
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,False,0.78687274,0.07319057,0.08293577,0.05700087
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,True,0.3670859,0.41596285,0.13504337,0.08190794
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,False,0.28513134,0.28513134,0.0636214,0.3661159
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,False,0.502545,0.14398156,0.20949192,0.14398156
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,False,0.37385947,0.13753521,0.42363828,0.064967036
"Rosa has a goal of running a total of 100 miles this month. Each day that she ran, she ran 5 miles. Which expression could Rosa use to determine how many miles she has left to run after running for d days?",100 — 5d,5d+ 100,100 / 5d,5d,A,True,0.57045966,0.30534506,0.099131025,0.025064249
Identify the algebraic expression that matches the word phrase: 4 times as many cans as Tom collected.,4t,t over 4,t − 4,t + 4,A,True,0.46990392,0.15255547,0.092529565,0.28501114
"Andrew wrote the number 186,425 on the board. In which number is the value of the digit 6 exactly 10 times the value of the digit 6 in the number Andrew wrote?","681,452","462,017","246,412","125,655",B,False,0.4129092,0.118300475,0.4129092,0.055881184
What is 123 / 8?,15 remainder 7,15 remainder 3,16 remainder 5,16 remainder 1,B,False,0.3498694,0.27247855,0.06889337,0.30875865
Write 8 and 2 over 4 as an improper fraction in simplest form.,17 over 2,34 over 4,17 over 4,19 over 2,A,True,0.5099708,0.24089314,0.24089314,0.00824291
"What expression can be used to show 270,240 written in expanded form?","200,000 + 7,000 + 200 + 4","200,000 + 7,000 + 200 + 40","200,000 + 70,000 + 200 + 40","200,000 + 70,000 + 2,000 + 40",C,True,0.26319745,0.15963732,0.49171755,0.0854477
A worker on an assembly line takes 7 hours to produce 22 parts. At that rate how many parts can she produce in 35 hours?,220 parts,770 parts,4 parts,110 parts,D,False,0.34154236,0.56310815,0.05935116,0.0359983
"Abe found the mean and median of this list of numbers. 1, 3, 3 If the number 6 were added to the list, then",the mean would increase.,the mean would decrease.,the median would increase.,the median would decrease.,A,True,0.6649178,0.31408495,0.017719459,0.0032777705
"When n = 11, what is the value of 10 – (n + 6)?",–7,5,7,27,A,False,0.24902599,0.24902599,0.2821834,0.21976466
"Which expression represents the phrase below? 3 fewer than a number, p",3-p,p+3,3/p,p-3,D,False,0.5873519,0.2774454,0.10206646,0.033136126
A theater collected $6 for each ticket sold to a movie. The theater sold 500 tickets to the movie. The expression below can be used to find how much money the theater collected for the tickets. 6 × 500 Which expression can also be used to find how much money the theater collected for the tickets?,30 × 10^1,30 × 10^3,(6 × 5) × 10^2,(6 × 5) × 10^3,C,False,0.42019966,0.28879872,0.13641885,0.15458283
Let 12-9+c=12. What value of c makes the equation true?,0,3,9,12,C,False,0.28798804,0.28798804,0.13603592,0.28798804
"The Sojourn family went on a vacation. They started with $2000. If they spent $150 each day, which expression represents how much money they had after x days?",1850x,2000 −150x,150x,2000 +150x,B,True,0.37931043,0.42981502,0.13954051,0.051334087
"A shelf has four books on it. The weight, in pounds, of each of the four books on the shelf is 2.5, 3.2, 2.7, 2.3 Which inequality represents the weight, w, of any book chosen from the shelf?",w > 2.3,w < 2.4,w > 3.2,w < 3.3,D,False,0.7487331,0.13011031,0.07891589,0.04224063
Which number has an absolute value greater than 5?,-6,-5,0,5,A,False,0.17888655,0.2602784,0.07457101,0.48626405
What is the value of the expression 2(3(4^2 + 1)) - 2^3?,156,110,94,48,C,False,0.4242698,0.17686196,0.29159608,0.1072722
"Gwen wrote the number pattern below on a piece of paper. 1, 5, 9, 13 What are the next two terms in Gwen’s pattern?","15, 17","15, 19","17, 19","17, 21",D,False,0.41151616,0.5283972,0.0337793,0.026307346
If 3 cans of pears cost $2.37 how many cans of pears can you buy for $9.48?,3 cans,12 cans,36 cans,13 cans,B,False,0.44653094,0.30689594,0.18614179,0.06043139
"Order from greatest to least: 3, 3 and 1 over 8,3.8,3.18.","3.18, 3 and 1 over 8, 3.8,3","3,3 and 1 over 8, 3.18, 3","3.8, 3 and 1 over 8, 3.18, 3","3.8, 3.18, 3 and 1 over 8, 3",D,True,0.29190114,0.15624341,0.17704698,0.3748085
Compute 22 / 2 + 9.,10,11,20,2,C,False,0.24961129,0.5284271,0.11790803,0.104053475
"The population of a certain city is 836,527. What is the population of this city rounded to the nearest ten thousand?","800,000","830,000","836,000","840,000",D,False,0.29964012,0.18174092,0.49402303,0.024595957
Find the product of 5 • (−9).,14,−4,45,−45,D,False,0.62683225,0.20350264,0.08483252,0.08483252
"Keiko spent the day bird watching and counted 34 more birds in the morning than in the afternoon. If she counted a total of 76 birds, how many birds did she count in the afternoon?",21 birds,40 birds,42 birds,84 birds,A,False,0.27014002,0.23839775,0.34686667,0.14459553
What is the value of 5 + 2 • 15 + (12 • 4)?,78,83,131,153,B,False,0.36891085,0.25354847,0.22375575,0.15378492
Which situation can be represented by the fraction 20/8?,Leslie spent 20 dollars and 8 cents at a store. How is the amount of money Leslie spent written as a fraction?,Mr. Kramer’s 8 grandchildren shared 20 crackers equally. How many crackers did each grandchild get?,Mitch bought 20 containers of flowers at a plant store. Each container had 8 flowers in it. How many flowers did Mitch buy?,Stamps are sold in booklets of 20 stamps. Donna used 8 stamps to send invitations for a party. How many booklets of stamps did Donna use to send her invitations?,B,False,0.8932757,0.06470867,0.02100783,0.02100783
"If a freight train travels at a speed of 20 miles per hour for 6 hours, how far will it travel?",120 miles,80 miles,26 miles,12 miles,A,True,0.7250475,0.16177997,0.09812451,0.015047881
Which step explains how to find the value of a in 6a = 72?,add 6 to both sides,divide both sides by 6,multiply both sides by 6,subtract 6 from both sides,B,True,0.050169133,0.8892692,0.044274103,0.016287534
"Coach Wu has a total of 30 soccerballs. 9 soccer balls are white. The remaining soccer balls are one of three different colors (blue, pink, or green). There is an equal numberof blue, pink, and green balls How many green soccer balls does Coach Wu have?",7,10,21,39,A,False,0.3231035,0.13468957,0.4701128,0.072094135
The temperature dropped 11°F between 6 P.M. and 10 P.M. It was 84°F at 10 P.M. Write and solve an equation to find t the temperature at 6 P.M.,84 − 11 = t; 73°F,t − 84 = 11; 95°F,84 − t = 11; 73°F,t − 11 = 84; 95°F,D,False,0.6829343,0.071980745,0.2217163,0.023368726
Theresa had a bag of 72 marbles. She put the marbles into 9 equal groups. Which number sentence shows how to find the number of marbles Theresa put into each group?,72 ÷ 9 = 8,72 – 9 = 63,9 + 72 = 81,9 ÷ 72 = 0.125,A,True,0.87932754,0.056213528,0.04377914,0.020679802
Rob uses 1 box of cat food every 5 days to feed his cats. Approximately how many boxes of cat food does he use per month?,2 boxes,4 boxes,5 boxes,6 boxes,D,False,0.34294903,0.1261639,0.49898788,0.03189923
What is the least common multiple of 4 and 10?,14,20,40,60,B,True,0.23652312,0.64293647,0.067765005,0.05277544
Find 4 over 7 + 2 over 7.,6 over 14,8 over 49,14 over 28,6 over 7,D,False,0.41047674,0.09158974,0.24896674,0.24896674
How many years are there in a decade?,5,10,15,20,B,True,0.08233952,0.8852332,0.016213613,0.016213613
There are 31 days in the month of January. Michelle did 45 push-ups each day of the month. She used the expression below to find the number of push-ups she did in January. 31 × 45 How many push-ups did Michelle do in the month of January?,125 push-ups,279 push-ups,"1,395 push-ups","1,406 push-ups",C,False,0.54386187,0.22671536,0.15581904,0.0736037
Two whole numbers have a least common multiple of 60. Each number is less than or equal to 12. The greatest common factor of the two numbersis 2. What are the two numbers?,6 and 10,5 and 12,10 and 12,12 and 15,C,False,0.9317349,0.05956382,0.0071138837,0.0015873221
Evaluate −2(x − 3) for x = 2.,−4,−2,10,2,D,False,0.32164887,0.6009192,0.03390154,0.04353044
There are 230 calories in 4 ounces of a type of ice cream. How many calories are in 6 ounces of that ice cream?,232,236,345,460,C,False,0.38071135,0.5539317,0.05838397,0.0069729714
Estimate 711 + 497. The sum is between which numbers?,50 and 400,450 and 700,"750 and 1,000","1,050 and 1,300",D,False,0.11228196,0.73217034,0.08744528,0.06810246
"Mr. Kohlberg owns a flower shop. At the beginning of the day, he had 152 roses. Mr. Kohlberg sold 96 of the roses and then wanted to separate the rest of the roses equally among 8 vases. What will be the total number of roses in each vase?",7,12,48,56,A,False,0.3297627,0.10705828,0.4798019,0.08337707
