0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt35_Tptllama2chat_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt35_Tptllama2chat_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt35_Tptllama2chat_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt35_Tptllama2chat_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt35_Tptllama2chat_choiceD_probs
Aesthetics deals with objects that are_____.,essential to our existence,unimportant to most people,not essential to our existence,rarely viewed,C,True,0.1369464,0.1551806,0.6137512,0.09412179
"For Socrates, an unexamined life is a tragedy because it results in grievous harm to _____.",the state,the justice system,the body,the soul,D,True,0.0009039933,0.00017800684,0.0075690434,0.99134904
"According to Kant, nothing can be called “good” without qualification except _____.",right action,good consequences,happiness,a good will,D,False,0.9229005,0.02170454,0.003328499,0.052066483
Plato's view is that true beauty is _____.,found in everyday objects,nonexistent,everywhere in the natural world,not of this world,D,True,0.03770437,0.1914786,0.10249111,0.66832596
"In Aristotle’s terminology, incontinence is when:",one does not know that one’s actions are wrong.,"one knows that one’s actions are wrong, but does them anyway.","one knows that one’s feelings are inappropriate, and does not act on them.","one does the right action, but for the wrong reason.",B,True,0.0025098422,0.8935657,0.030576136,0.07334834
Nagel claims that most skeptical arguments:,are the result of applying arbitrarily stringent standards.,are based on linguistic confusions.,are logically self-refuting.,grow from the consistent application of ordinary standards.,D,False,0.048331995,0.079685986,0.7560396,0.11594243
Rawls conceives of the original contract as one to:,enter a particular society.,set up a particular form of government.,establish the principles of justice for the basic structure of society.,establish the content of morality.,C,True,0.00023044608,0.00013977262,0.9995065,0.0001233489
"According to Singer, compliance with his principle requires:","modest changes to our personal habits, but not to our society as a whole.","modest changes to our personal habits, as well as to society.","drastic changes to our personal habits, but not to our society.",drastic changes to both our personal habits and to our society.,D,False,0.0064611277,0.95891637,0.022551551,0.012070976
"For Socrates, the soul is harmed by lack of _____.",knowledge,wealth,community,courage,A,True,0.9595456,0.01550961,0.02256635,0.0023784759
"According to Kant, morality requires us to:",perform the action that leads to the greatest total happiness.,act only on maxims that we can will to become universal laws.,behave only in such a way as a perfectly virtuous person would behave.,place the interests of others above the interests of ourselves.,B,False,0.002707766,0.40186813,0.010709423,0.58471465
"According to Gauthier, the basis of morality is:",maximizing the utility of all sentient beings.,God’s commands.,the agreement of rational persons choosing the terms of their interaction.,the purposive order of nature.,C,True,0.008529609,0.0024437741,0.9858888,0.003137868
Anscombe claims that it is not profitable to do moral philosophy until we have an adequate philosophy of:,religion.,physics.,psychology.,art.,C,False,0.28927466,0.42089212,0.0645459,0.22528733
Mill claims that one of the strongest objections to utilitarianism is drawn from the idea of:,duty.,justice.,virtue.,supererogation.,B,False,0.060938124,0.028785128,0.069051936,0.8412248
