0,1,2,3,4,5,llama_7B_ga_alpacagpt4_20000/ckp10000_correct,llama_7B_ga_alpacagpt4_20000/ckp10000_choiceA_probs,llama_7B_ga_alpacagpt4_20000/ckp10000_choiceB_probs,llama_7B_ga_alpacagpt4_20000/ckp10000_choiceC_probs,llama_7B_ga_alpacagpt4_20000/ckp10000_choiceD_probs
In a Robertsonian translocation fusion occurs at the:,telomeres.,centromeres.,histones.,ends of the long arms.,B,False,0.4088039,0.1931053,0.28096655,0.11712428
Zinc finger proteins and helix-turn-helix proteins are,types of DNA-binding proteins,involved in the control of translation,components of ribosomes,part of the hemoglobin in blood cells,A,False,0.2909192,0.2909192,0.37354767,0.04461391
"If the frequency of males affected with an X-linked recessive condition in a human population is .10 (one in ten), what will be the expected frequency of affected females?",0.01,0.001,0.02,0.0001,A,True,0.39842597,0.39842597,0.16608866,0.03705939
In DNA adenine normally pairs with:,cytosine.,guanine.,thymine.,uracil.,C,False,0.57125956,0.077311575,0.34648645,0.0049423636
The pattern of inheritance shown by malignant hyperthermia (hyperpyrexia) is:,autosomal dominant.,autosomal recessive.,X-linked dominant.,X-linked recessive.,A,False,0.24981283,0.3634755,0.3634755,0.023236211
Mapping of human chromosomes:,has been restricted to the sex chromosomes because of small family sizes,proceeded much more successfully as large numbers of DNA markers became available.,has determined that the number of linkage groups is about twice the number of chromosomes,has demonstrated that almost all of the DNA is involved in coding for genes,B,False,0.026622571,0.22290805,0.68660516,0.06386423
Intergenerational transmission to offspring can occur as a result of parental exposures to ______.,war,natural disasters,hunger,all of these,D,False,0.025350807,0.12874202,0.4493538,0.39655334
Asp235Phe in a molecular report indicates that:,asparagine has been replaced by phenylalanine.,phenylalanine has been replaced by asparagine.,aspartic acid has been replaced by phenylalanine.,phenylalanine has been replaced by aspartic acid.,C,False,0.105871476,0.4187298,0.4187298,0.05666892
The risk of abnormality in the child of a mother with untreated phenylketonuria is:,1%,10%,25%,Almost 100%,D,False,0.0667546,0.23299645,0.55892944,0.1413195
Exon skipping is associated with:,nonsense mutations.,regulatory mutations.,RNA processing mutations.,silent mutations.,C,True,0.2845447,0.1344094,0.53159946,0.049446456
