0,1,2,3,4,5,llama_7B_wizardlm_20000/ckp10k_correct,llama_7B_wizardlm_20000/ckp10k_choiceA_probs,llama_7B_wizardlm_20000/ckp10k_choiceB_probs,llama_7B_wizardlm_20000/ckp10k_choiceC_probs,llama_7B_wizardlm_20000/ckp10k_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,True,0.24122788,0.273347,0.45067298,0.034752168
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,False,0.23747298,0.2690921,0.4436579,0.04977704
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,True,0.22061184,0.3209883,0.41215715,0.04624275
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,False,0.28914696,0.3276464,0.37127203,0.011934521
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.28007057,0.35961774,0.31736153,0.042950217
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,False,0.3642295,0.194958,0.4127261,0.028086364
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,True,0.19890045,0.28939846,0.4771374,0.034563717
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,True,0.23671305,0.268231,0.44223818,0.05281782
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,True,0.23115799,0.29681274,0.43185997,0.040169235
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,False,0.20492592,0.26313013,0.49159175,0.040352307
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.23115799,0.29681274,0.43185997,0.040169235
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.24011682,0.272088,0.44859725,0.03919799
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,True,0.2181569,0.2181569,0.5233312,0.04035497
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,True,0.39243776,0.26971826,0.30563083,0.032213252
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,False,0.24631256,0.31627157,0.40610075,0.03131513
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,False,0.20854634,0.2677788,0.5002767,0.023398252
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.26971823,0.30563077,0.3924377,0.03221325
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,True,0.25581956,0.28988153,0.42177513,0.032523807
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,True,0.25691277,0.32988253,0.37380588,0.03939885
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.30595213,0.27000183,0.3466892,0.077356815
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.26582214,0.30121595,0.38676894,0.046192963
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.2909936,0.25680095,0.4233932,0.028812269
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.2059022,0.2643837,0.49393374,0.03578044
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,False,0.21956883,0.28193197,0.46482724,0.033671975
