0,1,2,3,4,5,llama_7B_ga_wizardlm_20000/ckp10000_correct,llama_7B_ga_wizardlm_20000/ckp10000_choiceA_probs,llama_7B_ga_wizardlm_20000/ckp10000_choiceB_probs,llama_7B_ga_wizardlm_20000/ckp10000_choiceC_probs,llama_7B_ga_wizardlm_20000/ckp10000_choiceD_probs
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,7 N,5 N,10 N,12 N,A,False,0.041043013,0.18394202,0.5665813,0.20843361
A completely submerged object always displaces its own,weight of fluid.,volume of fluid.,density of fluid.,All of these.,B,False,0.016762028,0.06629511,0.2042033,0.7127395
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",totally internally reflects,passes into the air above,is absorbed,None of these,B,False,0.04707291,0.34782436,0.39413664,0.21096615
"According to four-dimensional geometry, the angles of a triangle add to 180°",always.,sometimes.,never.,on planet Earth only.,B,False,0.05523347,0.1324982,0.2184526,0.59381574
A voltage will be induced in a wire loop when the magnetic field within that loop,changes,aligns with the electric field,is at right angles to the electric field,converts to magnetic energy,A,False,0.0523011,0.341046,0.2656069,0.341046
"Among these colors, the one that has the most energy per photon is",red,yellow-green,blue,violet,D,False,0.062144477,0.102458924,0.5896104,0.24578618
"According to general relativity,",mass distorts spacetime.,gravity affects clocks.,light can’t escape from a black hole.,All of these.,D,True,0.008549039,0.03831414,0.081111036,0.8720258
A step-up transformer in an electric circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.014566333,0.13820152,0.61937624,0.22785579
Spectral lines of the elements are,chaotic,ordered,positioned by amplitude,in phase,B,False,0.042783797,0.14933011,0.59061205,0.21727404
A wave transfers,amplitude,wavelength,frequency,energy,D,False,0.086763114,0.34315476,0.30283302,0.2672492
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",the same,opposite,Either of these,Need more information,B,False,0.06639042,0.18046786,0.4905625,0.2625792
The surface of planet Earth loses energy to outer space due mostly to,conduction,convection,radiation,radioactivity,C,True,0.038628563,0.13482694,0.6042524,0.22229204
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,True,0.08355868,0.42434597,0.29164845,0.20044684
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,False,0.05022691,0.15470977,0.5399901,0.25507328
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,False,0.04129077,0.30509982,0.4439176,0.20969182
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,False,0.043970343,0.1970614,0.53566843,0.22329982
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,False,0.12229289,0.07417439,0.3766886,0.42684412
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,False,0.03465564,0.12096007,0.42219213,0.42219213
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.052703883,0.16233939,0.4412842,0.34367248
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,False,0.042268302,0.16717438,0.51493335,0.27562398
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,False,0.02862961,0.06867886,0.39521956,0.507472
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,True,0.0748879,0.1585377,0.43095013,0.3356243
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.05448451,0.35528362,0.3135367,0.27669516
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,True,0.06984943,0.2151514,0.40195572,0.31304345
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,True,0.0645459,0.28927466,0.42089212,0.22528733
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,False,0.022309603,0.3954472,0.3954472,0.18679602
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.013324259,0.1839357,0.5665619,0.23617813
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,False,0.15856855,0.17968169,0.43103397,0.23071587
