0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_dolly_2000_correct,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,True,0.35929585,0.040311877,0.38246843,0.21792395
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.4592937,0.07497764,0.38076782,0.084960796
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,True,0.3487965,0.019677749,0.1547775,0.47674826
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.5351695,0.03876755,0.2864556,0.13960731
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.097281575,0.23336636,0.23336636,0.43598574
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.41400585,0.0675846,0.26730227,0.25110725
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.40434587,0.13127188,0.16855644,0.29582578
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.41492924,0.031995907,0.28517643,0.26789847
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.72341794,0.05938176,0.055784002,0.16141637
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.6709266,0.020260228,0.11658955,0.19222368
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.6188862,0.09490927,0.12972559,0.15647893
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.5909989,0.048512142,0.18024449,0.18024449
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,True,0.3884809,0.11847999,0.3884809,0.104558215
