0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_dolly_2000_correct,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceD_probs
In a Robertsonian translocation fusion occurs at the:,telomeres.,centromeres.,histones.,ends of the long arms.,B,False,0.6138613,0.22582696,0.10667311,0.053638604
Zinc finger proteins and helix-turn-helix proteins are,types of DNA-binding proteins,involved in the control of translation,components of ribosomes,part of the hemoglobin in blood cells,A,True,0.6112279,0.09085092,0.05096275,0.2469584
"If the frequency of males affected with an X-linked recessive condition in a human population is .10 (one in ten), what will be the expected frequency of affected females?",0.01,0.001,0.02,0.0001,A,True,0.82274544,0.06149137,0.08671673,0.029046468
In DNA adenine normally pairs with:,cytosine.,guanine.,thymine.,uracil.,C,False,0.96588266,0.00020920145,0.027399983,0.0065080663
The pattern of inheritance shown by malignant hyperthermia (hyperpyrexia) is:,autosomal dominant.,autosomal recessive.,X-linked dominant.,X-linked recessive.,A,True,0.49387953,0.29955307,0.193406,0.013161443
Mapping of human chromosomes:,has been restricted to the sex chromosomes because of small family sizes,proceeded much more successfully as large numbers of DNA markers became available.,has determined that the number of linkage groups is about twice the number of chromosomes,has demonstrated that almost all of the DNA is involved in coding for genes,B,False,0.61967355,0.15185753,0.08128348,0.14718537
Intergenerational transmission to offspring can occur as a result of parental exposures to ______.,war,natural disasters,hunger,all of these,D,False,0.9062844,0.051129065,0.018809332,0.023777224
Asp235Phe in a molecular report indicates that:,asparagine has been replaced by phenylalanine.,phenylalanine has been replaced by asparagine.,aspartic acid has been replaced by phenylalanine.,phenylalanine has been replaced by aspartic acid.,C,False,0.90410376,0.037316818,0.02564745,0.032931976
The risk of abnormality in the child of a mother with untreated phenylketonuria is:,1%,10%,25%,Almost 100%,D,True,0.13452533,0.049489103,0.40161842,0.41436717
Exon skipping is associated with:,nonsense mutations.,regulatory mutations.,RNA processing mutations.,silent mutations.,C,False,0.60595924,0.016660867,0.34526518,0.032114662
Which of the following is not a chromosome instability syndrome?,Klinefelter syndrome,Ataxia telangiectasia,Fanconi anaemia,Bloom syndrome,A,True,0.987542,0.010305926,0.0006904539,0.001461691
Normal adult haemoglobin (Hb A) consists of:,two α (alpha) and two β (beta) chains.,two α and two γ (gamma) chains.,two α and two δ (delta) chains.,four γ chains.,A,True,0.9661704,0.015136215,0.004474256,0.014219157
In a condition such as schizophrenia the recurrence risk will be greatest for which of the following relatives of an affected individual?,Brother,Nephew,Grandchild,Aunt,A,True,0.50781316,0.008875002,0.38331747,0.09999434
The mutation in sickle-cell disease consists of:,a deletion.,a duplication.,an insertion.,a point mutation.,D,False,0.9740492,0.0028227507,0.0029123544,0.020215746
Which of the following is an example of monosomy?,"46,XX","47,XXX","69,XYY","45,X",D,False,0.42122853,0.1701917,0.10988403,0.29869577
QTL analysis is used to,identify chromosome regions associated with a complex trait in a genetic cross,determine which genes are expressed at a developmental stage,map genes in bacterial viruses,identify RNA polymerase binding sites,A,True,0.9827256,0.008240656,0.0035442621,0.0054894607
What would be the frequency of AABBCC individuals from a mating of two AaBbCc individuals?,1.0/64,1.0/32,1.0/128,1.0/256,A,True,0.77713066,0.028306983,0.098801084,0.095761284
It is currently estimated that there are ______ human protein-coding genes although this estimate may be reduced over time.,"10,000–15,000","19,000–20,000","29,000–30,000","100,000",B,False,0.7395234,0.022331672,0.14114052,0.09700436
With which of the following relatives is an individual most likely to share a common HLA haplotype?,Father,Mother,Sister,Son,C,False,0.9603622,0.01369883,0.009415059,0.016523944
Which of the following genes conveys susceptibility for polygenic Alzheimer disease?,APP,PS1,PS2,APOE,D,False,0.7861846,0.0295458,0.0518545,0.1324151
The DiGeorge/Shprintzen syndrome is caused by a deletion in which chromosome?,4,7,15,22,D,False,0.90681916,0.006504167,0.048059653,0.038617015
X-chromosome inactivation,results in genetically turning off one of the two X chromosomes in female mammals,takes place in humans so that the same X chromosome is inactive in all of the cells of a female,is the cause of the Y chromosome being genetically inactive,occurs in fruit flies but not in mammals,A,True,0.8984733,0.07850772,0.009376411,0.013642596
The pattern of inheritance shown by glucose-6-phosphate dehydrogenase (G6PD) deficiency is:,autosomal dominant.,autosomal recessive.,X-linked dominant.,X-linked recessive.,D,False,0.36679623,0.32369652,0.26835385,0.041153397
Homeobox sequences,are present in the genome of many animal species,are found in prokaryotes but not in eukaryotes,were identified as the integration sites for bacterial viruses,represent integration sites for transposable elements,A,True,0.7964043,0.13413638,0.027251456,0.04220788
Which of the following karyotypes is diagnostic of Down syndrome,"46,XX,der(14;21)(q10;q10)pat+21","47,XY,+13","45,XX,rob,(14;21)(q10;q10)","46,XY,t(2;3)(q21;q12)",A,True,0.77353716,0.0036958987,0.001144936,0.22162211
"Nature is more important for ______ differences, while nurture has greater influence on ______ differences.",structural and anatomical; psychological and social,psychological and social; structural and anatomical,structural and psychological; anatomical and social,social and anatomical; psychological and structural,A,True,0.9491295,0.0314782,0.01441177,0.004980575
Which of the following would result in Angelman syndrome?,Maternal UPD 15,Paternal UPD 15,Deletion in the paternally derived chromosome 15,A mutation in the SNRPN promoter,B,False,0.5867863,0.2950547,0.061846823,0.056312174
Recombinant alpha-iduronidase is used for the treatment of which disease/syndrome?,Fabry disease,Gaucher disease,Hurler syndrome,Pompe disease,C,False,0.77524495,0.0310137,0.041086476,0.15265478
Research from Moshe Szyf and colleagues has provided significant findings on the epigenetic influences of prenatal maternal stress. This work has been labelled ______.,developmental epigenetics,social epigenetics,fetal epigenetics,maternal epigenetics,B,False,0.7529247,0.13083869,0.092778526,0.023458084
If both parents are affected with the same autosomal recessive disorder then the probability that each of their children will be affected equals ___.,1 in 4,1 in 2,2 in 3,1,D,False,0.47527418,0.099622875,0.23898286,0.18612003
The mutational mechanism in δβ-thalassaemia consists of:,a deletion.,a duplication.,an insertion.,a point mutation.,A,True,0.9692221,0.004488389,0.003495561,0.02279392
"Assuming Hardy-Weinberg equilibrium, the genoypte frequency of heterozygotes, if the frequency of the two alleles at the gene being studied are 0.6 and 0.4, will be:",0.8,0.64,0.48,0.32,C,False,0.3475163,0.075155675,0.30668205,0.27064598
Familial hypercholesterolaemia is caused by mutations in the gene which encodes what?,High density lipoprotein,HMG-CoA reductase,Low density lipoprotein,Low density lipoprotein receptor,D,False,0.9285947,0.026342206,0.043430954,0.0016321895
A cross between two true breeding lines one with dark blue flowers and one with bright white flowers produces F1 offspring that are light blue. When the F1 progeny are selfed a 1:2:1 ratio of dark blue to light blue to white flowers is observed. What genetic phenomenon is consistent with these results?,epistasis,incomplete dominance,codominance,inbreeding depression,B,False,0.03193034,0.0050324174,0.94783616,0.015201122
The proportion of babies that have an abnormality identifiable at birth is _____.,1 in 10,1 in 40,1 in 100,1 in 500,B,False,0.7292797,0.09271751,0.07930549,0.098697275
______ explained genetic disorders such as alkaptonuria and albinism.,Recessive inheritance has,Dominant genes have,X chromosomes,Y chromosomes,A,False,0.11750818,0.025813123,0.3619507,0.49472794
Which of the following conditions shows anticipation in paternal transmission?,Huntington disease,Marfan syndrome,Cystic fibrosis,Fragile X syndrome,A,False,0.024103876,0.04945794,0.9044913,0.02194683
A homeotic mutation is one which,is present in only one form in an individual,substitutes one body part for another in development,results in development of a tumor,is wild type at one temperature and abnormal at another,B,False,0.6242634,0.31389937,0.049666088,0.012171199
Which of the following is not a familial cancer syndrome,Familial adenomatous polyposis,Li-Fraumeni syndrome,Von Hippel-Lindau syndrome,Waardenburg syndrome,D,False,0.7379214,0.21141803,0.029062897,0.021597711
"The epigenetic inheritance system has been described as ______ (Mayr and Provine, 1980).",genotype inheritance,soft inheritance,RNA inheritance,hard inheritance,B,False,0.31621736,0.2207553,0.30648836,0.15653895
Severe anaemia at birth is a feature of what?,Alpha-thalassaemia,Beta-thalassaemia,Hereditary persistence of fetal haemoglobin,Sickle cell disease,A,False,0.0028803528,0.993926,0.0028803528,0.0003132238
