0,1,2,3,4,5,llama_7B_ds_alpaca_52000/epoch1_correct,llama_7B_ds_alpaca_52000/epoch1_choiceA_probs,llama_7B_ds_alpaca_52000/epoch1_choiceB_probs,llama_7B_ds_alpaca_52000/epoch1_choiceC_probs,llama_7B_ds_alpaca_52000/epoch1_choiceD_probs
How many human polyomaviruses are known at present?,100,1,10,unknown,A,False,0.030835958,0.22784865,0.12195859,0.6193568
AIDS activism in the U.S. resulted in:,Food and Drug Administration reforms,Easier access to investigational drugs,Changes in the way medicine was practiced in the U.S.,All of the above,D,True,0.015478081,0.017538965,0.009387931,0.957595
"Globally, the most deaths are caused by:",Respiratory infections,Diarrheal diseases,Malaria,Tuberculosis,B,False,0.048331995,0.11594243,0.7560396,0.079685986
What happens during the 'incubation period'?,The virus is cleared from the body by the immune system,Virus replication happens at an intracellular level,This period commonly lasts for a few days,This period commonly lasts for a few hours,B,False,0.059003264,0.124909915,0.7188069,0.097279936
Newborn infants in countries with limited access to safe water and low levels of education should be:,Exclusively formula fed for six months,Exclusively breast fed for six months,Should receive both breast milk and other foods as tolerated in the first 6,months,B,True,0.24456052,0.66478443,0.048156824,0.042498246
Achieving effective change in a community is usually dependent on which of the following segments of society?,Innovators,Early adapters,Middle adapters,Late adapters,A,False,0.063153334,0.4666435,0.24977629,0.22042678
“Contingency management” is”:,A strategy of last resort for reducing high-risk behaviors,Paying drug users for negative urine specimens,Paying sex workers to use condoms,Paying drug users to use condoms,B,True,0.08645484,0.63881963,0.06733109,0.20739436
Typical clinical symptoms following infection with astroviruses include which of the following?,Acute pneumonia,Gastroenteritis in children,Hepatitis,rashes,B,True,0.09437879,0.89544106,0.0041467147,0.0060334345
Which of the following is the most special characteristic of the adaptive immune system?,Antibodies,T cells,Memory T cells,Clonal expansion of pre-existing antibodies and/or T cells,D,False,0.008252813,0.95389545,0.015418284,0.022433471
Chemotherapy is now an option for clinical care of patients. Typical drug regimens now include which of the following?,Interferon and ribavirin,Lamivudine and ribavirin,Combinations of adefovir and entecavir and/or tenofovir (DAA),Interferons alone,B,False,0.035045587,0.12232112,0.7976339,0.044999424
"There were no new cases of Ebola virus in the United States from January 1, 1997 through January 1, 1998. Which of the following epidemiologic terms does this statement describe?",Incidence,Lifetime expectancy,Lifetime prevalence,Period prevalence,C,False,0.051334083,0.1395405,0.3793104,0.429815
How were retroviruses discovered?,In chickens as Rous sarcoma,In humans as HTLV-1,In mice causing leukaemia,In cats causing leukaemia,C,False,0.14699148,0.8458775,0.0026922429,0.004438758
Most surveillance systems use which of the following study designs?,Cohort,Serial cross-sectional,Mortality,Syndromic,B,False,0.025398888,0.35062084,0.113829926,0.5101503
Polio can be eradicated by which of the following?,Attention to sewage control and hygiene,Killed polio vaccine,Live polio vaccine,Combination of the killed and live vaccines.,A,False,0.015924044,0.8694233,0.043286033,0.07136661
Public health ethics is:,Patient-centered,Population-centered,Subject-centered,Must respect the rights of individuals,B,False,0.13413703,0.22115459,0.04354792,0.60116047
How many people globally are currently infected with hepatitis B?,350 million,2 billion,"100,000",1 million,A,True,0.336054,0.2617191,0.06617296,0.336054
"In a study, a group of people are exposed to an environmental toxin but are not treated observed over time on a standard set of measures to ascertain the potential effects of the toxin. This type of study design is called",Clinical trial,Double-blind,Longitudinal,Prospective cohort,D,False,0.0007919086,0.008513819,0.98406374,0.006630569
Which disease do polyomaviruses predominantly cause?,Tumours,Brain pathology,No disease at all,Kidney infections,C,False,0.6959258,0.22593401,0.057125065,0.021015137
How are antibody producing cells stimulated?,Interacting with a virus short peptide,Interacting with a T helper cell.,Interacting with a plasma cell,Interacting with a virus infected cell,B,True,0.08677853,0.8233318,0.013307919,0.07658179
The single most important key to the success of the Multicenter AIDS Cohort (MACS) is:,The brilliance of the principal investigator,The commitment of the staff,The commitment of the participants,The quality of the laboratories,C,False,0.051570002,0.62825125,0.14018181,0.179997
