0,1,2,3,4,5,llama_7B_sharegpt_xc_20000_ga/ckp25k_correct,llama_7B_sharegpt_xc_20000_ga/ckp25k_choiceA_probs,llama_7B_sharegpt_xc_20000_ga/ckp25k_choiceB_probs,llama_7B_sharegpt_xc_20000_ga/ckp25k_choiceC_probs,llama_7B_sharegpt_xc_20000_ga/ckp25k_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,True,0.26376823,0.21867156,0.29888856,0.21867156
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,False,0.31901222,0.1934907,0.2815273,0.20596978
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,True,0.2758515,0.20181726,0.29364237,0.22868891
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,True,0.31625885,0.20419206,0.26218778,0.21736132
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.32846543,0.21207322,0.2723074,0.18715397
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,True,0.31573877,0.23099943,0.26175663,0.19150524
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,True,0.23873483,0.21068273,0.3263118,0.22427061
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,True,0.25964838,0.20221438,0.29422018,0.2439171
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,False,0.28937435,0.19888389,0.27184206,0.23989975
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,False,0.27184206,0.19888389,0.28937435,0.23989975
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.2635431,0.20524758,0.29863346,0.23257597
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.26730976,0.20818107,0.30290166,0.2216076
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,True,0.25964838,0.20221438,0.29422018,0.2439171
