0,1,2,3,4,5,gpt2-xl_correct,gpt2-xl_choiceA_probs,gpt2-xl_choiceB_probs,gpt2-xl_choiceC_probs,gpt2-xl_choiceD_probs
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,7 N,5 N,10 N,12 N,A,True,0.31164873,0.13829328,0.27502903,0.27502903
A completely submerged object always displaces its own,weight of fluid.,volume of fluid.,density of fluid.,All of these.,B,False,0.34562016,0.1632594,0.23023266,0.26088777
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",totally internally reflects,passes into the air above,is absorbed,None of these,B,False,0.4107381,0.1558986,0.22683114,0.20653209
"According to four-dimensional geometry, the angles of a triangle add to 180°",always.,sometimes.,never.,on planet Earth only.,B,False,0.2662358,0.12774134,0.3313358,0.27468702
A voltage will be induced in a wire loop when the magnetic field within that loop,changes,aligns with the electric field,is at right angles to the electric field,converts to magnetic energy,A,True,0.44437894,0.1488483,0.2531995,0.15357326
"Among these colors, the one that has the most energy per photon is",red,yellow-green,blue,violet,D,False,0.30729923,0.17509383,0.26284695,0.25476
"According to general relativity,",mass distorts spacetime.,gravity affects clocks.,light can’t escape from a black hole.,All of these.,D,False,0.36320838,0.18263264,0.26572895,0.18843003
A step-up transformer in an electric circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.35750216,0.1315177,0.28726107,0.22371915
Spectral lines of the elements are,chaotic,ordered,positioned by amplitude,in phase,B,False,0.440752,0.12239241,0.22865912,0.20819649
A wave transfers,amplitude,wavelength,frequency,energy,D,False,0.40716955,0.22137424,0.2548002,0.116656035
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",the same,opposite,Either of these,Need more information,B,False,0.3157063,0.109105185,0.27860984,0.29657865
The surface of planet Earth loses energy to outer space due mostly to,conduction,convection,radiation,radioactivity,C,False,0.38040173,0.191278,0.26974523,0.15857503
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,False,0.3197349,0.12135768,0.24900979,0.3098977
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,False,0.249209,0.12928791,0.29135484,0.33014828
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,False,0.35466245,0.05699944,0.30335885,0.28497928
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,False,0.30521294,0.10882703,0.3248975,0.26106247
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,False,0.29862535,0.11158815,0.31788504,0.2719015
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,False,0.4811617,0.10405852,0.26572275,0.14905694
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.392097,0.13133605,0.25315684,0.22341014
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,True,0.32686594,0.14733003,0.2976148,0.2281892
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,True,0.42299113,0.19670914,0.17090386,0.20939578
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,False,0.41777268,0.15856862,0.2962452,0.12741348
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.37628075,0.12216047,0.25861374,0.24294512
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.38819534,0.12215108,0.2752717,0.21438183
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,True,0.1533157,0.14402677,0.36778525,0.33487228
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,True,0.29840124,0.14095476,0.28032202,0.28032202
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,True,0.21205485,0.11529222,0.26390654,0.40874642
