0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_correct,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceA_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceB_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceC_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceD_probs
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,7 N,5 N,10 N,12 N,A,False,0.08193734,0.22272877,0.44294906,0.25238478
A completely submerged object always displaces its own,weight of fluid.,volume of fluid.,density of fluid.,All of these.,B,False,0.29839227,0.21830845,0.075445384,0.40785387
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",totally internally reflects,passes into the air above,is absorbed,None of these,B,True,0.11849865,0.46867126,0.16196847,0.25086167
"According to four-dimensional geometry, the angles of a triangle add to 180°",always.,sometimes.,never.,on planet Earth only.,B,False,0.26313406,0.18084924,0.21814582,0.33787084
A voltage will be induced in a wire loop when the magnetic field within that loop,changes,aligns with the electric field,is at right angles to the electric field,converts to magnetic energy,A,True,0.5244706,0.2807289,0.17027068,0.024529818
"Among these colors, the one that has the most energy per photon is",red,yellow-green,blue,violet,D,False,0.09440894,0.12122347,0.5432859,0.24108166
"According to general relativity,",mass distorts spacetime.,gravity affects clocks.,light can’t escape from a black hole.,All of these.,D,True,0.2869561,0.08221431,0.060149267,0.5706804
A step-up transformer in an electric circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.4455605,0.25387272,0.2702461,0.030320771
Spectral lines of the elements are,chaotic,ordered,positioned by amplitude,in phase,B,True,0.2317507,0.4608913,0.20451927,0.102838755
A wave transfers,amplitude,wavelength,frequency,energy,D,False,0.8661953,0.080568716,0.021684775,0.031551164
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",the same,opposite,Either of these,Need more information,B,False,0.12007745,0.30662853,0.4191115,0.15418251
The surface of planet Earth loses energy to outer space due mostly to,conduction,convection,radiation,radioactivity,C,True,0.13507208,0.19652873,0.41605133,0.2523479
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,True,0.16201161,0.5312156,0.17246045,0.13431235
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,False,0.14806809,0.48549652,0.2766276,0.08980783
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,True,0.076834455,0.41536313,0.28547463,0.22232787
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,False,0.20134094,0.3761544,0.27520046,0.14730418
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,True,0.7197381,0.11749402,0.10368811,0.059079703
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,True,0.13507208,0.41605133,0.2523479,0.19652873
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.40758762,0.29819748,0.1699078,0.12430721
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,False,0.29937452,0.33923578,0.26419708,0.09719268
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,True,0.3051051,0.22321966,0.1850556,0.28661972
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,False,0.4758402,0.28861168,0.17505184,0.060496297
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.36793792,0.32470408,0.16327146,0.14408655
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.20084392,0.39942583,0.2922262,0.10750401
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,False,0.16558388,0.47913283,0.22632632,0.12895685
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,False,0.024792967,0.68065804,0.15187535,0.14267367
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,True,0.057570618,0.27465406,0.29236773,0.37540758
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,False,0.21961395,0.30017668,0.31953642,0.160673
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,True,0.17564675,0.28959253,0.42135465,0.11340607
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.37780124,0.37780124,0.21526466,0.029132904
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,True,0.29694778,0.33648592,0.21725164,0.14931472
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.36427975,0.3019985,0.16164815,0.17207356
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.02001212,0.6225588,0.16755943,0.1898697
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,True,0.14671466,0.27409908,0.2272361,0.35195017
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,True,0.18916102,0.1012506,0.08935334,0.6202351
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,False,0.040825933,0.41232732,0.36387756,0.18296914
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,False,0.0910673,0.38340765,0.43445778,0.0910673
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,False,0.059082676,0.38526744,0.36192527,0.19372463
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,False,0.2559707,0.4492425,0.22589332,0.068893574
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,False,0.32512814,0.47305864,0.119607955,0.082205266
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,True,0.12777619,0.34733167,0.418962,0.10593018
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.30653217,0.4747663,0.112766884,0.10593469
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,True,0.15907913,0.31636664,0.26227716,0.26227716
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.14933011,0.5212133,0.14933011,0.1801265
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.123034514,0.42943263,0.24468336,0.20284961
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,False,0.13626477,0.37040606,0.3070774,0.18625186
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.13370608,0.41184372,0.32074422,0.13370608
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,True,0.12144535,0.33012268,0.29133224,0.2570998
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,False,0.26094297,0.37966976,0.19090994,0.16847743
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,False,0.13486348,0.30391952,0.4422003,0.119016595
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.42222443,0.27260858,0.27260858,0.032558452
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.4042543,0.4042543,0.15830825,0.033183213
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,False,0.3021437,0.36445487,0.0980917,0.23530975
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,True,0.087413676,0.82935786,0.053019073,0.030209359
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.09801233,0.63912064,0.15180445,0.11106251
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.18910499,0.51404065,0.16688456,0.12996984
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,True,0.07923978,0.3336119,0.48540246,0.10174588
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.034494735,0.15459469,0.53958845,0.2713221
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.1679228,0.4859007,0.24432622,0.101850316
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.17916435,0.29539207,0.29539207,0.23005158
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.2704671,0.4189076,0.11274745,0.19787794
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.25116584,0.46923956,0.23594847,0.04364608
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.44285747,0.4160261,0.1268808,0.014235631
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.578054,0.2263692,0.088647455,0.10692924
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,True,0.1742684,0.53678447,0.14447358,0.14447358
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.22447559,0.15427968,0.17482176,0.44642302
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,True,0.22713654,0.35179594,0.29164907,0.12941849
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.42178884,0.27232736,0.10664492,0.19923894
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,False,0.1754622,0.44805846,0.21164782,0.1648315
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.1429117,0.25081787,0.28421387,0.3220565
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,False,0.26433167,0.29952702,0.31884485,0.11729647
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,False,0.22058694,0.30150658,0.28323922,0.19466728
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.069323465,0.2575679,0.27417964,0.398929
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,False,0.06561341,0.37757912,0.31302407,0.24378341
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,False,0.7875681,0.13685882,0.057051245,0.018521827
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,True,0.14985138,0.21803248,0.14077234,0.49134377
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.14912328,0.278599,0.38079965,0.19147809
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,True,0.33568212,0.33568212,0.1796777,0.14895804
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,True,0.32824805,0.39594275,0.1550534,0.12075572
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,True,0.32755706,0.28906807,0.25510168,0.12827319
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.59364533,0.19272842,0.20515835,0.008467896
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,True,0.1163321,0.4060389,0.23135401,0.24627505
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,False,0.25934514,0.35448277,0.22887129,0.15730077
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.12654728,0.22209738,0.28517866,0.36617666
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.083058044,0.39624777,0.30859807,0.21209615
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.37300566,0.39706245,0.1761954,0.05373656
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.09404837,0.22561033,0.30837274,0.37196854
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,True,0.11746915,0.24868219,0.3851665,0.24868219
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,False,0.15886849,0.5209097,0.20399117,0.116230674
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.17794093,0.4836936,0.29337502,0.044990513
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,True,0.07572448,0.49378562,0.3845606,0.04592922
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,True,0.09976026,0.53929883,0.25474674,0.106194235
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,False,0.08715134,0.18449938,0.442591,0.28575823
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,True,0.33339608,0.27639505,0.13055977,0.25964913
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.13494234,0.26836488,0.25210547,0.34458733
