0,1,2,3,4,5,llama_7B_ds_alpacagpt4_20000/epoch2_correct,llama_7B_ds_alpacagpt4_20000/epoch2_choiceA_probs,llama_7B_ds_alpacagpt4_20000/epoch2_choiceB_probs,llama_7B_ds_alpacagpt4_20000/epoch2_choiceC_probs,llama_7B_ds_alpacagpt4_20000/epoch2_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,False,0.02288666,0.66884625,0.24605478,0.062212396
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,True,0.041314565,0.64626855,0.18515904,0.12725782
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,False,0.032627955,0.8414861,0.11388276,0.0120031545
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,False,0.019838976,0.95589536,0.019838976,0.0044266735
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.031105231,0.8022145,0.10856792,0.058112226
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,False,0.28901356,0.5399484,0.13652034,0.034517746
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,False,0.0067158984,0.6850403,0.25201225,0.056231532
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,False,0.039926983,0.551175,0.33430454,0.074593425
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,False,0.013037974,0.8066309,0.14017144,0.040159788
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,True,0.030832816,0.70175165,0.2278254,0.03959012
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.030669995,0.69804585,0.25679672,0.014487479
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,True,0.023064006,0.52493435,0.36078176,0.09121991
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,True,0.0053139934,0.4221428,0.47835046,0.09419279
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,False,0.10594561,0.32633543,0.19793247,0.3697865
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,True,0.023146883,0.6764511,0.21961151,0.080790564
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,True,0.02755095,0.7105484,0.23068129,0.031219319
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.024358677,0.80664855,0.15883853,0.010154207
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.031968612,0.8244814,0.12643832,0.017111566
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.06279717,0.6751331,0.17070039,0.09136933
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.03993472,0.22980845,0.5512818,0.178975
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.013604772,0.51051533,0.39758974,0.07829007
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.017112123,0.8245083,0.14327806,0.0151013965
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.04311528,0.5951881,0.31858122,0.04311528
