0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_choiceD_probs
Nearsightedness results from,too much curvature of the cornea and lens,too little curvature of the cornea and lens,too much curvature of the iris and lens,too little curvature of the iris and lens,A,True,0.6028537,0.17272049,0.15242529,0.07200061
Delusions of grandeur are most characteristic of,OCD.,schizophrenia.,conversion disorder.,antisocial personality disorder.,B,True,0.021438196,0.6265159,0.33534983,0.016696084
Abraham Maslow proposed the idea that some motives are more imperative to survival than others. Which of the following approaches expresses this?,Homeostatic regulation,Goal-setting,Expectancy-value,Hierarchy of needs,D,True,0.0009966653,0.0014501394,0.03300502,0.9645482
"In test construction and evaluation, validity refers to the degree to which a test",measures what it purports to measure,yields consistent results on successive administrations,has been piloted and statistically analyzed,includes norms based on a representative sample of the general population,A,True,0.9209011,0.021657519,0.045848966,0.011592435
The precedent established in Larry P. v. Riles resulted in,"the provision of a free, appropriate public education for students with disabilities",the provision of bilingual education for English-language learners,schools being held responsible for providing tests that do not discriminate on the basis of race,the assignment of similar funding to athletic activities for boys and girls,C,False,0.98350346,0.0045545246,0.010925736,0.0010162517
The heritability for traits of a cloned population is,0%,25%,50%,75%,A,False,0.02583847,0.07023624,0.85565263,0.048272617
Which of the following statistics provides the most information about how spread out a distribution of scores is?,variance,mean,range,median,A,False,0.20575818,0.110134415,0.5593087,0.12479865
"According to the position statement Supervision in School Psychology published by the National Association of School Psychologists (NASP), which of the following is most accurate concerning school psychologists who will be supervising in a school district?",They need provide supervision only to school psychologists who are not fully certified or licensed and to any school psychology interns.,They should provide professional but not administrative supervision.,They are eligible to serve as supervisors after one year of experience as a school psychologist.,They should hold the Nationally Certified School Psychologist credential or the state school psychologist credential.,D,False,0.21583171,0.1904708,0.4032267,0.1904708
"Dan read a list of 30 vocabulary words only once. If he is typical and shows the serial position effect, we would expect that the words he remembers two days later are",at the beginning of the list,in the middle of the list,at the end of the list,distributed throughout the list,A,False,0.00733594,0.24293296,0.5827659,0.16696523
"Which developmental stage theory explained how experiences in infancy, childhood, adolscence, adulthood, and old age influence later personality characteristics?",Piaget's cognitive development theory,Erikson's psychosocial stage theory,Kohlberg's moral development theory,Ainsworth's social attachment theory,B,True,0.001389047,0.98350024,0.014028877,0.0010817909
The AP Psychology examination given by the College Board in May exemplifies which of the following types of tests?,aptitude,projective,achievement,intelligence,C,True,0.0074493187,0.008441184,0.9756682,0.008441184
Our ability to perceive depth depends primarily on what other perceptual abilities?,proximity and similarity,top-down processing and bottom-up processing,binocular and monocular cues,size and shape constancy,C,True,0.0002762836,0.00037763492,0.9934389,0.005907204
A person who sustains major injuries that involve the destruction of the medulla oblongata will,be paralyzed,fall into a coma,suffer severe speech impairment,die,D,False,0.015233348,0.5044592,0.21028988,0.27001756
Which of the following terms applies to IQ tests?,achievement,standardized,projective,triarchic,B,True,0.04585424,0.558619,0.3839329,0.011593767
"Which classical conditioning term best describes the following scenario: Later in his classical conditioning experiments, Ivan Pavlov's dogs began to salivate whenever they heard any sound similar to a bell, such as a doorbell or someone accidentally clinking a water glass.",discrimination,spontaneous recovery,trace conditioning,generalization,D,True,0.034870334,0.044774394,0.37489143,0.5454638
"Sal meets Petunia for the first time. She is outgoing and funny. He walks away with the opinion that Petunia is a fun person, whereas in actuality Petunia is temporarily gleeful because she just won the lottery. Sal's opinion that Petunia is funny is best explained by",the mere-exposure effect.,self-serving bias.,equipotentiality.,the fundamental attribution error.,D,True,0.23500371,0.14253695,0.23500371,0.3874556
All of the following are examples of punishment EXCEPT,grounding a teenager for staying out past curfew,spanking a child for misbehavior,permanently revoking the driving privileges of a third-time DWI driver,refusing to return the boss' phone call after not getting the expected raise,D,True,0.0014687981,0.0012962099,0.020276133,0.9769588
Which of the following must be done when universal screening data show that very few students are successfully meeting school competencies?,Changes must be made in the delivery of the core program.,Students who are not meeting competencies must be given strategic or supplemental instruction.,Students must be given more time to develop competencies.,Students who are not meeting competencies must be evaluated for learning disabilities.,A,False,0.09808228,0.82123286,0.0674109,0.013273993
Substances that are toxic to humans often taste,sour,sweet,salty,bitter,D,True,0.002333871,0.0029967497,0.053118657,0.94155073
