0,1,2,3,4,5,llama2_chat_7B_alpacacode_alpaca_combine_52k_52000_correct,llama2_chat_7B_alpacacode_alpaca_combine_52k_52000_choiceA_probs,llama2_chat_7B_alpacacode_alpaca_combine_52k_52000_choiceB_probs,llama2_chat_7B_alpacacode_alpaca_combine_52k_52000_choiceC_probs,llama2_chat_7B_alpacacode_alpaca_combine_52k_52000_choiceD_probs
What is the structure of the United Nations Security Council?,"5 permanent members with veto power, 10 rotating members with no veto power","5 permanent members and 10 rotating members, all with veto power","10 permanent members with veto power, and 5 rotating members without veto power",15 permanent members with veto power,A,False,0.25173718,0.47030693,0.17301625,0.10493966
What was the significance of the Gulf of Tonkin resolution?,It allowed the US to intensify its involvement in Vietnam,It illustrated the influence of public opinion on US foreign policy,It enhanced Congressional control over the Vietnam War,It curtailed US involvement in Vietnam,A,True,0.9972319,0.0011676385,0.00027733846,0.0013231077
Which is not a nonstate actor that poses a threat to the United States?,Terrorists,Organized crime,Drug traffickers,China,D,True,0.00048691576,0.0014998061,0.00042970164,0.9975835
Who was the first American president to visit communist China?,Richard Nixon,George H. W. Bush,Jimmy Carter,Ronald Reagan,A,True,0.9997974,0.0001088867,5.8282854e-05,3.535034e-05
The Strategic Arms Reduction Treaty was the first accord,on nuclear weapons signed between the United States and the Soviet Union.,cutting conventional arms in Europe.,to be rejected by the U.S. Senate.,mandating the elimination of many long-range nuclear missiles.,D,False,0.99599445,0.0010291587,0.00017884097,0.0027975433
What were the implications of the Cold War for American exceptionalism?,It ended the influence of American exceptionalism entirely,Exceptionalism was enhanced by America's status as the 'leader of the free world',The extension of American power globally challenged core assumptions of exceptionalism,Both b and c,D,True,0.0007153104,0.018448098,0.2885768,0.6922598
Why did Franklin D. Roosevelt initially favour an 'isolationist' stance on the part of the US during the 1930s?,He believed that internal reform rather than international negotiation was the key to economic regeneration of the US,He believed that German domination of Europe would be in US interests,He always favoured isolationism,All of the above,A,False,0.05359277,0.01971568,0.08835954,0.838332
What was the 'New Populism'?,A strand of neo-isolationist sentiment,A strand of internationalist sentiment,An expression of American cultural superiority,Increased incorporation of public opinion in foreign policy making,A,False,0.0027720567,0.9869206,0.0075352318,0.0027720567
How did World War I shift economic power from Europe to the United States?,The war reduced European population levels below that of the United States,The United States seized German resources after the war,European countries paid the United States for assistance,"The United States became a creditor country and financial centre, with European war spending boosting the US economy",D,True,6.60444e-05,3.7630965e-05,7.966476e-05,0.9998167
"In American government, the power to declare war rests with",the president of the United States.,the secretary of defense.,the chairman of the Joint Chiefs of Staff.,Congress.,D,True,0.00037993828,5.1419054e-05,7.0281516e-05,0.99949837
