0,1,2,3,4,5,llama2_chat_7B_alpacacode_alpaca_combine_52k_52000_correct,llama2_chat_7B_alpacacode_alpaca_combine_52k_52000_choiceA_probs,llama2_chat_7B_alpacacode_alpaca_combine_52k_52000_choiceB_probs,llama2_chat_7B_alpacacode_alpaca_combine_52k_52000_choiceC_probs,llama2_chat_7B_alpacacode_alpaca_combine_52k_52000_choiceD_probs
In a Robertsonian translocation fusion occurs at the:,telomeres.,centromeres.,histones.,ends of the long arms.,B,False,0.0016508595,0.025823787,0.0034948695,0.96903044
Zinc finger proteins and helix-turn-helix proteins are,types of DNA-binding proteins,involved in the control of translation,components of ribosomes,part of the hemoglobin in blood cells,A,True,0.99954236,0.00037995502,4.004696e-05,3.7620637e-05
"If the frequency of males affected with an X-linked recessive condition in a human population is .10 (one in ten), what will be the expected frequency of affected females?",0.01,0.001,0.02,0.0001,A,False,0.18564744,0.44534507,0.3468351,0.022172425
In DNA adenine normally pairs with:,cytosine.,guanine.,thymine.,uracil.,C,False,0.81220025,0.14113924,0.0458212,0.0008392446
The pattern of inheritance shown by malignant hyperthermia (hyperpyrexia) is:,autosomal dominant.,autosomal recessive.,X-linked dominant.,X-linked recessive.,A,False,0.31605297,0.45985436,0.054921772,0.16917098
Mapping of human chromosomes:,has been restricted to the sex chromosomes because of small family sizes,proceeded much more successfully as large numbers of DNA markers became available.,has determined that the number of linkage groups is about twice the number of chromosomes,has demonstrated that almost all of the DNA is involved in coding for genes,B,True,0.0017094029,0.8318434,0.16379967,0.0026475752
Intergenerational transmission to offspring can occur as a result of parental exposures to ______.,war,natural disasters,hunger,all of these,D,True,0.000625664,0.0006660159,0.00040395904,0.99830437
Asp235Phe in a molecular report indicates that:,asparagine has been replaced by phenylalanine.,phenylalanine has been replaced by asparagine.,aspartic acid has been replaced by phenylalanine.,phenylalanine has been replaced by aspartic acid.,C,False,0.0027936408,0.994605,0.0016944289,0.0009069624
The risk of abnormality in the child of a mother with untreated phenylketonuria is:,1%,10%,25%,Almost 100%,D,False,0.010428276,0.8284205,0.1439579,0.01719332
Exon skipping is associated with:,nonsense mutations.,regulatory mutations.,RNA processing mutations.,silent mutations.,C,False,0.99489826,0.0031665433,0.001028026,0.0009072298
Which of the following is not a chromosome instability syndrome?,Klinefelter syndrome,Ataxia telangiectasia,Fanconi anaemia,Bloom syndrome,A,False,0.033471115,0.08029304,0.02300434,0.8632315
