0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_gpt35op_Gptvic_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_gpt35op_Gptvic_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_gpt35op_Gptvic_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_gpt35op_Gptvic_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_gpt35op_Gptvic_Tptvicuna_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.012130129,0.0896302,0.14777522,0.7504645
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.051156882,0.25979605,0.13905881,0.54998827
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,True,0.05172672,0.085282944,0.19218808,0.6708023
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.032338332,0.17481938,0.25436068,0.5384816
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.05022691,0.25507328,0.15470977,0.5399901
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.029582294,0.13257864,0.20534182,0.6324973
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.060945176,0.24104284,0.18772437,0.5102877
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.062611185,0.13254789,0.2806039,0.52423704
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,True,0.10094001,0.18858077,0.12960954,0.5808697
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,True,0.08019708,0.14982787,0.24702439,0.52295065
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.022569312,0.20115808,0.15666206,0.6196105
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,True,0.007717766,0.1990438,0.37186277,0.42137572
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.043683052,0.2513786,0.17276981,0.5321685
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.068283774,0.18561453,0.17436872,0.571733
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.065284826,0.17746256,0.2748594,0.48239323
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.03435233,0.2538313,0.17445552,0.53736085
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.016236389,0.119971596,0.32611662,0.5376754
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.03720387,0.2140935,0.16673619,0.58196646
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,True,0.044709764,0.20037526,0.13771577,0.61719924
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.019136734,0.14140241,0.20573927,0.6337216
