0,1,2,3,4,5,llama2_7B_ds2_sharegpt_xc_52000/epoch1_correct,llama2_7B_ds2_sharegpt_xc_52000/epoch1_choiceA_probs,llama2_7B_ds2_sharegpt_xc_52000/epoch1_choiceB_probs,llama2_7B_ds2_sharegpt_xc_52000/epoch1_choiceC_probs,llama2_7B_ds2_sharegpt_xc_52000/epoch1_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,True,0.20272683,0.2603064,0.33424002,0.20272683
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,True,0.11458508,0.18891884,0.581911,0.11458508
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.261829,0.261829,0.33619508,0.14014696
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,True,0.16335095,0.44403392,0.30517977,0.08743546
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.40101793,0.3538971,0.13019146,0.11489356
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,True,0.26158354,0.26158354,0.3806018,0.0962312
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.32205626,0.28421366,0.22134583,0.1723843
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.09685211,0.051841196,0.81093276,0.040373962
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.39181924,0.39181924,0.16333455,0.053026967
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.21644855,0.35686332,0.27792543,0.14876276
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,True,0.17829005,0.22892895,0.4846426,0.10813838
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.06731865,0.11098968,0.7237436,0.097948045
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.18437323,0.34445453,0.34445453,0.12671775
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.2039163,0.33620113,0.33620113,0.123681486
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,True,0.24896674,0.09158974,0.41047674,0.24896674
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.14864884,0.2777126,0.4578707,0.115767844
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.061328616,0.06949442,0.8466154,0.022561535
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.47995612,0.15581894,0.2267152,0.13750973
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.17870004,0.6237244,0.15770222,0.039873365
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.20852432,0.30340108,0.3895747,0.09849991
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.16699393,0.40059763,0.35352618,0.07888235
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.14562356,0.11341174,0.6526395,0.08832515
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.1464911,0.24152297,0.51130414,0.10068176
