0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_104000_correct,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_104000_choiceA_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_104000_choiceB_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_104000_choiceC_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_104000_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,True,0.033236083,0.054797035,0.85716987,0.054797035
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,False,0.5167798,0.11530916,0.3134428,0.054468185
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,False,0.06778613,0.8258041,0.046588678,0.05982105
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.44972447,0.21243478,0.028749922,0.30909082
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,True,0.060044356,0.9392518,0.00024538758,0.00045844432
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,False,0.0050740438,0.8533229,0.13086131,0.010741751
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,0.013629232,0.015443943,0.95548296,0.015443943
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,False,0.08780746,0.18588841,0.077489816,0.64881426
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,True,0.9940036,0.00460315,0.0013188245,7.440299e-05
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,True,0.21783191,0.760308,0.012289234,0.009570866
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,False,0.041931435,0.95435506,0.0016258582,0.0020876434
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,True,0.034047503,0.47001126,0.17290749,0.32303372
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,False,0.65581435,0.24126062,0.06100024,0.04192481
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,True,0.3037987,0.39008525,0.16261172,0.14350435
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,True,0.5376754,0.32611662,0.119971596,0.016236389
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,True,0.22213773,0.77533686,0.0014967523,0.0010287018
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.9120616,0.05145499,0.008941537,0.027541874
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,False,0.11661691,0.8616889,0.010847063,0.010847063
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,True,0.50261354,0.34544092,0.052975077,0.09897047
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.9888237,0.0058797607,0.00010769157,0.0051888707
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,False,0.008516581,0.9843829,0.0035502391,0.0035502391
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.9983563,0.0013245996,0.00026082914,5.8198842e-05
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.7474127,0.24264936,0.0016349587,0.008303004
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,True,0.14181429,0.63556755,0.097467445,0.12515067
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.22671555,0.61627674,0.08340399,0.073603764
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,True,0.33986974,0.12503108,0.49450752,0.04059165
What kind of animal is a peregrine?,moose,cat,bird,fish,C,True,0.0066636703,0.11811638,0.8727686,0.0024514273
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.00013959008,0.0013243937,0.99820113,0.00033485919
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.7382212,0.21150392,0.013520994,0.03675387
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.99389416,0.004061818,0.0005497073,0.0014942593
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.54675657,0.42581445,0.012858482,0.014570569
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.06941733,0.8456762,0.0154891,0.06941733
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.5796942,0.39841762,0.006439821,0.015448327
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.051564,0.8065967,0.045505073,0.09633424
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,0.0030775743,0.02919921,0.96694505,0.0007781326
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.008183443,0.04155895,0.9458774,0.004380281
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,True,0.019125428,0.0315325,0.92151475,0.027827336
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.19475931,0.36385828,0.2206912,0.2206912
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.084118694,0.9043611,0.0036959173,0.007824257
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,True,0.17778477,0.7031524,0.04495103,0.074111715
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.019440105,0.3445841,0.06785264,0.56812316
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.9175265,0.0664654,0.0029202858,0.013087812
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,True,0.18560666,0.30601364,0.23832366,0.2700561
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.92038965,0.07555018,0.0033194434,0.0007406679
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.4924566,0.20528644,0.096970454,0.20528644
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,True,0.041717608,0.94948834,0.0043970034,0.0043970034
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.50896555,0.3087032,0.05364457,0.12868664
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.95496595,0.041958276,0.0020889796,0.0009867641
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.13357744,0.528309,0.11788167,0.22023195
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,True,0.0051430413,0.012337514,0.98009014,0.0024294006
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.0027956828,0.99533206,0.00070685934,0.001165414
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.69363654,0.2891507,0.006001132,0.01121159
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.19404839,0.3625301,0.08089141,0.3625301
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.6132717,0.3719681,0.008747851,0.006012304
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,True,0.37526795,0.5460116,0.021171167,0.0575492
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.992931,0.0059041837,0.0009054359,0.00025941172
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.07662617,0.8238089,0.03194254,0.067622356
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,False,0.00079675775,0.99008954,0.00054760306,0.008565953
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.0046091517,0.9952997,5.1203057e-05,3.9876977e-05
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,True,0.06748556,0.9316094,0.00066160515,0.00024339094
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,False,0.44653094,0.30689594,0.18614179,0.06043139
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,True,0.034237765,0.038796473,0.88300365,0.043962162
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.11605191,0.5201086,0.048377637,0.3154618
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,False,0.16278577,0.20902108,0.5014155,0.1267777
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.05546938,0.8676871,0.043199595,0.03364388
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.994575,0.0052190507,0.00017858611,2.7387065e-05
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.5858958,0.24423769,0.0544968,0.11536972
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,True,0.012257709,0.8593318,0.048480183,0.07993031
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.99176216,0.0058972337,0.0010247855,0.0013158506
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,True,0.20163383,0.79747725,0.0004998003,0.00038924484
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.99531794,0.0031678788,0.00048580996,0.0010284596
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.46092403,0.40676403,0.029465886,0.102846056
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,True,0.015976653,0.8722956,0.10418086,0.007546836
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.0075755515,0.99220145,8.415678e-05,0.00013875107
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,True,0.015509531,0.019914633,0.9595407,0.0050352076
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,True,0.14109938,0.06665062,0.6323635,0.15988652
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.05122627,0.20260383,0.48602134,0.2601485
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.090597875,0.59077233,0.14937064,0.16925912
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.036678914,0.9459617,0.0038659293,0.013493419
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.18756855,0.5777518,0.14607854,0.08860111
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,True,0.09503705,0.17755258,0.6197194,0.10769108
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.105853364,0.8862994,0.0031964947,0.004650872
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.3767166,0.62110066,0.0008240642,0.0013586523
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.074794434,0.91118276,0.006139501,0.007883276
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,True,0.3825645,0.15947662,0.4335024,0.024456533
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.002181969,0.99747556,0.00020295473,0.00013948862
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.0045206524,0.010844481,0.97618914,0.008445691
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,True,0.010667729,0.025590552,0.0034633046,0.9602784
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,True,0.20658556,0.72105443,0.031680923,0.04067911
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.114574194,0.7471176,0.10111137,0.037196793
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.41953355,0.53869176,0.020887345,0.020887345
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,True,0.047469776,0.088685215,0.022423133,0.8414219
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,True,0.043502662,0.87377435,0.010999196,0.07172377
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.028103407,0.09809054,0.052504078,0.821302
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,True,0.73470974,0.14467293,0.060308646,0.060308646
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.9442977,0.041489545,0.009257568,0.0049552196
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.0013196261,0.9946078,0.0031656187,0.00090696494
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,True,0.021106262,0.07366809,0.89746106,0.0077645597
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,True,0.20323291,0.6260015,0.07476521,0.09600044
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.42570987,0.33154318,0.06528473,0.17746228
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.08674797,0.72633183,0.024853708,0.16206655
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.0010233193,0.0040473063,0.9903432,0.004586199
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,True,0.26249945,0.5557113,0.0852211,0.09656815
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.0035846434,0.99392223,0.0016932656,0.00079984206
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.00017891848,0.0016975312,0.99642605,0.0016975312
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.1440489,0.82894415,0.015182642,0.011824253
How many sides does a rhombus have?,4,6,8,10,A,True,0.7284755,0.16254486,0.010391145,0.09858844
