0,1,2,3,4,5,llama_7B_wizardlm_20000_largelogstep/ckp5k_correct,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceA_probs,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceB_probs,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceC_probs,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.18116064,0.4345818,0.2986834,0.08557423
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.18001705,0.38109612,0.33631614,0.10257063
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.15390825,0.25375178,0.5046457,0.08769427
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.17911972,0.2953185,0.4296859,0.09587588
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,True,0.14242901,0.43871224,0.32096875,0.09788994
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.16432078,0.39418507,0.3478671,0.093627155
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.20753223,0.49784395,0.23516482,0.059458982
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.16504662,0.30834767,0.4486432,0.0779625
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.19479534,0.46728975,0.26625368,0.071661204
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.18053855,0.38220012,0.38220012,0.05506115
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.15341552,0.47255307,0.28661793,0.087413535
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.17242633,0.30261764,0.41362926,0.111326806
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.18152817,0.40908003,0.29928935,0.1101024
