0,1,2,3,4,5,llama2_7B_ds_sharegpt_xc_52000/epoch2_correct,llama2_7B_ds_sharegpt_xc_52000/epoch2_choiceA_probs,llama2_7B_ds_sharegpt_xc_52000/epoch2_choiceB_probs,llama2_7B_ds_sharegpt_xc_52000/epoch2_choiceC_probs,llama2_7B_ds_sharegpt_xc_52000/epoch2_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.06333885,0.3216612,0.25051,0.3644899
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,True,0.07217894,0.22232677,0.6848147,0.020679612
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.15232068,0.3224629,0.46918073,0.05603565
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.017210994,0.11222978,0.82927215,0.041287027
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.05670863,0.32633564,0.41902325,0.19793256
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,True,0.038610134,0.28529245,0.60396415,0.072133236
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.2146655,0.5835213,0.14753729,0.054275937
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.010270413,0.019187657,0.92451316,0.0460288
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.13832484,0.48280114,0.17761262,0.20126146
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.03894668,0.6092286,0.19778757,0.15403712
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,True,0.1434375,0.23648846,0.56730634,0.052767713
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.081368215,0.77200013,0.13415352,0.01247822
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.031105235,0.10856794,0.8022146,0.058112234
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.04704318,0.5057618,0.34760466,0.099590406
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,True,0.059608176,0.09827727,0.49909315,0.34302136
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,True,0.03542146,0.6278604,0.29658026,0.04013777
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.011903085,0.02519883,0.9455792,0.017318888
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,True,0.06428474,0.88742346,0.04418221,0.0041095857
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.09543328,0.7990531,0.084219575,0.021294042
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.04427907,0.47604483,0.25480846,0.22486766
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.048577134,0.5917906,0.2795421,0.08009015
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.020073084,0.35580394,0.5866215,0.037501458
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.11967303,0.473316,0.2533478,0.1536632
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,True,0.17423157,0.32550746,0.41795984,0.08230117
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,False,0.03670044,0.2711816,0.6505309,0.041587047
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,False,0.022159385,0.94224095,0.022159385,0.0134403445
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,False,0.040343355,0.085406885,0.4914827,0.3827671
