0,1,2,3,4,5,llama_7B_ds_firstturn_20000/epoch3_correct,llama_7B_ds_firstturn_20000/epoch3_choiceA_probs,llama_7B_ds_firstturn_20000/epoch3_choiceB_probs,llama_7B_ds_firstturn_20000/epoch3_choiceC_probs,llama_7B_ds_firstturn_20000/epoch3_choiceD_probs
Nearsightedness results from,too much curvature of the cornea and lens,too little curvature of the cornea and lens,too much curvature of the iris and lens,too little curvature of the iris and lens,A,True,0.79215056,0.20028703,0.0022249878,0.0053374683
Delusions of grandeur are most characteristic of,OCD.,schizophrenia.,conversion disorder.,antisocial personality disorder.,B,True,0.23071587,0.43103397,0.15856855,0.17968169
Abraham Maslow proposed the idea that some motives are more imperative to survival than others. Which of the following approaches expresses this?,Homeostatic regulation,Goal-setting,Expectancy-value,Hierarchy of needs,D,True,0.00010880731,0.0003351501,0.00048764056,0.99906844
"In test construction and evaluation, validity refers to the degree to which a test",measures what it purports to measure,yields consistent results on successive administrations,has been piloted and statistically analyzed,includes norms based on a representative sample of the general population,A,True,0.9680464,0.01380844,0.007391126,0.010754025
The precedent established in Larry P. v. Riles resulted in,"the provision of a free, appropriate public education for students with disabilities",the provision of bilingual education for English-language learners,schools being held responsible for providing tests that do not discriminate on the basis of race,the assignment of similar funding to athletic activities for boys and girls,C,False,0.5460116,0.37526795,0.0575492,0.021171167
The heritability for traits of a cloned population is,0%,25%,50%,75%,A,False,0.005374872,0.039715234,0.9039145,0.05099537
Which of the following statistics provides the most information about how spread out a distribution of scores is?,variance,mean,range,median,A,False,0.0005046177,0.0022615397,0.084863655,0.9123702
"According to the position statement Supervision in School Psychology published by the National Association of School Psychologists (NASP), which of the following is most accurate concerning school psychologists who will be supervising in a school district?",They need provide supervision only to school psychologists who are not fully certified or licensed and to any school psychology interns.,They should provide professional but not administrative supervision.,They are eligible to serve as supervisors after one year of experience as a school psychologist.,They should hold the Nationally Certified School Psychologist credential or the state school psychologist credential.,D,True,0.09899318,0.16321217,0.0063284226,0.7314662
"Dan read a list of 30 vocabulary words only once. If he is typical and shows the serial position effect, we would expect that the words he remembers two days later are",at the beginning of the list,in the middle of the list,at the end of the list,distributed throughout the list,A,False,0.19305666,0.40870097,0.15035269,0.24788967
"Which developmental stage theory explained how experiences in infancy, childhood, adolscence, adulthood, and old age influence later personality characteristics?",Piaget's cognitive development theory,Erikson's psychosocial stage theory,Kohlberg's moral development theory,Ainsworth's social attachment theory,B,True,0.0024700472,0.9964881,0.0003342845,0.0007076803
The AP Psychology examination given by the College Board in May exemplifies which of the following types of tests?,aptitude,projective,achievement,intelligence,C,False,0.020238696,0.048550107,0.07063998,0.8605712
Our ability to perceive depth depends primarily on what other perceptual abilities?,proximity and similarity,top-down processing and bottom-up processing,binocular and monocular cues,size and shape constancy,C,True,0.04907415,0.07140247,0.8698601,0.009663273
A person who sustains major injuries that involve the destruction of the medulla oblongata will,be paralyzed,fall into a coma,suffer severe speech impairment,die,D,True,0.039478213,0.0113106975,0.050691027,0.89852
Which of the following terms applies to IQ tests?,achievement,standardized,projective,triarchic,B,True,0.13187201,0.85991347,0.0051132324,0.0031013323
"Which classical conditioning term best describes the following scenario: Later in his classical conditioning experiments, Ivan Pavlov's dogs began to salivate whenever they heard any sound similar to a bell, such as a doorbell or someone accidentally clinking a water glass.",discrimination,spontaneous recovery,trace conditioning,generalization,D,True,0.022418836,0.047460675,0.18771061,0.7424099
"Sal meets Petunia for the first time. She is outgoing and funny. He walks away with the opinion that Petunia is a fun person, whereas in actuality Petunia is temporarily gleeful because she just won the lottery. Sal's opinion that Petunia is funny is best explained by",the mere-exposure effect.,self-serving bias.,equipotentiality.,the fundamental attribution error.,D,False,0.65243554,0.18692592,0.047262274,0.1133763
All of the following are examples of punishment EXCEPT,grounding a teenager for staying out past curfew,spanking a child for misbehavior,permanently revoking the driving privileges of a third-time DWI driver,refusing to return the boss' phone call after not getting the expected raise,D,False,0.32473767,0.06394464,0.32473767,0.28658
Which of the following must be done when universal screening data show that very few students are successfully meeting school competencies?,Changes must be made in the delivery of the core program.,Students who are not meeting competencies must be given strategic or supplemental instruction.,Students must be given more time to develop competencies.,Students who are not meeting competencies must be evaluated for learning disabilities.,A,False,0.020081744,0.9675926,0.00395433,0.008371316
Substances that are toxic to humans often taste,sour,sweet,salty,bitter,D,True,0.0142093375,0.10499359,0.10499359,0.7758035
All public institutions subscribe to all of the following ethical guidelines EXCEPT,avoiding unnecessary deception to humans,avoiding unnecessary pain to humans and other animals,avoiding use of animals when computers are available,protecting confidentiality,C,False,0.05019071,0.12040126,0.044293147,0.7851148
