0,1,2,3,4,5,llama2_7B_ds_alpaca_52000/epoch2_correct,llama2_7B_ds_alpaca_52000/epoch2_choiceA_probs,llama2_7B_ds_alpaca_52000/epoch2_choiceB_probs,llama2_7B_ds_alpaca_52000/epoch2_choiceC_probs,llama2_7B_ds_alpaca_52000/epoch2_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.041968603,0.114082485,0.0009870069,0.8429619
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,True,0.26016212,0.024198845,0.48604682,0.22959225
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.04193394,0.028820748,0.89658713,0.032658186
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.1413195,0.0667546,0.23299645,0.55892944
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.017517067,0.010624639,0.015458758,0.9563995
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.09720465,0.03575959,0.23318183,0.6338539
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.26782218,0.72801614,0.001695238,0.0024665568
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.0015724613,0.0025925504,0.559835,0.43599996
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.37453896,0.33052948,0.003240397,0.29169124
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.010762096,0.96877307,0.002721084,0.017743697
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.13019522,0.5834944,0.010687074,0.27562323
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.09162794,0.19397636,0.4653251,0.24907058
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.028806303,0.11393114,0.015418904,0.8418436
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.058683038,0.8100943,0.02158828,0.10963434
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.09788925,0.07623623,0.0062578507,0.8196167
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.017781714,0.27815282,0.24546902,0.45859647
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.0051896647,0.004041715,0.98897505,0.0017935003
