0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_3250_Tptalpaca_correct,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_3250_Tptalpaca_choiceA_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_3250_Tptalpaca_choiceB_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_3250_Tptalpaca_choiceC_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_3250_Tptalpaca_choiceD_probs
What is the structure of the United Nations Security Council?,"5 permanent members with veto power, 10 rotating members with no veto power","5 permanent members and 10 rotating members, all with veto power","10 permanent members with veto power, and 5 rotating members without veto power",15 permanent members with veto power,A,True,0.5395387,0.25486,0.03043869,0.17516257
What was the significance of the Gulf of Tonkin resolution?,It allowed the US to intensify its involvement in Vietnam,It illustrated the influence of public opinion on US foreign policy,It enhanced Congressional control over the Vietnam War,It curtailed US involvement in Vietnam,A,True,0.59061205,0.21727404,0.042783797,0.14933011
Which is not a nonstate actor that poses a threat to the United States?,Terrorists,Organized crime,Drug traffickers,China,D,True,0.19067563,0.314371,0.03754626,0.4574071
Who was the first American president to visit communist China?,Richard Nixon,George H. W. Bush,Jimmy Carter,Ronald Reagan,A,True,0.920523,0.066682465,0.007964084,0.0048304615
The Strategic Arms Reduction Treaty was the first accord,on nuclear weapons signed between the United States and the Soviet Union.,cutting conventional arms in Europe.,to be rejected by the U.S. Senate.,mandating the elimination of many long-range nuclear missiles.,D,False,0.7561008,0.115951814,0.03764404,0.09030336
What were the implications of the Cold War for American exceptionalism?,It ended the influence of American exceptionalism entirely,Exceptionalism was enhanced by America's status as the 'leader of the free world',The extension of American power globally challenged core assumptions of exceptionalism,Both b and c,D,True,0.06887305,0.3086676,0.113552466,0.50890684
Why did Franklin D. Roosevelt initially favour an 'isolationist' stance on the part of the US during the 1930s?,He believed that internal reform rather than international negotiation was the key to economic regeneration of the US,He believed that German domination of Europe would be in US interests,He always favoured isolationism,All of the above,A,True,0.6708971,0.11658444,0.042889018,0.16962935
What was the 'New Populism'?,A strand of neo-isolationist sentiment,A strand of internationalist sentiment,An expression of American cultural superiority,Increased incorporation of public opinion in foreign policy making,A,True,0.45421442,0.18934473,0.18934473,0.16709615
How did World War I shift economic power from Europe to the United States?,The war reduced European population levels below that of the United States,The United States seized German resources after the war,European countries paid the United States for assistance,"The United States became a creditor country and financial centre, with European war spending boosting the US economy",D,True,0.24702439,0.14982787,0.08019708,0.52295065
"In American government, the power to declare war rests with",the president of the United States.,the secretary of defense.,the chairman of the Joint Chiefs of Staff.,Congress.,D,False,0.86568767,0.03803566,0.033566352,0.0627102
How did the Cold War context shape US perceptions of the Third World?,The US ignored the Third World,Local developments were viewed through a geopolitical lens,The US unreservedly supported decolonization,None of the above,B,False,0.34115916,0.34115916,0.11075816,0.2069235
What was unique about the NATO intervention in Kosovo?,It was the first time the US became involved in the Balkans,It was the first time NATO used military force,It was the first war won by airpower alone,It was the first war to employ 'smart weapons',C,False,0.5746625,0.21140653,0.06863365,0.14529744
"What, according to Systemic theories, is the primary determinant of a state's foreign policy?",The character of a state's leader,The distribution of power in the international system,The distribution of power within a state's governmental system,A state's political ideology,B,True,0.22024028,0.6783878,0.038272023,0.0630999
Why is there so much uncertainty over which states have nuclear weapons?,Leaders have incentives to lie,"If leaders revealed their programs, they would be more likely to be attacked",Leaders will not always grant foreign monitors access to their nuclear programs,ALL of the above,D,False,0.45352235,0.18905625,0.11466841,0.24275303
"Within American politics, the power to accord official recognition to other countries belongs to",the Senate.,the president.,the Secretary of State.,the chairman of the Joint Chiefs.,B,False,0.6760621,0.28182462,0.026213773,0.015899457
What did the Moscow Treaty on Strategic Offensive Reductions do?,Required the United States and Russia to demobilize their armies,Required the United States and Russia to dismantle a significant number of their nuclear weapons,Prohibited the acquisition of new military bases,Prohibited short-range nuclear weapons,B,False,0.56812316,0.3445841,0.019440105,0.06785264
What were the 'open-door notes'?,An American declaration that the US was always open to Chinese immigration,"An American proclamation that China should be divided up between the US, Japan and the European empires",An American proclamation that China should be open to US trade and missionaries,An American declaration of support for Chinese economic protectionism,C,False,0.46664357,0.24977632,0.06315334,0.22042681
"International trade will almost always benefit both countries, so why do countries try to protect their own firms from exposure to the world market?",Irrationality on the part of the leadership,"Costs of free trade are concentrated, but benefits are dispersed",Regime type,International conflict prevents trade,B,True,0.21891177,0.28108826,0.21891177,0.28108826
Why did George H.W. Bush allow Saddam Hussein to remain in power after the Gulf War of 1991?,Lack of US firepower,Concern over oil supplies,Limited UN mandate and fear of a protracted conflict,Difficult terrain and fear of civilian casualties,C,False,0.42693272,0.15705977,0.15705977,0.2589478
Why do Liberal Internationalists argue that international institutions are important to US grand strategy?,They allow the US to withdraw from the international arena,They serve American interests,The US is incapable of acting alone,None of the above,B,False,0.530306,0.32164684,0.05589384,0.09215336
What was the significance of the Truman Doctrine?,It indicated the special place of Greece and Turkey in American interests,It was Truman's first statement on European affairs,It indicated US reluctance to get involved in incidents outside of its immediate sphere of influence,It indicated that the US would now view all local revolts through a geopolitical lens,D,False,0.44797808,0.21160986,0.068699665,0.27171245
What tend to be the effects of oil and other natural resource trade on developing states?,It democratizes countries,It has no real effect,It encourages stability of the regime,It changes the nature of the investor,C,False,0.47484967,0.3698133,0.0825165,0.07282056
The dominant course for foreign policy throughout most of American history can be categorized as,containment.,neoconservatism.,isolationism.,protectionism.,C,False,0.62387276,0.26006886,0.05802921,0.05802921
What led Britain to impose new taxes on their American colonies?,To increase the wealth of King George III,The growing costs of war with France,Anger at America's growing prosperity,Pressure from rich merchants,B,False,0.56989664,0.18501835,0.18501835,0.060066663
"Who said ""Globalization is not something we can hold off or turn off. It is the economic equivalent of a force of nature-like wind or water""?",Ronald Reagan,George Soros,Bill Clinton,George W. Bush,C,False,0.48641002,0.3343044,0.1579142,0.021371365
"The idea that war is ""the continuation of politics by other means"" helps to capture",diplomacy is the quietest instrument of influence in global politics.,the way political parties fight with each other.,the idea that governments use their military to help pursue policy goals.,the way Democrats and Republicans differ over the war in Iraq.,C,False,0.54860663,0.15717843,0.22869326,0.06552172
What are the key elements of the Liberal approach to US foreign policy?,"Promotion of Democracy, free-trade and international institutions","Alliances, diplomacy and protectionism","The balance of power, self-sufficiency and prudence",None of the above,A,True,0.7708526,0.15178989,0.0338689,0.04348853
What was the key difference between US expansion pre- and post- 1865?,US expansion was based on territory rather than markets post-1865,US expansion was based on markets rather than territory post-1865,US expansion was limited to Latin America post-1865,US expansion ended after 1865,B,False,0.7285958,0.18421787,0.01941642,0.06776997
What case did President Eisenhower make against the 'military-industrial complex' in his farewell speech?,That the capitalist search for profits was the leading cause of armed conflict,That the United States no longer needed to be militarily strong,That military spending gave the arms industry unwarranted influence on politics and government,That private companies would undermine the role of the Armed Forces,C,False,0.48890764,0.2309436,0.14007439,0.14007439
"Within the United Nations, real power is located in",the Security Council.,the Chamber of Deputies.,the Council of Ministers.,the Secretariat.,A,True,0.7851148,0.12040126,0.044293147,0.05019071
"In general, how do conservatives and liberals differ when it comes to defense spending?",Conservatives are skeptical of increases in defense spending; liberals advocate increases in defense spending.,Conservatives favor social spending over defense spending; liberals favor defense spending over social spending.,Conservatives advocate increases in defense spending; liberals are generally skeptical of increases in defense spending.,Conservatives emphasize strong economies; liberals emphasize strong military readiness.,C,False,0.8006083,0.108350545,0.051181175,0.03985994
Intergovernmental organizations SELDOM do which of the following?,Provide strong enforcement,Monitor parties,Provide fora for discussion,Reduce transaction costs for agreements,A,True,0.4392176,0.23509625,0.18309313,0.14259307
Which of the following are possible constraints on US foreign policy decision making?,Foreign policies of other states,International law,Intergovernmental organizations,All of the above,D,False,0.65257716,0.16499734,0.036815885,0.14560965
What is direct diplomacy?,Members of Congress negotiating directly with foreign governments,Face-to-face meetings between state leaders,The president consulting Congress on foreign policy issues,Bilateral talks that do not involve a third-party negotiator,A,True,0.6107874,0.22469613,0.04424529,0.12027117
What was the Clinton Administration's policy on the Russian economy?,The US inhibited the marketization of the Russian economy,The US promoted the marketization of the Russian economy,The US supported public ownership of natural resources,"None, the US was only concerned with security issues",B,False,0.50028175,0.4414971,0.021980846,0.03624029
How many major powers are there in a multipolar system?,0,1,2,3 or more,D,True,0.10257662,0.24606852,0.19163835,0.4597165
Why did Americans believe that they could found a different kind of empire after 1776?,This would be an 'empire of liberty',This empire would be multi-cultural,This type of empire would be based on expansion,This would be empire free of slavery,A,True,0.6751331,0.17070039,0.06279717,0.09136933
The trade-off between defense and social spending is often referred to as a choice between,bread and butter.,war and peace.,guns and butter.,bombs and books.,C,False,0.38000062,0.43059713,0.123368144,0.06603421
What did Charles Krauthammer mean by a 'unipolar moment' when describing the post-Cold War system?,The chance for the United States to share power with other countries in the world,An opportunity to use to collapse of the Soviet Union to extend US power,An international system that didn't face any threats,The never-ending domination of the United States,B,False,0.57400626,0.2392814,0.041580874,0.14513151
"Which of the following considers it immoral to use force abroad to do good things (such human rights protection, democracy, etc)?",Realism,Idealism,Liberalism,None of the above,A,True,0.47495148,0.25422323,0.07283617,0.19798923
"According to realists, what is the fundamental difference between the international system and the domestic system?",Armed conflict,Anarchy,Institutions,No common language,B,False,0.66166586,0.18957044,0.07902472,0.069739066
Which is NOT a reason for why intergovernmental organizations are ineffective at promoting human rights?,These organizations merely identify those states who already support human rights,They cannot get enough information about which leaders will abuse their citizens,These organizations have little ability to constrain abusive leaders,None of the above,B,False,0.35961774,0.31736153,0.042950217,0.28007057
Why might the 'Philadelphian System' be linked to the idea of American exceptionalism?,It encouraged greater involvement in European politics,It was designed as the antithesis of European politics,It created a large standing army,It encouraged the centralization of political power in the US,B,False,0.43185985,0.23115793,0.07504599,0.26193625
Which of the following are possible constraints on US foreign policy decision making?,Foreign policies of other states,International law,Intergovernmental organizations,All of the above,D,False,0.65257716,0.16499734,0.036815885,0.14560965
"Détente, or the relaxing of tensions coupled with firm guarantees of mutual security, represented a shift in American foreign policy toward the communist world ushered in by",Richard Nixon.,Eugene McCarthy,Lyndon Johnson.,Robert Kennedy.,A,True,0.8831957,0.072497115,0.020770773,0.023536367
Which of these is not a component of the 'American Creed'?,Liberty,Equality,Autocracy,Individualism,C,False,0.28421363,0.2213458,0.17238429,0.32205623
"During the early years of his administration, Reagan's foreign and defense policies emphasized",nuclear disarmament.,détente.,anticommunism.,international free trade.,C,True,0.24608302,0.31597686,0.35804868,0.07989146
The Vietnam War can be understood as,a war that deeply divided the United States and fostered cynicism toward the American government.,"an example of the doctrine of containment, because U.S. involvement was designed to prevent the fall of South Vietnam to the communists.",an example of how even a great power may not be able to prevail against a determined enemy unless there is a clear objective and the national will to do so.,All of the above are true.,D,False,0.7227809,0.11084204,0.040776506,0.12560049
The departments of the executive branch that assist the president in designing and carrying out U.S. foreign policy are known as,the United Nations.,the National Security Council.,the State Department.,the National Security Agency.,C,False,0.3123358,0.6612149,0.01996696,0.0064823222
The largest increase in peacetime defense spending in American history occurred under which president?,Jimmy Carter,Ronald Reagan,Bill Clinton,Dwight Eisenhower,B,True,0.098591864,0.6428997,0.021998817,0.23650959
What caused a public uproar involving the National Security Agency in 2005?,Revelations that the NSA was monitoring the communications of American citizens without obtaining warrants,"A leaked memo that linked the events of September 11, 2001, with the Democratic National Committee","Revelations that the NSA had tortured prisoners at Guantanamo, Cuba","A scathing report condemning the George W. Bush administration for ""building a case for the war in Iraq on a quicksand foundation""",A,True,0.93466324,0.041066237,0.009163115,0.015107424
What was the Marshall Plan?,A plan that provided economic assistance to rebuild Europe.,A plan to provide aid to Greece and Turkey in their stand against Soviet and Soviet-assisted threats,A plan that provided Europe with military assistance to counter the Soviet threat,The plan designed to stop communism in Asia,A,True,0.944702,0.04150731,0.005617404,0.008173274
Bureaucratic politics suggests we should be worried about which of the following with regard to nuclear weapons?,Having the capability to deter the most powerful rival,Having the capability to deter smaller states,How nuclear attacks are identified and responded to; who controls the weapons,Bureaucratic politics provides no information about nuclear proliferation and use,C,False,0.59580237,0.17070024,0.06279711,0.17070024
"According to International Institutionalists, what problems have international institutions been designed to address?",War,Anarchy,Collective action and coordination problems,All of the above,D,False,0.5327251,0.22207285,0.1526283,0.09257374
What was meant by the term 'New World Order'?,A new democratic internationalism led by the United States,A new balance of power between the US and China,A new global economic framework,A new era of globalization,A,True,0.7162426,0.14103654,0.045787856,0.096932895
The best known and perhaps most important international organization is,the United Nations.,the North Atlantic Treaty Organization (NATO).,the Organization of Petroleum Exporting Countries (OPEC).,the World Trade Organization (WTO).,A,True,0.73295856,0.2379568,0.011847172,0.017237533
What was meant by the term 'American multiplication table'?,Increase in the US population,Increase in US finances,Increase in US military capability,Increase in US international influence,A,True,0.55473584,0.18009636,0.18009636,0.0850715
Global and regional international trade agreements work by using which of the following mechanisms?,Reciprocity across multiple issues,Reputational concerns of the actors,Side payments for adjusting to the organization (such as the Common Agricultural Policy in the EU),ALL of the above,D,False,0.4578707,0.14864884,0.115767844,0.2777126
Why did Lincoln oppose the southward expansion of the US?,It would have drained the US economically,It would have involved compromising opposition to slavery,It would have increased immigration to the US,None of the above,B,False,0.42400452,0.42400452,0.05738277,0.0946082
Growing tension between the United States and the Soviet Union resulted in a policy that John Foster Dulles referred to as,"""mutual assured destruction.""","""brinkmanship.""","""realism.""","""not in my backyard.""",B,False,0.6159436,0.15573493,0.10703495,0.12128649
Why do some scholars claim that Reagan 'won the Cold War'?,Reagan's first term military spending pressured the Soviet Union to keep up its international commitments,Reagan encouraged engagement with the Soviet Union,Reagan encouraged a softer approach towards communism,Reagan reduced military spending and this allowed the Soviet Union space to reform,A,True,0.5808062,0.18856016,0.042073462,0.18856016
What is the implication of American exceptionalism in terms of global economics?,It encourages the use of tariffs,It encourages nationalization,It encourages liberalization of global trade,It encourages redistribution of wealth,C,False,0.33318326,0.22899328,0.2594834,0.17834015
"What were the primary institutions of the liberal international economic order?
I. GATT
II. IMF
III. World Bank
IV. NATO",IV only,II and III,"I, II, and III","I, II, III, and IV",C,False,0.50529635,0.18588814,0.1640457,0.14476983
"According to Rosenau, which factor is important to consider in explaining the foreign policy behavior of the United States?",The external environment of the international system,"Domestic environment, government and bureaucracy",The President's individual personality.,All of the above,D,False,0.5328077,0.17297733,0.07210768,0.22210729
How many states in the international system are likely to have nuclear weapons right now?,Fewer than 7,Between 8 and 15,Between 16 and 25,More than 25,B,True,0.17651713,0.4234426,0.20002012,0.20002012
