0,1,2,3,4,5,llama_7B_ds_alpacafollowturn_20000/epoch2_correct,llama_7B_ds_alpacafollowturn_20000/epoch2_choiceA_probs,llama_7B_ds_alpacafollowturn_20000/epoch2_choiceB_probs,llama_7B_ds_alpacafollowturn_20000/epoch2_choiceC_probs,llama_7B_ds_alpacafollowturn_20000/epoch2_choiceD_probs
"Which foods tend to be consumed in lower quantities in Wales and Scotland (as of 2020)?
",Meat,Confectionary,Fruits and vegetables,Potatoes,C,True,0.021347303,0.031060142,0.90771043,0.039882015
"In which one of the following circumstances will the prevalence of a disease in the population increase, all else being constant?
",If the incidence rate of the disease falls.,If survival time with the disease increases.,If recovery of the disease is faster.,If the population in which the disease is measured increases.,B,False,0.0035052442,0.0483884,0.09040143,0.85770494
"Which of the following statements is correct?
",The flavonoid class comprises flavonoids and isoflavonoids.,The digestibility and bioavailability of isoflavones in soya food products are not changed by processing.,ß-Carotene and lycopene can both act as provitamin A.,Carotenoids and flavonoids both belong to the polyphenol class.,A,False,0.026456181,0.06346508,0.03397041,0.87610835
"What are the main causes of the obesity epidemic?
",Increased energy quantity/density and a more sedentary life-style,Decreased leisure time activity,Changes in genetic profiles,None of the options given is correct,A,True,0.51059085,0.21284594,0.088727385,0.18783589
"Which vitamin is a major lipid-soluble antioxidant in cell membranes?
",Vitamin A,Vitamin D,Vitamin E,Vitamin K,C,True,0.006183003,0.0033095232,0.8098136,0.18069385
"Which of the following contributes to vitamin B12 deficiency in older adults?
",Reduced secretion of intrinsic factor,Atrophic gastritis,Helicobacter pylori infection,All of the above,D,True,0.00045948877,0.04136186,0.12740351,0.8307752
"Obesity increases the risk of endometrial cancer. Which hormone is thought to mediate this effect?
",Testosterone,Oestrogen,Insulin-like growth factor-1,Thyroxine,B,True,0.019801287,0.8419721,0.06911328,0.06911328
"Which vitamin is required for calcium absorption from the small intestine?
",Vitamin A,Vitamin D,Vitamin E,Vitamin K,B,False,0.0014510137,0.010721622,0.022697674,0.9651297
"Which of the following statements about the metabolic demand for amino acids is correct?
","The metabolic demand is supplied only from the diet,",The metabolic demand is to maintain protein turnover.,The metabolic demand involves consumption of amino-acids by a number of irreversible pathways and these are either obligatory or adaptive.,The metabolic demand is a fixed amount,C,False,0.010576509,0.952067,0.025371727,0.011984755
"Which of the following statements about human amino acid requirements in human nutrition is correct?
",The amino acid requirements determined for adults is assumed to be the requirement pattern for all ages.,The amino acid requirements determined for adults is assumed to be the requirements for maintenance for all ages.,The amino acid pattern of breast milk is assumed to be the requirement pattern for all children.,The amino acid pattern of human tissue protein is assumed to be the requirement patterns for infants and young children.,B,False,0.009998861,0.07388215,0.12181106,0.7943079
"A food additive is considered to be safe when:
",No evidence of human toxicity has been observed over the period of its use,Estimated Daily Intake (EDI) from its presence in food is less than its ADI,Its toxic effects are observed only at doses 100x the EDI,Its benefits outweigh its risks,B,True,0.23342535,0.29972407,0.23342535,0.23342535
"Which of the following statements is true:
",Childhood stunting before 24 months of age affects short term cognitive performance,Childhood stunting before 24 months of age affects long term cognitive performance,Neither of the statements are correct,Both of the statements are correct,D,True,0.056550995,0.28718966,0.11971847,0.5365409
"What role do women play in food security?
",Their main role is preparing meals.,"They play a central role as producers of food, managers of natural resources, income earners and caretakers of household nutrition.","They weed the fields, but never plough or plant them, as only men are strong enough for those activities.",Their efforts focus mainly on vegetable gardens and chickens; men are involved with cereal crops and larger livestock.,B,True,0.0074944566,0.9815801,0.008492332,0.002433094
"The following amino acids are all essential components of the diet:
","leucine, methionine and threonine","proline, tyrosine and serine","valine, glycine and arginine","leucine, cysteine and glycine",A,False,0.05023992,0.28911078,0.1205193,0.54013
"Which single statement about fat digestion and absorption is correct?
",Absorption of fatty acids in the intestine occurs mainly through FABP and FAT/CD36 transport proteins in the enterocytes of the distal duodenum,"After absorption, medium chain triglycerides (MCT) enter the lymphatic system, whereas long chain triglycerides enter the portal blood system.",The products of partial digestion of triglycerides (triacylglycerols) can form mixed micelles with pancreatic cholesterol and phospholipids and this increases absorption,Triglycerides (triacylglycerols) must be emulsified and digested before the fatty acids can be transported,D,True,0.026950656,0.064651266,0.12078447,0.78761363
"Which fatty acids found in plasma phospholipids are associated with reduced cardiovascular mortality?
",Palmitic acid (16:0),Long chain (=20 carbons) saturated and n-3 polyunsaturated fatty acids,á-linolenic acid (18:3),Stearic acid (18:0),B,True,0.0020716288,0.9470342,0.009284396,0.04160978
"Crohn's disease:
",Always affects the colon,May lead to intestinal obstruction,Is best treated surgically,Requires a gluten free diet,B,False,0.032232758,0.068236746,0.068236746,0.83129376
"Which of the following is true about the diagnosis of ""osteopenia"" or ""osteoporosis"" in North America and Western Europe
",Women over age 80 with osteopenia have above average bone mineral density for their age,Fewer than 10% of women over age 50 have osteopenia,Fewer than 50% of women over age 80 have osteopenia or osteoporosis,Osteoporosis is defined as a bone density lower than 2.5 standard deviations below the average for age-matched controls.,A,False,0.00974213,0.043661196,0.17268339,0.7739132
"Which country has undergone the most rapid nutrition transition in the last two decades?
",China,Sweden,Britain,India,A,False,0.00090244366,0.0027797222,0.006668207,0.98964965
"Acute binge drinking is associated with?
",Happy heart syndrome,Home heart syndrome,Beach heart syndrome,Holiday heart syndrome,D,True,0.024710026,0.05927627,0.09773005,0.8182837
"Why are some specific indices of iron status (such as serum ferritin or transferrin receptors) generally considered to be more reliable indices of iron status, than blood haemoglobin levels are?
",Because they respond more rapidly to changes in iron levels in the diet.,"Because blood haemoglobin levels can also respond to a variety of other factors and insults, such as lead poisoning, chronic disease, etc.",Because the specific iron indices can be measured more accurately and easily.,"Because haemoglobin levels vary with subject age, and between the sexes.",B,False,0.012141512,0.048020612,0.5850108,0.35482702
