0,1,2,3,4,5,alpacacode_llama2_chat_7B_correct,alpacacode_llama2_chat_7B_choiceA_probs,alpacacode_llama2_chat_7B_choiceB_probs,alpacacode_llama2_chat_7B_choiceC_probs,alpacacode_llama2_chat_7B_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,True,0.000903994,0.0031552494,0.9913498,0.00459086
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,False,0.10765453,0.1774923,0.7019957,0.0128574995
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,False,0.1829909,0.63870096,0.110989586,0.06731858
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.07493925,0.29639047,0.14000495,0.48866528
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,True,8.4798085e-05,0.99976236,0.00014882526,3.966059e-06
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,True,0.0004298906,0.0011685638,0.9980222,0.00037937716
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,0.0001312967,0.00026111468,0.9994492,0.00015837404
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,False,0.0720006,0.17272046,0.15242527,0.60285366
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,True,0.98360866,0.015898554,0.00048009472,1.279409e-05
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,False,0.46977374,0.28493217,0.023388656,0.2219054
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,False,0.054611854,0.85427314,0.02923162,0.06188334
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,True,0.02124191,0.7034355,0.25877947,0.016543217
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,False,0.8347812,0.12801786,0.03667773,0.0005231797
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,True,0.014657083,0.90680164,0.051158246,0.027383037
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,True,0.91355956,0.08497428,0.0012120929,0.0002540685
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,True,0.010986567,0.9889792,3.0859006e-05,3.2525152e-06
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.92697793,0.06715006,0.0042927596,0.001579218
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,False,0.4122692,0.46716222,0.11811711,0.0024514424
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,False,0.031285234,0.9142885,0.018975452,0.035450812
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.9962968,0.0035932076,7.00564e-05,3.991693e-05
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,False,0.013788695,0.9666622,0.0073805572,0.012168482
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.9963838,0.002798637,0.0008018229,1.5633059e-05
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.009353369,0.35098258,0.060991623,0.5786724
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,True,0.32750383,0.42052323,0.22508988,0.02688315
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,True,0.13084528,0.16800866,0.24445117,0.45669487
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.004450637,0.84814125,0.14738485,2.3354798e-05
What kind of animal is a peregrine?,moose,cat,bird,fish,C,True,0.00017941413,0.0006262169,0.99918646,7.882906e-06
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.00015814559,0.0010312387,0.9980075,0.0008031296
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.0446176,0.7908659,0.15573072,0.0087857265
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.91302085,0.051509112,0.007899178,0.027570842
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.011569428,0.23237817,0.63166934,0.12438307
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.035048567,0.90391445,0.010041582,0.050995365
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.820152,0.14252104,0.031800743,0.005526141
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.016545046,0.42670238,0.5478967,0.008855925
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,0.00017932343,0.0007092378,0.99868125,0.0004301745
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,8.4737265e-05,0.00080396474,0.9990453,6.5993445e-05
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,True,0.0030586498,0.032883584,0.9609992,0.0030586498
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.00017887804,0.0019231201,0.99620086,0.0016971475
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.00017950004,0.9996649,0.00013132504,2.4292687e-05
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,True,0.0016966341,0.9958995,0.0016966341,0.0007072623
