0,1,2,3,4,5,alpacacode_llama2_chat_7B_correct,alpacacode_llama2_chat_7B_choiceA_probs,alpacacode_llama2_chat_7B_choiceB_probs,alpacacode_llama2_chat_7B_choiceC_probs,alpacacode_llama2_chat_7B_choiceD_probs
What size of cannula would you use in a patient who needed a rapid blood transfusion (as of 2020 medical knowledge)?,18 gauge.,20 gauge.,22 gauge.,24 gauge.,A,False,0.03297896,0.85053855,0.07911241,0.037370056
The key attribute in successful marathon running is:,strength.,power.,stride length.,stamina.,D,True,0.0008996503,0.005866457,0.0066475663,0.98658633
Which of the following is the commonest cause of dementia in the UK?,Alzheimer's disease.,Cerebrovascular (stroke) disease.,Lewy body dementia.,HIV infection.,A,False,0.13249387,0.8639685,0.0027498223,0.0007878373
Which of the following is NOT a symptom of anaphylaxis?,Stridor.,Bradycardia.,Severe wheeze.,Rash.,B,False,0.06633577,0.2972963,0.0069917385,0.62937623
In what situation are closed pouches applied?,The patient has a semi-formed or liquid output.,The patient has a colostomy.,In the immediate post-operative period.,The patient has a urostomy.,B,True,0.0006251427,0.9974726,0.0016993141,0.00020295412
With an increasing number of sprints the:,anaerobic contribution progressively increases.,pH of the muscle falls below 6.0.,blood glucose concentration falls below 3 mmol/L.,relative contribution of aerobic metabolism increases.,D,False,0.15845901,0.55307627,0.10890718,0.17955758
Which of the following is true in diplopia?,Diplopia can never occur if one eye is covered,The outer image is always the false image,A fourth nerve palsy occurs when the patient looks upwards,A sixth nerve palsy causes a divergent squint,B,True,0.1263481,0.8238931,0.024879415,0.024879415
Sodium bicarbonate ingestion improves middle distance running performance by:,elevating the pH and buffering capacity of the extracellular fluid allowing a faster efflux of hydrogen ions from muscle.,reducing the pH and buffering capacity of the extracellular fluid allowing a faster efflux of hydrogen ions from muscle.,elevating the pH and buffering capacity of the extracellular fluid allowing a faster influx of hydrogen ions into muscle.,elevating the pre-exercise muscle pH.,A,True,0.84806067,0.14737085,0.0039272998,0.00064111414
Codons are composed of:,triplet sequences of nucleotide bases in mRNA or DNA .,quadruplet sequences of nucleotide bases in mRNA or DNA.,triplet sequences of amino acids in polypeptide chains.,triplet sequences of deoxyribose sugars in DNA.,A,True,0.99862134,0.0013249513,4.533734e-05,8.386564e-06
Fatty acids are transported into the mitochondria bound to:,thiokinase.,coenzyme A (CoA).,acetyl-CoA.,carnitine.,D,False,0.016623212,0.80095124,0.17871639,0.00370914
Which of the answers below best indicates the compatible blood types that can be given to a person with a blood group B (rhesus negative)?,"Blood type AB (rhesus negative), blood type B, and blood type O (rhesus negative).",Blood type B (rhesus positive) and blood type O (rhesus positive).,Blood type B (rhesus negative) and blood type O (rhesus negative).,Blood type B (rhesus negative) only.,C,True,0.017355246,0.06864133,0.8362226,0.07778082
Which of the following is true of a lower motor neurone lesion in the arm?,It leads to increased tone in the arm (hypertonia),Fasciculations are never seen,The reflexes are brisk,An ulna nerve palsy is an example of a lower motor neurone lesion,D,False,0.5399484,0.28901356,0.13652034,0.034517746
Which of the following statements is false?,Ammonia is produced in repeated high intensity exercise.,Muscle lactate accumulation does not begin until at least 5 seconds of intermittent muscle contractions have taken place.,Muscle phosphocreatine depletion begins in the first few seconds of high intensity exercise.,With an increasing number of repeated sprints the rate of accumulation of lactate in muscle declines.,B,True,0.020796543,0.60776407,0.17412733,0.1973121
Glycogen breakdown in muscle initially results in the formation of:,glucose.,glucose-1-phosphate.,glucose-6-phosphate.,"glucose-1,6-diphosphate.",B,True,0.16254121,0.7284592,0.08700205,0.021997562
The two principal contractile proteins found in skeletal muscle are:,actin and troponin.,actin and myosin.,troponin and tropomyosin.,myosin and tropomyosin.,B,True,0.007565232,0.99084985,0.0014896825,9.5232215e-05
Which one of the following represents a IIIrd cranial nerve palsy and is a neurosurgical emergency?,Unilateral constricted pupil.,Bilateral constricted pupils.,Unilateral fixed dilated pupil.,Oval shaped pupils.,C,False,0.90034384,0.09489554,0.0022317294,0.0025288805
Which of the following is true about a thyroid swelling?,It always elevates on swallowing,Lymph node enlargement is a good prognostic sign,An ultrasound of the swelling is the best test to determine whether the nodule is actively secreting hormone,A functioning nodule on isotope scanning is unlikely to be due to cancer,D,False,0.16353945,0.64681107,0.11239891,0.07725057
Which of the following is true of hepatomegaly?,Emphysema is a cause,The liver enlarges downwards from the left hypochondrium,"The presence of jaundice, spider naevi and purpura suggest alcohol as a cause",The liver is usually resonant to percussion,C,False,0.025158957,0.9440829,0.013466619,0.017291483
Which of the following is true regarding reflexes?,A positive babinski reflex is the same as a normal flexor response in the assessment of the plantar reflex,An extensor plantar response indicates a lower motor neurone lesion,The root value of the ankle reflex is S1,"The root value of the knee reflex is L1, L2",C,False,0.17655018,0.6982695,0.0945005,0.03067982
Which of the following is true of facial nerve palsy?,Bells palsy is another term for an upper motor neurone lesion,Ramsay Hunt Syndrome is an upper motor neurone lesion secondary to a Herpes Zoster infection,An inability to close the eyelid on the paralysed side indicates a lower motor neurone lesion,In Bell's Palsy the sense of taste is never affected,C,False,0.11110847,0.8209867,0.03607164,0.03183311
