0,1,2,3,4,5,llama_7B_firstturn_20000_2/ckp15k_correct,llama_7B_firstturn_20000_2/ckp15k_choiceA_probs,llama_7B_firstturn_20000_2/ckp15k_choiceB_probs,llama_7B_firstturn_20000_2/ckp15k_choiceC_probs,llama_7B_firstturn_20000_2/ckp15k_choiceD_probs
What is the structure of the United Nations Security Council?,"5 permanent members with veto power, 10 rotating members with no veto power","5 permanent members and 10 rotating members, all with veto power","10 permanent members with veto power, and 5 rotating members without veto power",15 permanent members with veto power,A,True,0.3967204,0.2406231,0.05369027,0.30896616
What was the significance of the Gulf of Tonkin resolution?,It allowed the US to intensify its involvement in Vietnam,It illustrated the influence of public opinion on US foreign policy,It enhanced Congressional control over the Vietnam War,It curtailed US involvement in Vietnam,A,False,0.35438818,0.1896903,0.054347184,0.4015744
Which is not a nonstate actor that poses a threat to the United States?,Terrorists,Organized crime,Drug traffickers,China,D,True,0.42125073,0.057010088,0.044399504,0.47733963
Who was the first American president to visit communist China?,Richard Nixon,George H. W. Bush,Jimmy Carter,Ronald Reagan,A,True,0.54860663,0.15717843,0.06552172,0.22869326
The Strategic Arms Reduction Treaty was the first accord,on nuclear weapons signed between the United States and the Soviet Union.,cutting conventional arms in Europe.,to be rejected by the U.S. Senate.,mandating the elimination of many long-range nuclear missiles.,D,False,0.36887348,0.28727895,0.05656858,0.28727895
What were the implications of the Cold War for American exceptionalism?,It ended the influence of American exceptionalism entirely,Exceptionalism was enhanced by America's status as the 'leader of the free world',The extension of American power globally challenged core assumptions of exceptionalism,Both b and c,D,True,0.39092296,0.0769773,0.030144742,0.50195503
Why did Franklin D. Roosevelt initially favour an 'isolationist' stance on the part of the US during the 1930s?,He believed that internal reform rather than international negotiation was the key to economic regeneration of the US,He believed that German domination of Europe would be in US interests,He always favoured isolationism,All of the above,A,False,0.3733978,0.14622469,0.057262406,0.42311513
What was the 'New Populism'?,A strand of neo-isolationist sentiment,A strand of internationalist sentiment,An expression of American cultural superiority,Increased incorporation of public opinion in foreign policy making,A,False,0.28822625,0.27076352,0.047051642,0.39395857
How did World War I shift economic power from Europe to the United States?,The war reduced European population levels below that of the United States,The United States seized German resources after the war,European countries paid the United States for assistance,"The United States became a creditor country and financial centre, with European war spending boosting the US economy",D,True,0.1848334,0.2094437,0.036395855,0.569327
"In American government, the power to declare war rests with",the president of the United States.,the secretary of defense.,the chairman of the Joint Chiefs of Staff.,Congress.,D,False,0.49540216,0.16083354,0.043287758,0.3004766
How did the Cold War context shape US perceptions of the Third World?,The US ignored the Third World,Local developments were viewed through a geopolitical lens,The US unreservedly supported decolonization,None of the above,B,False,0.47203794,0.17365305,0.06800351,0.2863055
What was unique about the NATO intervention in Kosovo?,It was the first time the US became involved in the Balkans,It was the first time NATO used military force,It was the first war won by airpower alone,It was the first war to employ 'smart weapons',C,False,0.24827257,0.20582518,0.11017028,0.43573192
"What, according to Systemic theories, is the primary determinant of a state's foreign policy?",The character of a state's leader,The distribution of power in the international system,The distribution of power within a state's governmental system,A state's political ideology,B,True,0.2406231,0.3967204,0.05369027,0.30896616
Why is there so much uncertainty over which states have nuclear weapons?,Leaders have incentives to lie,"If leaders revealed their programs, they would be more likely to be attacked",Leaders will not always grant foreign monitors access to their nuclear programs,ALL of the above,D,True,0.1863895,0.056845587,0.10620154,0.6505633
"Within American politics, the power to accord official recognition to other countries belongs to",the Senate.,the president.,the Secretary of State.,the chairman of the Joint Chiefs.,B,False,0.40427038,0.27785072,0.04002819,0.27785072
What did the Moscow Treaty on Strategic Offensive Reductions do?,Required the United States and Russia to demobilize their armies,Required the United States and Russia to dismantle a significant number of their nuclear weapons,Prohibited the acquisition of new military bases,Prohibited short-range nuclear weapons,B,True,0.2821424,0.362278,0.03587038,0.3197092
What were the 'open-door notes'?,An American declaration that the US was always open to Chinese immigration,"An American proclamation that China should be divided up between the US, Japan and the European empires",An American proclamation that China should be open to US trade and missionaries,An American declaration of support for Chinese economic protectionism,C,False,0.36349788,0.23469187,0.038312394,0.36349788
"International trade will almost always benefit both countries, so why do countries try to protect their own firms from exposure to the world market?",Irrationality on the part of the leadership,"Costs of free trade are concentrated, but benefits are dispersed",Regime type,International conflict prevents trade,B,False,0.21442568,0.22825496,0.07410354,0.48321575
Why did George H.W. Bush allow Saddam Hussein to remain in power after the Gulf War of 1991?,Lack of US firepower,Concern over oil supplies,Limited UN mandate and fear of a protracted conflict,Difficult terrain and fear of civilian casualties,C,False,0.23331769,0.20590213,0.06684664,0.49393356
