0,1,2,3,4,5,llama2_7B_alpacacode_alpaca_combine_6k_52000_correct,llama2_7B_alpacacode_alpaca_combine_6k_52000_choiceA_probs,llama2_7B_alpacacode_alpaca_combine_6k_52000_choiceB_probs,llama2_7B_alpacacode_alpaca_combine_6k_52000_choiceC_probs,llama2_7B_alpacacode_alpaca_combine_6k_52000_choiceD_probs
This is a hierarchy of effects or sequential model used to explain how advertising works:,ADD.,AIDA.,PESTLE.,SWOT.,B,True,0.33950117,0.5597428,0.014916641,0.085839346
 _____________is an important element in the communication process. It recognizes that successful communications are more likely to be achieved if the source and the receiver understand each other.,The realm of understanding.,Personal selling.,Noise.,Feedback.,A,True,0.95273167,0.008242744,0.002084092,0.036941417
"In the history of marketing, when did the production period end?",In the late 1800s.,In the early 1900s.,In the 1920s.,After the end of the Second World War.,C,False,0.065582044,0.108126506,0.027338661,0.7989528
The extent to which a service envelops a product varies according to a number of factors. Which of the following is NOT one of the factors?,The level of tangibility associated with the type of product.,Performance-value.,Variations in supply and demand.,The way in which the service is delivered.,B,False,0.088128194,0.05345245,0.022282297,0.83613706
"The owners of independent gasoline stations in a community meet secretly and agree to keep their prices high to protect their profitability. If their plan is discovered and they are charged with a crime, they could be",found guilty under the Sherman Antitrust Act and face prison time,found guilty under the Magnuson-Moss Warranty Act and face large fines,found guilty under the Adamson Act and face prison time and fines,found not guilty because retailers are allowed to set their own price levels,A,False,0.16188602,0.03612165,0.07646954,0.7255228
 The term 'marketing mix' describes:,A composite analysis of all environmental factors inside and outside the firm.,A series of business decisions that aid in selling a product.,The relationship between a firm's marketing strengths and its business weaknesses.,A blending of four strategic elements to satisfy specific target markets.,D,False,0.0002266377,0.98298854,0.0008963695,0.015888529
__________ have the potential to control the type and flow of information to the organization and the members of the DMU.,Gatekeepers.,Buyers.,Users.,Initiators.,A,True,0.9919464,0.0027861733,0.0016898996,0.0035775173
 An imbalance between a consumer's actual and desired state in which recognition that a gap or problem needs resolving is called:,Motive development.,An attitude.,A self-concept.,Product evaluation.,A,True,0.51677984,0.054468192,0.31344283,0.11530917
 Which of the following is not an element of the marketing mix?,Promotion.,Product.,Target market.,Pricing.,C,False,0.046850935,0.0049380525,0.007184824,0.9410262
 Providing free samples of perfumes (scent) in magazines is an example of which of the following?,Classical conditioning.,Operant conditioning.,Social learning.,Behavioural learning.,A,False,0.022896098,0.11627599,0.75821465,0.102613196
Why is market segmentation carried out?,To break down large markets into smaller markets.,To provide an opportunity to surpass competitors.,"By grouping together customers with similar needs, it provides a commercially viable method of serving these customers.",To allow the achievement of greater market share.,C,True,0.19568464,0.02062501,0.7739478,0.0097425645
" There are three main types of buying situations in an organization, referred to by Robinson, Faris, and Wind (1967) as _____________.",Repeat purchases.,Buyphases.,Buyclasses.,Tenders.,C,False,0.5159702,0.07912659,0.18981482,0.21508837
"Where the winning bidder obtains an unprofitable contract that he/she is duty bound to deliver because their bid price was set so low, this is known as:",Winner's curse.,Winner's price.,Winner's reward.,Loss-leader pricing.,A,True,0.9986259,0.00048742455,0.00026089957,0.00062586553
This allows us to determine how the quantity of an offering relates to the price at which it is offered:,Price bundling.,Price elasticity.,Price inelasticity.,Price inflation.,B,True,0.21336582,0.45169547,0.18829468,0.14664404
 ________________ occur(s) where there is no prior history of exchange and no future exchanges are expected between a buyer and seller.,Relationship marketing.,Service mix.,Market exchanges.,Service failure.,C,True,0.40846413,0.033528775,0.5244783,0.033528775
A method of marketing by electronic mail wherein the recipient of the message has consented to receive it is called:,Search marketing.,Internet advertising.,Permission-based email marketing.,Social web marketing.,C,True,0.00048574337,0.0031674446,0.9951815,0.0011652377
" Collectively organizations that combine to enable offerings to reach end users quickly and efficiently constitute a marketing channel, are sometimes referred to as a:",Vehicle.,Courier.,Transportation.,Distribution channel.,D,True,0.083351515,0.012782368,0.0077528986,0.8961132
 Which of the following are the three broad groups of organizational characteristics segmentation criteria?,"Organizational size, industry type, and gender.","Psychographics, purchaser, and behavioural criteria.","Organizational size, industry type, and geographical location.",None of the above.,C,False,0.16297066,0.7303838,0.046691872,0.059953555
Which of the following is the name for a coupon that is included in a package for later purchase?,a free-standing coupon,an instant-redemption coupon,a bounce-back coupon,a rebate coupon,C,False,0.22818811,0.33201173,0.10778843,0.33201173
" Advertising is employed as a defence, to retain customers, and to increase brand usage. Advertising is used to reinforce existing attitudes, not necessarily to drastically change them. This idea is based on:",Strong theory.,Weak theory.,ATR framework.,DRIP model.,B,False,0.36617643,0.28517848,0.19600013,0.15264504
"_____________ is an assessment of a company's mix of products, services, investments, and other assets in order to optimize the use of resources and to assess its suitability, level of risk, and expected financial return.",SWOT analysis.,Political analysis.,Portfolio analysis.,Competitive analysis.,C,False,0.9970591,0.00029517408,0.0013228785,0.0013228785
" These goods are low-priced products that are bought frequently, are used just once, and incur low levels of purchase risk:",Non-durable.,Durable.,Generic.,Luxury.,A,True,0.94048566,0.017225595,0.025063094,0.017225595
Which of the following processes is not fundamental in explaining how consumers think and learn about products and brands?,Cognition.,Perception.,Learning.,Personality.,D,True,0.11784936,0.009673664,0.19430074,0.6781762
 ________________is used to influence the way an organization is perceived by various groups of stakeholders.,Direct marketing.,Public relations.,Sale promotion.,Advertising,B,True,0.058073174,0.7074761,0.0047669364,0.22968385
Marketing that moves away from a transaction-based effort to a conversation (i.e. two-way dialogue) and can be described as a situation or mechanism through which marketers and a customer (e.g. stakeholders) interact usually in real-time is known as:,Digital marketing.,Interactive marketing.,Direct marketing.,Electronic marketing.,B,True,0.037189335,0.9591256,0.0009910621,0.0026939863
 The differentiation of a firm's products or services to promote environmental responsibility is referred to as:,Social branding.,Eco-branding.,Me-too branding.,Brand personality.,B,True,0.00015842517,0.9997719,2.4295288e-05,4.5389574e-05
 Which of the following is the rate at which a market adopts an innovation?,Process of diffusion.,Process of differentiation.,Adoption process.,Adoption lifecycle.,A,True,0.74090207,0.013570095,0.24053568,0.004992159
Micromarketing is directed at potential buyers who,have excess disposable income,are between the ages of 8 and 14,share similar attitudes and behaviors,have opted out of customized marketing,C,True,0.17182438,0.104216754,0.52925634,0.19470254
 This is a group of people in the process of diffusion who enjoy being at the leading edge of innovation and buy into new products at an early stage:,Late majority.,Early adopter.,Early majority.,Laggards.,B,True,0.0010318083,0.9985587,0.00023022755,0.00017930141
 What channel structure is it where the product goes directly from the producer to the final customer?,Direct.,Indirect.,Hybrid.,None of the above.,A,True,0.94621783,0.022252912,0.009276393,0.022252912
"Joint creation of value, in which customers take part in an active dialogue and co-construct personalized experiences, is referred to as:",Interactive marketing.,Co-creation experience.,Relationship marketing.,Organization marketing.,B,False,0.9129355,0.07493831,0.00422773,0.00789844
"This form of marketing communications tool is referred to as 'a paid, mediated form of communication from an identifiable source, designed to persuade the receiver to take some action, now or in the future'. This is referred to as:",Advertising.,Personal selling.,Public relations.,Publicity.,A,True,0.99214774,0.0024592886,0.00079841405,0.0045945556
" The ____________ delivers to us a wide array of offerings, either directly or indirectly, through business markets, to serve our wants and needs.",Aggregate marketing system.,Planning excellence.,A quality rift.,A value line.,A,True,0.85904235,0.013885126,0.0108137475,0.11625874
" ____________ describes the extrinsic properties of the product (the colour, the packaging, the product consistency, associations) and level to which these satisfy customers' psychological or social needs.",Brand repositioning.,Brand stretching.,Brand equity.,Brand imagery.,D,False,0.14854282,0.054645848,0.6657227,0.13108858
"AIDA stands for awareness, ________, desire and _________.",Interest; action.,Intensity; appeal.,Involvement; action.,Involvement; appeal.,A,False,0.14647871,0.061061412,0.21312527,0.57933456
" This is where intermediaries are given exclusive rights to market the good or service within a defined 'territory', thus using a very limited number of intermediaries:",Exclusive.,Intensive.,Selective.,Direct.,A,True,0.49973533,0.013317496,0.18384236,0.3031048
"Once the agency has discussed the brief with the client, the agency provides a detailed outline of how they intend to investigate the problem. This document is called the ____________:",Research brief.,Research proposal.,Research question.,Research programme.,B,False,0.9950051,0.0040663583,0.00037823027,0.00055032177
