0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptllama2chat_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptllama2chat_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptllama2chat_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptllama2chat_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptllama2chat_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,True,0.01170182,0.0062635327,0.9295907,0.052443918
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,False,0.28154245,0.15069881,0.46418503,0.10357368
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,False,0.32412055,0.13511355,0.3672767,0.17348923
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.13706724,0.064745985,0.25607532,0.54211146
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,True,0.017749375,0.96908295,0.010765539,0.0024021165
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,True,0.00843164,0.003101827,0.9745651,0.013901424
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,0.0024543877,0.00070319383,0.99017066,0.0066717174
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,False,0.0962273,0.045454558,0.2308373,0.6274808
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,True,0.983194,0.006624709,0.008506294,0.0016749888
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,False,0.25328767,0.10558601,0.22352558,0.41760075
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,True,0.8572175,0.025885725,0.05480008,0.06209663
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,False,0.16524743,0.2121819,0.5089979,0.11357279
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,False,0.84208,0.041924693,0.10057212,0.015423234
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,False,0.19542702,0.19542702,0.19542702,0.413719
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,True,0.9110355,0.040028106,0.027510889,0.0214255
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,True,0.24245428,0.74681175,0.005701978,0.005031978
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.9530894,0.017456442,0.011997625,0.017456442
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,True,0.6146692,0.05045512,0.29034916,0.04452649
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,False,0.24697338,0.21795325,0.21795325,0.3171201
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.9856279,0.004028036,0.0051721004,0.0051721004
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,True,0.029420413,0.062283017,0.04850606,0.8597905
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.9723393,0.003506803,0.020180257,0.0039737285
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.074115194,0.021234358,0.10783697,0.7968134
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,False,0.42877087,0.108410254,0.37838897,0.084429994
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.3043254,0.067904174,0.39076155,0.23700887
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.5856675,0.16779655,0.24414253,0.0023934892
What kind of animal is a peregrine?,moose,cat,bird,fish,C,True,0.017824095,0.004506637,0.9731626,0.004506637
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.003968541,0.0021242069,0.97106993,0.022837376
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.36913508,0.19758378,0.36913508,0.06414606
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.75630426,0.020154826,0.0547865,0.1687543
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.06968655,0.06149816,0.5149178,0.35389748
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.13584025,0.41841742,0.119878605,0.3258638
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.6471407,0.06820812,0.18540892,0.09924224
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.2421928,0.16645652,0.5127222,0.078628495
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,0.0035251563,0.0011444506,0.97742814,0.017902222
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.015595599,0.0039431853,0.96486557,0.015595599
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,True,0.036020197,0.09791304,0.8198159,0.046250846
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.0075483224,0.0019085149,0.87246746,0.11807563
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.019162927,0.92332155,0.03580106,0.021714441
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,True,0.032018535,0.9357187,0.015124484,0.017138287
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,True,0.028790204,0.0064239623,0.655262,0.30952385
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.98442197,0.0058535873,0.004558778,0.0051657725
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.11305601,0.041590985,0.27120727,0.5741458
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,True,0.11448315,0.028945873,0.8459224,0.010648591
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,True,0.20260383,0.05122627,0.2601485,0.48602134
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.025841383,0.3567293,0.029282123,0.58814716
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.70001435,0.09473664,0.12164426,0.08360479
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.99071676,0.0027827194,0.0045879288,0.0019125333
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.61188936,0.082810216,0.25507343,0.050226938
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,True,0.080107756,0.015774151,0.8612395,0.042878587
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.009465082,0.9654646,0.009465082,0.015605281
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.92847866,0.03177079,0.01500746,0.024743117
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,True,0.04448533,0.0036515784,0.69586766,0.25599542
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,True,0.11487738,0.2146192,0.6610737,0.009429709
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.29807472,0.26305002,0.14080052,0.29807472
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.9858888,0.003137868,0.008529609,0.0024437741
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,True,0.12881424,0.16540074,0.39677578,0.30900928
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,True,0.031922825,0.09832922,0.046447434,0.8233005
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.009673858,0.9867604,0.0027716067,0.00079407863
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.9451824,0.01731162,0.01527745,0.02222856
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,True,0.1930177,0.76339984,0.029600224,0.013982156
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,False,0.06793114,0.44296664,0.30444622,0.18465596
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,True,0.19824126,0.09364255,0.41967678,0.28843936
