0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_alpacagpt4_sharegpt_52000_correct,llama_7B_llamatokenizer_alpacacode_alpacagpt4_sharegpt_52000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_alpacagpt4_sharegpt_52000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_alpacagpt4_sharegpt_52000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_alpacagpt4_sharegpt_52000_choiceD_probs
Nearsightedness results from,too much curvature of the cornea and lens,too little curvature of the cornea and lens,too much curvature of the iris and lens,too little curvature of the iris and lens,A,True,0.8349845,0.12804902,0.019636953,0.01732955
Delusions of grandeur are most characteristic of,OCD.,schizophrenia.,conversion disorder.,antisocial personality disorder.,B,True,0.071447,0.5982184,0.24937452,0.08096005
Abraham Maslow proposed the idea that some motives are more imperative to survival than others. Which of the following approaches expresses this?,Homeostatic regulation,Goal-setting,Expectancy-value,Hierarchy of needs,D,True,0.00921813,0.022113146,0.028393842,0.9402749
"In test construction and evaluation, validity refers to the degree to which a test",measures what it purports to measure,yields consistent results on successive administrations,has been piloted and statistically analyzed,includes norms based on a representative sample of the general population,A,True,0.55331427,0.13989976,0.26136714,0.045418803
The precedent established in Larry P. v. Riles resulted in,"the provision of a free, appropriate public education for students with disabilities",the provision of bilingual education for English-language learners,schools being held responsible for providing tests that do not discriminate on the basis of race,the assignment of similar funding to athletic activities for boys and girls,C,False,0.80867356,0.15923727,0.01901818,0.01307099
The heritability for traits of a cloned population is,0%,25%,50%,75%,A,False,0.13716908,0.37286422,0.29038695,0.19957983
Which of the following statistics provides the most information about how spread out a distribution of scores is?,variance,mean,range,median,A,False,0.26457518,0.085894994,0.38495463,0.26457518
"According to the position statement Supervision in School Psychology published by the National Association of School Psychologists (NASP), which of the following is most accurate concerning school psychologists who will be supervising in a school district?",They need provide supervision only to school psychologists who are not fully certified or licensed and to any school psychology interns.,They should provide professional but not administrative supervision.,They are eligible to serve as supervisors after one year of experience as a school psychologist.,They should hold the Nationally Certified School Psychologist credential or the state school psychologist credential.,D,True,0.028622773,0.015320665,0.008200562,0.947856
"Dan read a list of 30 vocabulary words only once. If he is typical and shows the serial position effect, we would expect that the words he remembers two days later are",at the beginning of the list,in the middle of the list,at the end of the list,distributed throughout the list,A,False,0.21701743,0.13162771,0.24591295,0.4054419
"Which developmental stage theory explained how experiences in infancy, childhood, adolscence, adulthood, and old age influence later personality characteristics?",Piaget's cognitive development theory,Erikson's psychosocial stage theory,Kohlberg's moral development theory,Ainsworth's social attachment theory,B,True,0.09404021,0.89222866,0.0077192904,0.0060117897
The AP Psychology examination given by the College Board in May exemplifies which of the following types of tests?,aptitude,projective,achievement,intelligence,C,False,0.33490178,0.10872669,0.26082176,0.29554978
Our ability to perceive depth depends primarily on what other perceptual abilities?,proximity and similarity,top-down processing and bottom-up processing,binocular and monocular cues,size and shape constancy,C,True,0.0652613,0.17739862,0.619182,0.13815819
A person who sustains major injuries that involve the destruction of the medulla oblongata will,be paralyzed,fall into a coma,suffer severe speech impairment,die,D,False,0.50286674,0.12714462,0.18499434,0.18499434
Which of the following terms applies to IQ tests?,achievement,standardized,projective,triarchic,B,False,0.7065337,0.20242529,0.039859902,0.05118113
"Which classical conditioning term best describes the following scenario: Later in his classical conditioning experiments, Ivan Pavlov's dogs began to salivate whenever they heard any sound similar to a bell, such as a doorbell or someone accidentally clinking a water glass.",discrimination,spontaneous recovery,trace conditioning,generalization,D,False,0.15125309,0.13348038,0.46589231,0.2493742
"Sal meets Petunia for the first time. She is outgoing and funny. He walks away with the opinion that Petunia is a fun person, whereas in actuality Petunia is temporarily gleeful because she just won the lottery. Sal's opinion that Petunia is funny is best explained by",the mere-exposure effect.,self-serving bias.,equipotentiality.,the fundamental attribution error.,D,True,0.29800048,0.15950817,0.20481254,0.3376788
All of the following are examples of punishment EXCEPT,grounding a teenager for staying out past curfew,spanking a child for misbehavior,permanently revoking the driving privileges of a third-time DWI driver,refusing to return the boss' phone call after not getting the expected raise,D,False,0.35350287,0.45390666,0.16698293,0.02560766
Which of the following must be done when universal screening data show that very few students are successfully meeting school competencies?,Changes must be made in the delivery of the core program.,Students who are not meeting competencies must be given strategic or supplemental instruction.,Students must be given more time to develop competencies.,Students who are not meeting competencies must be evaluated for learning disabilities.,A,False,0.116466984,0.7594601,0.03336835,0.090704575
Substances that are toxic to humans often taste,sour,sweet,salty,bitter,D,False,0.23880467,0.5055495,0.12782294,0.12782294
All public institutions subscribe to all of the following ethical guidelines EXCEPT,avoiding unnecessary deception to humans,avoiding unnecessary pain to humans and other animals,avoiding use of animals when computers are available,protecting confidentiality,C,False,0.35537413,0.5170663,0.025743214,0.10181639
