0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptalpaca_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptalpaca_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptalpaca_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptalpaca_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptalpaca_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.27834687,0.17971423,0.24564022,0.29629868
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.24435107,0.4028668,0.29474366,0.05803847
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.17201516,0.4392561,0.32136664,0.06736211
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,True,0.22336768,0.41730574,0.28680977,0.072516866
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,True,0.29388937,0.31284362,0.21501407,0.17825294
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.317974,0.4082867,0.2476384,0.026100894
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.27811006,0.48809832,0.19114204,0.042649556
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.122471906,0.17819558,0.5842808,0.11505171
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.33913305,0.36100525,0.2330825,0.066779256
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.18110007,0.4344365,0.31784055,0.066622995
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.2970979,0.38148126,0.24630281,0.07511812
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.18315805,0.2209308,0.41275305,0.18315805
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.25968325,0.4022053,0.27643138,0.061680183
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.25728264,0.54466736,0.15604982,0.042000238
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,True,0.2245522,0.21094726,0.4195187,0.14498179
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,True,0.19337113,0.43576857,0.3188151,0.052045137
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,True,0.17586997,0.3963291,0.3497592,0.07804183
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.35610104,0.33452597,0.22991611,0.07945688
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.26511413,0.4106168,0.26511413,0.05915496
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.22560692,0.44867292,0.2721339,0.05358634
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.21775214,0.4609813,0.26265925,0.0586072
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,True,0.2563077,0.42257994,0.2563077,0.06480473
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.23907639,0.34785408,0.30698013,0.1060895
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,False,0.31654695,0.35869467,0.26242664,0.06233179
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,True,0.22691382,0.39824614,0.29136312,0.08347692
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,False,0.12547527,0.6783129,0.17150436,0.024707546
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,False,0.20183988,0.25916755,0.45485318,0.08413938
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,False,0.23208295,0.3594571,0.3376787,0.0707813
"Rosa has a goal of running a total of 100 miles this month. Each day that she ran, she ran 5 miles. Which expression could Rosa use to determine how many miles she has left to run after running for d days?",100 — 5d,5d+ 100,100 / 5d,5d,A,True,0.53073454,0.28408173,0.16186489,0.02331885
Identify the algebraic expression that matches the word phrase: 4 times as many cans as Tom collected.,4t,t over 4,t − 4,t + 4,A,False,0.25093907,0.30269033,0.25093907,0.19543156
"Andrew wrote the number 186,425 on the board. In which number is the value of the digit 6 exactly 10 times the value of the digit 6 in the number Andrew wrote?","681,452","462,017","246,412","125,655",B,True,0.25968325,0.4022053,0.27643138,0.061680183
What is 123 / 8?,15 remainder 7,15 remainder 3,16 remainder 5,16 remainder 1,B,True,0.27652454,0.3335523,0.29435888,0.095564336
Write 8 and 2 over 4 as an improper fraction in simplest form.,17 over 2,34 over 4,17 over 4,19 over 2,A,False,0.20923762,0.36722344,0.36722344,0.05631554
