0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptvicuna_choiceD_probs
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,7 N,5 N,10 N,12 N,A,False,0.12595673,0.38797405,0.38797405,0.0980952
A completely submerged object always displaces its own,weight of fluid.,volume of fluid.,density of fluid.,All of these.,B,True,0.23900674,0.3940555,0.23900674,0.12793109
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",totally internally reflects,passes into the air above,is absorbed,None of these,B,True,0.14305742,0.4406479,0.20814733,0.20814733
"According to four-dimensional geometry, the angles of a triangle add to 180°",always.,sometimes.,never.,on planet Earth only.,B,True,0.20272683,0.33424002,0.2603064,0.20272683
A voltage will be induced in a wire loop when the magnetic field within that loop,changes,aligns with the electric field,is at right angles to the electric field,converts to magnetic energy,A,False,0.12595673,0.38797405,0.38797405,0.0980952
"Among these colors, the one that has the most energy per photon is",red,yellow-green,blue,violet,D,False,0.18414204,0.30359888,0.30359888,0.20866026
"According to general relativity,",mass distorts spacetime.,gravity affects clocks.,light can’t escape from a black hole.,All of these.,D,False,0.33248794,0.33248794,0.17796798,0.15705618
A step-up transformer in an electric circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.22121651,0.28404763,0.46831536,0.026420545
Spectral lines of the elements are,chaotic,ordered,positioned by amplitude,in phase,B,True,0.18621315,0.44670215,0.23910244,0.12798232
A wave transfers,amplitude,wavelength,frequency,energy,D,False,0.23453917,0.49651942,0.18265928,0.086282134
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",the same,opposite,Either of these,Need more information,B,True,0.24621314,0.35823798,0.24621314,0.1493358
The surface of planet Earth loses energy to outer space due mostly to,conduction,convection,radiation,radioactivity,C,True,0.12398544,0.2624772,0.38190204,0.2316353
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,True,0.11452343,0.5132584,0.2424461,0.12977205
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,False,0.27382985,0.39842007,0.27382985,0.05392029
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,True,0.2122445,0.34993201,0.27252734,0.16529618
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,False,0.1260772,0.3427134,0.38834515,0.1428642
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,False,0.17883405,0.334106,0.3785917,0.10846834
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,True,0.17968169,0.43103397,0.23071587,0.15856855
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.3738595,0.4236383,0.13753523,0.06496704
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,False,0.17234299,0.3219791,0.41342935,0.09224856
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,False,0.169524,0.19209586,0.27949783,0.3588823
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,False,0.18323031,0.38789856,0.34231928,0.086551875
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.27014005,0.3468667,0.23839776,0.14459555
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.24433675,0.5172609,0.19028966,0.04811276
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,False,0.18058468,0.49088004,0.23187532,0.09666001
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,False,0.20896852,0.44238636,0.23679237,0.11185279
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.07950437,0.45751604,0.31444588,0.14853372
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,False,0.24167733,0.39845854,0.2132795,0.1465847
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,False,0.22709183,0.48075342,0.22709183,0.0650629
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.16875216,0.5197933,0.2782253,0.033229273
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,True,0.25277936,0.3677918,0.28643656,0.09299233
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.22352558,0.41760075,0.25328767,0.10558601
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.1706321,0.46382612,0.24826825,0.11727361
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,False,0.12303433,0.3789724,0.29514402,0.20284933
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,False,0.20927955,0.4430448,0.18468855,0.16298708
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,False,0.15119256,0.41098398,0.32007465,0.11774889
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,False,0.2663578,0.4391498,0.23505996,0.05943246
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,False,0.13810085,0.4820193,0.25800636,0.121873565
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,False,0.1304462,0.31292415,0.24370557,0.31292415
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,False,0.15069881,0.46418503,0.28154245,0.10357368
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.26082176,0.33490178,0.29554978,0.10872669
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.24167733,0.39845854,0.2132795,0.1465847
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,True,0.1571011,0.42704505,0.2935035,0.122350454
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,True,0.21556492,0.3136451,0.35540646,0.11538358
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.2236818,0.32545507,0.25346467,0.19739848
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,False,0.12144535,0.29133224,0.33012268,0.2570998
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.24721283,0.28012884,0.28012884,0.19252954
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,True,0.08957603,0.35428005,0.31265104,0.24349289
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,False,0.3179561,0.40826368,0.21852781,0.05525248
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,False,0.18323031,0.38789856,0.34231928,0.086551875
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.21315488,0.31013855,0.4512489,0.025457721
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,False,0.3635472,0.46680385,0.15154903,0.018099949
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,False,0.27933708,0.460549,0.16942652,0.090687476
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,True,0.11790803,0.5284271,0.24961129,0.104053475
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.17297724,0.47020087,0.22210716,0.13471481
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.12479865,0.5593087,0.20575818,0.110134415
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,True,0.13504335,0.3670859,0.41596282,0.081907935
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.11489356,0.3538971,0.40101793,0.13019146
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.26998642,0.44513234,0.18555877,0.09932245
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.25821447,0.37569985,0.22787347,0.13821225
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.24275303,0.45352235,0.18905625,0.11466841
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.14357257,0.50111747,0.26822886,0.08708116
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.33765805,0.49128956,0.15949836,0.011554023
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.21752031,0.31649017,0.31649017,0.14949937
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,True,0.23994596,0.44827807,0.21175157,0.10002436
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.25346467,0.32545507,0.2236818,0.19739848
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,True,0.2204267,0.41181126,0.24977615,0.117985904
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.22656651,0.37354502,0.19994426,0.19994426
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,False,0.1988487,0.4209627,0.22532511,0.15486352
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.14391673,0.44329473,0.26887184,0.14391673
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,False,0.25051,0.3644899,0.3216612,0.06333885
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,False,0.33141673,0.37554434,0.22777916,0.06525982
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.09587588,0.4296859,0.2953185,0.17911972
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,True,0.101885796,0.19034772,0.51741874,0.19034772
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,True,0.19861889,0.37106892,0.2550317,0.17528054
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,False,0.07885403,0.35339925,0.21434748,0.35339925
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,True,0.25827426,0.3757868,0.25827426,0.10766473
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.21701743,0.4054419,0.24591295,0.13162771
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,True,0.15342069,0.3247916,0.3247916,0.19699608
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.23954497,0.30758184,0.30758184,0.14529137
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.2178931,0.40707788,0.35924497,0.015784122
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,True,0.12876844,0.3500289,0.30889943,0.21230327
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,False,0.17437139,0.41829523,0.28748983,0.119843595
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.17854661,0.48534,0.15756683,0.17854661
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.15710118,0.4839057,0.29350364,0.065489516
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.16631185,0.3520822,0.3520822,0.1295238
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.12876844,0.3500289,0.30889943,0.21230327
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,False,0.10594562,0.36978653,0.32633546,0.19793248
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,False,0.17036821,0.3182897,0.3182897,0.19305246
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.13039942,0.66222286,0.18973003,0.01764764
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,True,0.23417257,0.49574333,0.23417257,0.035911527
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,True,0.15301731,0.4713265,0.22263888,0.15301731
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,True,0.08652382,0.43940422,0.26651213,0.20755985
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,False,0.17946905,0.37993598,0.26112592,0.17946905
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.14982787,0.52295065,0.24702439,0.08019708
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,True,0.11691034,0.31779525,0.31779525,0.24749918
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,False,0.25277936,0.3677918,0.28643656,0.09299233
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,False,0.20519587,0.4343997,0.26347673,0.09692767
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,False,0.13351421,0.46601036,0.28264958,0.11782587
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,False,0.19793248,0.36978653,0.32633546,0.10594562
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,False,0.25831303,0.42588618,0.17753577,0.138265
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,True,0.1072722,0.4242698,0.29159608,0.17686196
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,False,0.09421856,0.5421904,0.2902136,0.07337749
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,True,0.17163265,0.41172534,0.28297442,0.13366765
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,False,0.15264504,0.28517848,0.36617643,0.19600013
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.094225615,0.3288797,0.54223096,0.034663666
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.19982454,0.47935417,0.22643088,0.09439044
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,True,0.13023195,0.51507735,0.27570105,0.07898967
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.07042242,0.24579841,0.40525305,0.2785261
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.2516753,0.4149424,0.2516753,0.08170701
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,False,0.0779625,0.4486432,0.30834767,0.16504662
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,False,0.18333524,0.38812074,0.26675123,0.1617928
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,False,0.35870028,0.40646067,0.19199842,0.042840637
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,False,0.45227867,0.39913452,0.10091702,0.04766982
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,True,0.14982787,0.52295065,0.24702439,0.08019708
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.18520358,0.34600583,0.30534908,0.16344157
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,True,0.20896852,0.44238636,0.23679237,0.11185279
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,False,0.14120752,0.33873922,0.33873922,0.18131405
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,True,0.14969505,0.35909978,0.35909978,0.13210543
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,True,0.067881815,0.23693082,0.5683675,0.12681992
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,True,0.075618215,0.63314354,0.20555161,0.08568666
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.115425244,0.3137583,0.40287367,0.16794273
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,True,0.13810085,0.4820193,0.25800636,0.121873565
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,False,0.12643485,0.5666417,0.20845583,0.09846756
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,True,0.109069794,0.4313794,0.33595863,0.12359227
Sound travels in,solids,liquids,gases,All of these,D,False,0.11283777,0.44628203,0.39384252,0.047037777
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,True,0.082270354,0.32538554,0.36871013,0.223634
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,False,0.1569725,0.4266955,0.3323108,0.08402132
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,True,0.07376963,0.37463307,0.37463307,0.17696413
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.30427477,0.3447885,0.30427477,0.046662048
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,False,0.29493418,0.48626426,0.17888662,0.039915
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,False,0.20284933,0.3789724,0.29514402,0.12303433
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,True,0.34975895,0.39632884,0.21213955,0.04177275
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,False,0.2581077,0.37554446,0.33141682,0.03493108
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,True,0.22643088,0.47935417,0.19982454,0.09439044
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,False,0.240623,0.3501044,0.30896604,0.10030659
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.4244887,0.37460995,0.15616067,0.044740777
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,True,0.11838214,0.36464268,0.32179603,0.19517916
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,False,0.14253695,0.3874556,0.23500371,0.23500371
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,True,0.23505981,0.38754812,0.26635766,0.1110344
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,False,0.17338517,0.53406394,0.17338517,0.11916578
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.23900674,0.3940555,0.23900674,0.12793109
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,False,0.14629976,0.39768398,0.30971658,0.14629976
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,False,0.1395752,0.33482352,0.23012061,0.29548073
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,False,0.24907061,0.46532515,0.19397637,0.091627955
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,False,0.2568909,0.32985443,0.32985443,0.08340026
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,False,0.04707291,0.34782436,0.39413664,0.21096615
