0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptalpaca_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptalpaca_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptalpaca_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptalpaca_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptalpaca_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,True,0.0016746572,0.0013042244,0.9829994,0.014021733
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,False,0.2546241,0.1202759,0.37047586,0.2546241
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,False,0.16794273,0.4028737,0.31375834,0.11542525
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.3441287,0.14345418,0.2087246,0.30369252
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,True,0.00402771,0.9855481,0.0058602835,0.004563993
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,True,0.0057251006,0.002386577,0.96281385,0.02907446
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,0.00079844275,0.00033284046,0.9921834,0.006685279
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,False,0.2492154,0.19408914,0.19408914,0.36260626
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,True,0.96108353,0.032886468,0.0039277286,0.0021023618
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,False,0.3790505,0.22990575,0.09583897,0.29520482
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,False,0.23062675,0.23062675,0.15850729,0.38023922
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,False,0.10665687,0.17584744,0.54164827,0.17584744
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,False,0.45279118,0.16657257,0.31119853,0.06943778
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,True,0.16120805,0.386718,0.11079656,0.34127745
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,True,0.83356094,0.07753325,0.028522886,0.060382955
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,True,0.10371025,0.8683553,0.007512745,0.020421758
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.7968134,0.074115194,0.021234358,0.10783697
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,True,0.2926662,0.2926662,0.2926662,0.12200142
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,True,0.3966659,0.16535495,0.16535495,0.27262422
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.9938706,0.002791578,0.0021740831,0.0011637028
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,True,0.09634552,0.14018191,0.051570047,0.7119025
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.99033725,0.0031520266,0.005196813,0.0013139601
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.046495855,0.052686702,0.0766587,0.8241587
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,False,0.16513176,0.14572826,0.2402653,0.44887465
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,True,0.0776096,0.06849022,0.34782207,0.5060781
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,True,0.013148572,0.024564767,0.9217861,0.04050046
What kind of animal is a peregrine?,moose,cat,bird,fish,C,True,0.005782297,0.003974111,0.9724328,0.017810728
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.0026241995,0.003369539,0.93427974,0.059726503
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.26665846,0.34239623,0.1832715,0.20767382
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.75854087,0.02941182,0.04279395,0.16925335
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,True,0.017233431,0.025074497,0.1273388,0.83035326
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.09248729,0.36579433,0.07202918,0.46968922
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.5014155,0.1267777,0.16278577,0.20902108
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.11466839,0.242753,0.4535223,0.18905622
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,0.00048073736,0.0005447468,0.9849253,0.014049205
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.0058405707,0.0010149389,0.9822329,0.010911622
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,True,0.09683735,0.14089751,0.55726045,0.20500466
What do you call a young cow?,mare,lamb,kid,calf,D,True,0.0016725484,0.0006972219,0.015868697,0.9817615
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.024402315,0.9156901,0.024402315,0.035505157
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,True,0.028909015,0.84484524,0.047662906,0.07858285
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,True,0.16435865,0.047089543,0.3942759,0.3942759
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.931415,0.05254684,0.0043133073,0.011724785
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.08551327,0.23244914,0.12442107,0.55761653
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,True,0.07653993,0.05960936,0.8228818,0.040968873
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.38190207,0.12398545,0.23163532,0.26247722
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.018332852,0.08216215,0.016178686,0.8833263
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.36150852,0.17076454,0.219266,0.24846093
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.99360114,0.0031624148,0.0019181015,0.0013182906
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.41181126,0.2204267,0.24977615,0.117985904
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,True,0.04027594,0.010183353,0.8089639,0.14057684
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.00027531208,0.9899456,0.0051947576,0.0045843576
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.9628334,0.01998297,0.0064875204,0.010696113
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.096669726,0.010188914,0.26277554,0.6303658
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.29964012,0.49402303,0.18174092,0.024595957
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.19408914,0.19408914,0.2492154,0.36260626
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.9952885,0.0031677852,0.001165363,0.00037833798
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,True,0.1921504,0.13206291,0.3589842,0.31680244
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,True,0.033197954,0.16859312,0.042627014,0.7555819
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.0027820913,0.9904931,0.003572276,0.0031525227
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.88649887,0.082457244,0.018398697,0.012645227
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,True,0.30321166,0.49991152,0.09843841,0.09843841
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,True,0.14885873,0.13136736,0.40463996,0.31513393
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.1878556,0.1878556,0.27332827,0.35096046
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,True,0.048665836,0.01790316,0.07080837,0.8626226
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,True,0.1959358,0.2850849,0.32304353,0.1959358
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.9850109,0.008522014,0.0040255147,0.002441598
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.37993598,0.17946905,0.17946905,0.26112592
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,False,0.09936737,0.18564269,0.50462914,0.21036072
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.7809865,0.1357151,0.026723888,0.056574475
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,True,0.4387579,0.49717784,0.036015444,0.028048854
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.98268765,0.00963393,0.0031276795,0.0045507466
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.06394464,0.32473767,0.28658,0.32473767
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,False,0.10408535,0.24968778,0.2829333,0.36329356
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.0074923723,0.8660005,0.02307813,0.10342901
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,True,0.023658039,0.05675269,0.78344667,0.13614261
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,True,0.36205214,0.055522498,0.46488416,0.11754113
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.0852211,0.26249945,0.5557113,0.09656815
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,True,0.12996984,0.18910499,0.51404065,0.16688456
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.041039262,0.82429564,0.036217023,0.098448075
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.15069881,0.46418503,0.28154245,0.10357368
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,True,0.10773434,0.030866405,0.7960551,0.06534418
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.20422149,0.4323369,0.06630101,0.2971405
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.6956596,0.2258476,0.03924643,0.03924643
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.032726727,0.8440335,0.053957254,0.06928249
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,True,0.057938885,0.08430058,0.7998216,0.057938885
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.011628025,0.8151875,0.09736027,0.07582425
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.005830419,0.0013009423,0.9805257,0.012342997
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,True,0.0007075406,0.00020271378,0.0027983775,0.9962914
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,False,0.5602457,0.16051309,0.18188514,0.0973561
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.081679836,0.19593975,0.118843466,0.6035369
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,False,0.7282347,0.18412657,0.04108419,0.046554487
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,True,0.0013024748,0.0011494298,0.01586739,0.9816807
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,True,0.20902108,0.5014155,0.1267777,0.16278577
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.06070546,0.03249329,0.0687883,0.838013
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,False,0.2702055,0.1126384,0.3469507,0.2702055
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.7069593,0.12285111,0.095676534,0.07451296
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.02713375,0.8985464,0.034840424,0.039479375
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,True,0.0007057018,0.00037773498,0.9937022,0.0052144704
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.3007833,0.3007833,0.3007833,0.09765004
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.41245788,0.2207728,0.17193802,0.1948313
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,True,0.08744528,0.06810246,0.11228196,0.73217034
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.005148977,0.0040100277,0.9812214,0.009619555
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,True,0.20590213,0.49393356,0.06684664,0.23331769
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.0018140244,0.9396879,0.017210985,0.041287005
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.0021287946,0.004506658,0.9731671,0.020197438
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,True,0.9473549,0.02860764,0.010524162,0.013513291
How many sides does a rhombus have?,4,6,8,10,A,True,0.8526654,0.048104092,0.061766878,0.037463505
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.16942649,0.09068746,0.27933705,0.46054894
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.0013201562,0.9950073,0.0014959329,0.0021765695
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,True,0.0013236913,0.00037924395,0.00062526757,0.9976718
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,False,0.09754494,0.07596807,0.56133235,0.26515463
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,True,0.9099624,0.018885667,0.012979916,0.05817195
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,True,0.20590201,0.124885894,0.43589458,0.23331757
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,True,0.7488322,0.16708706,0.022612775,0.061467893
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.15384258,0.17432646,0.41818747,0.2536435
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,True,0.64293087,0.1266006,0.08701123,0.14345726
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.32205626,0.1723843,0.22134583,0.28421366
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.9420715,0.032235913,0.010465469,0.015227168
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,True,0.00514623,0.004541532,0.009614423,0.9806979
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.084732845,0.8039229,0.06599001,0.045354225
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.99716777,0.001499181,0.0006249517,0.000708163
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,True,0.199784,0.12117512,0.199784,0.4792569
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.0065545645,0.9727836,0.008416227,0.012245539
