0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptalpaca_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptalpaca_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptalpaca_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptalpaca_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Tptalpaca_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,True,0.037498385,0.31397015,0.51764923,0.13088222
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,False,0.28406695,0.22123155,0.41331494,0.08138654
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,True,0.18829468,0.21336582,0.45169547,0.14664404
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,True,0.8655088,0.043091144,0.07104529,0.020354817
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.33490178,0.26082176,0.29554978,0.10872669
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,True,0.8425397,0.10062702,0.037018612,0.019814637
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,False,0.20366672,0.2963333,0.2963333,0.20366672
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,True,0.22592203,0.2900896,0.3287146,0.15527378
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,True,0.11538357,0.31364506,0.35540643,0.2155649
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,True,0.07888234,0.40059757,0.35352612,0.16699392
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.19699608,0.3247916,0.3247916,0.15342069
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.49077803,0.124088116,0.18054715,0.20458671
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,False,0.09330694,0.08234309,0.2874056,0.5369443
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,False,0.24026531,0.16513178,0.14572828,0.44887468
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,False,0.21710682,0.19159609,0.45961514,0.13168195
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,False,0.0703612,0.13145202,0.5199028,0.27828395
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.084021315,0.33231074,0.42669544,0.15697248
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.26982117,0.39258745,0.21013694,0.12745449
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.2516437,0.4701323,0.22207476,0.056149296
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.17238429,0.2213458,0.28421363,0.32205623
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,True,0.30601364,0.2700561,0.23832366,0.18560666
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.11842085,0.15205537,0.3647619,0.3647619
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.23500371,0.23500371,0.3874556,0.14253695
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,True,0.18614168,0.39406195,0.30689576,0.112900645
Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,D,False,0.41098398,0.15119256,0.32007465,0.11774889
"As of 2019, about what percentage of people from Brazil says homosexuality should be accepted by society?",37%,47%,57%,67%,D,False,0.16198862,0.23569204,0.44033068,0.16198862
"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,D,False,0.081907935,0.41596282,0.3670859,0.13504335
"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,C,False,0.23681939,0.50134665,0.20899238,0.052841548
What is the percentage of children aged 13-15 in Egypt who reported being bullied at least once in the past couple of months as of 2015?,10%,30%,50%,70%,D,False,0.11538358,0.35540646,0.3136451,0.21556492
"As of 2018, about what percentage of US adults say criminal risk assessment for people up for parole is an unreasonable application of algorithmic decision making?",26%,41%,56%,71%,C,False,0.25346467,0.32545507,0.2236818,0.19739848
"In 2018, about how many chickens were killed for meat production?",690 million,6.9 billion,69 billion,690 billion,C,False,0.65694773,0.12936068,0.1661024,0.047589134
"In 2016, what percentage of the population of South Sudan had access to electricity?",9%,29%,59%,79%,A,True,0.33424002,0.20272683,0.20272683,0.2603064
About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,51%,71%,91%,B,False,0.11542525,0.16794273,0.4028737,0.31375834
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in China?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,C,True,0.22990575,0.29520482,0.3790505,0.09583897
Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,7,13,19,D,False,0.07331204,0.22581697,0.37230924,0.32856175
"As of 2019, about what percentage of Turks say God plays an important role in their life?",59%,69%,79%,89%,D,False,0.3789724,0.29514402,0.20284933,0.12303433
Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,D,False,0.59374523,0.11691537,0.070912756,0.21842667
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,True,0.16660261,0.45287284,0.21392198,0.16660261
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.22700894,0.29148525,0.37427446,0.10723143
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,True,0.111127704,0.20761387,0.4980398,0.18321861
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,False,0.45279118,0.31119853,0.16657257,0.06943778
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.18520357,0.30534905,0.3460058,0.16344157
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.10068183,0.07841109,0.24152315,0.5793839
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,True,0.6071453,0.2530958,0.10550603,0.034252793
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.4465309,0.18614177,0.060431387,0.3068959
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,True,0.0650629,0.22709183,0.48075342,0.22709183
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,True,0.50261354,0.34544092,0.09897047,0.052975077
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,False,0.27783656,0.21637933,0.31483006,0.19095409
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,False,0.24788967,0.40870097,0.19305666,0.15035269
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,False,0.2656047,0.2656047,0.23439533,0.23439533
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,True,0.11260546,0.50466263,0.27012646,0.11260546
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,True,0.25641757,0.4227611,0.19969821,0.12112309
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,False,0.33627078,0.33627078,0.23111531,0.0963432
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.29548073,0.33482352,0.23012061,0.1395752
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.19408917,0.3626063,0.24921542,0.19408917
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,True,0.22709173,0.42426318,0.22709173,0.121553436
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.17946905,0.26112592,0.37993598,0.17946905
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.15856855,0.43103397,0.23071587,0.17968169
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,True,0.044399485,0.10650882,0.47733942,0.37175232
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,True,0.22528735,0.42089215,0.28927466,0.06454591
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.2087246,0.3441287,0.30369252,0.14345418
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,False,0.27382973,0.3516043,0.27382973,0.10073633
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,True,0.23439533,0.2656047,0.2656047,0.23439533
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,True,0.19408917,0.19408917,0.3626063,0.24921542
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,False,0.35438797,0.35438797,0.18969022,0.10153385
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,False,0.39643383,0.34985164,0.1652582,0.08845635
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,True,0.5907724,0.16925913,0.14937066,0.09059788
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.44229883,0.16271265,0.12672074,0.2682678
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,False,0.40252653,0.2766522,0.19014007,0.13068123
