0,1,2,3,4,5,llama_7B_ga_sharegpt_xc_20000/ckp7500_correct,llama_7B_ga_sharegpt_xc_20000/ckp7500_choiceA_probs,llama_7B_ga_sharegpt_xc_20000/ckp7500_choiceB_probs,llama_7B_ga_sharegpt_xc_20000/ckp7500_choiceC_probs,llama_7B_ga_sharegpt_xc_20000/ckp7500_choiceD_probs
"Unlike most other early civilizations, Minoan culture shows little evidence of:",trade.,warfare.,the development of a common religion.,conspicuous consumption by elites.,D,False,0.14017141,0.8066308,0.013037972,0.04015978
The greatest Egyptian pyramids at Giza were built:,"as burial monuments for the pharaoh Khufu, Khufu's son Khafre, and Khufu's grandson Menkaure.","by slaves who were coerced and worked under the threat of death, as described in the book of Exodus of the Old Testament.",in the construction frenzy of the 6th dynasty.,all of the above.,A,True,0.34611315,0.14428142,0.16349226,0.34611315
"When anatomically modern humans first arrived in the Middle East, who did they encounter?","Neandertals, the evolutionary descendants of the premodern human inhabitants of Europe and Asia","Homo erectus, the evolutionary descendants of the premodern human inhabitants of Europe and Asia","Homo sapiens, who had evolved independently in Asia and arrived there by 200,000 years ago",All of the above,A,True,0.58477193,0.2762267,0.101618126,0.037383217
The “Lion Man” from Hohlenstein-Stadel cave is an example of:,mobiliary art.,long-distance trade of exotic raw materials.,parietal art.,a Venus figurine.,A,True,0.9965378,0.0019237705,0.0014074607,0.00013091424
"At its peak, the palace at Knossos is thought to have had over _________ rooms.",100,500,"1,000","5,000",C,False,0.041091915,0.8253532,0.04656324,0.086991586
"The Hopewell were complex rank societies, but they were not a state. Hopewell culture lacked all of the following elements EXCEPT:",formal government,monumental earthworks,urban centers,a permanent military,B,True,0.3237251,0.5337325,0.023450568,0.119091816
Markings found on the mud-bricks of Huaca del Sol are probably:,instructions for the builders written there by the engineers.,random scratches and not a meaningful script or written language.,intended to identify the local group that had produced them.,simple arithmetic performed by carpenters on the building site.,C,False,0.15086907,0.41010463,0.21951321,0.21951321
The 30 upright stones at Stonehenge are called _______; the horizontal stones are _________.,"legumes, sarsens","lintels, stelae","sarsens, lintels","trilithon, tholoi",C,False,0.22784865,0.6193568,0.030835958,0.12195859
"The secondarily altricial condition of modern human babies may have been an evolutionary solution, in that:","the brain size of hominids had not grown for more than a million years, making it difficult for babies to walk.",it allowed for bipedalism and independence from the mother at an earlier age.,"it allowed for subsequent growth of the brain, since bipedalism had resulted in a narrowed birth canal in the female pelvis.","it allowed for growth of the brain to nearly adult size prior to birth, since bipedalism had resulted in a wider birth canal in the female pelvis.",C,False,0.062195648,0.7576981,0.04843802,0.1316682
Research on C3 and C4 pathways indicates that changes in plant communities were associated with a transition in the diets of ancient hominids from:,species focused on grasses to nuts and fruits.,meat to fruits and vegetables.,fruits and vegetables to fish.,nuts and fruits to species more focused on grasses.,D,False,0.74440694,0.21327616,0.022479141,0.019837772
Which of the following is evidence of new uses for plants during the Middle Stone Age?,the use of seeds as a natural insecticide in Altamira cave in southwestern Europe,plant materials such as flowers in Aurignacian burials in southern France,plant material lining the floor of Sibudu Cave in South Africa,the use of wood in the Gravettian tradition to make spear-throwers and canoes,C,False,0.9448388,0.036635377,0.009262874,0.009262874
That modern Africans do not possess any Neandertal DNA indicates that:,Gene flow between Neandertals and anatomically modern humans must have occurred before Neandertals migrated out of Africa.,Gene flow between Neandertals and anatomically modern humans occurred after anatomically modern humans migrated out of Africa.,"Neandertals who lived in Africa did not interbreed with anatomically modern humans, but must have followed them when they migrated out of Africa.",Interbreeding between anatomically modern humans and Neandertals never occurred.,B,False,0.6337259,0.29935092,0.052019387,0.014903804
"Toward the end of the Pleistocene, between 28,000 and 18,000 years ago, worldwide sea level was much lower than present day, resulting in the exposure of a landmass east of Siberia called __________. This period is called the _______.",Beringia; Late Beringian Period,Sundaland; McKenzie Maximum,Beringia; Late Glacial Maximum,Wallacea; Late Laurentide Period,C,False,0.9585093,0.03716544,0.0026922554,0.0016329355
Which archaeological method is best for identifying large-scale land modifications?,test pits,ground-penetrating radar,aerial photography,proton magnetometers,C,True,0.21638343,0.11582171,0.5190769,0.14871801
What designation for a pottery style was eventually applied to an entire cultural complex that moved across the Pacific?,Clovis,Nenana Complex,Lapita,Micronesian Pottery Tradition,C,True,0.062130794,0.1315309,0.5894806,0.21685779
What is one of the differences between simple foragers and complex foragers?,Complex foragers employ irrigation technology.,Complex foragers rely on a wider range of food sources.,Complex foragers are more highly mobile.,Complex foragers focus on a few highly productive resources.,D,False,0.07523307,0.71379155,0.051706888,0.15926842
The significance of Frere's discovery was that what he found was located:,beneath the remains of extinct animals.,"on the surface, above the remains of extinct animals.",in a region of Africa where no one thought humans had ever lived.,on top of the ruins of a Medieval castle.,A,True,0.48235086,0.29256058,0.20107375,0.024014834
What is the earliest form of writing in the world and where did it develop?,"cuneiform, in Mesopotamia","hieroglyphics, in Egypt","clay-tablets, at Knossos","runes, at Stonehenge",A,True,0.9302876,0.024791325,0.040873986,0.0040470725
A pattern of social integration in which individuals are placed into a hierarchy of social levels is called:,urbanization.,a social system.,social stratification.,a necropolis.,C,False,0.054003824,0.84476197,0.10089243,0.00034182885
The Minoan economy may have been especially vulnerable to natural catastrophe because it relied heavily on:,agriculture,maritime trade,metalworking,slave labor,B,True,0.11775933,0.8701303,0.002444017,0.009666274
"The _______ developed one of the earliest kingdoms in South America, reaching its height at around _________.",Moche; AD 400,Wari; AD 100,Inca; AD 200,Maya; AD 400,A,False,0.30235064,0.18338493,0.3882259,0.12603849
"What is the name of the lithic technology seen in the Arctic and consisting of wedge-shaped cores, micro-blades, bifacial knives, and burins?",Clovis Complex,Denali Complex,Folsom Complex,Nenana Complex,B,False,0.925012,0.046053633,0.0042836554,0.024650734
Which of the following is used to remove the soil enclosing site materials?,brushes,trowels,dental picks,all of the above,D,True,0.32617742,0.25402722,0.00097525277,0.41882008
"A continuous, projecting ridge of bone above and across the eye orbits is called the:",sagittal crest.,supraorbital torus.,maxilla.,occipital bone.,B,False,0.98172265,0.012358065,0.0048394874,0.0010798356
Ancestral Puebloan culture in Chaco Canyon was comprised of:,around 75 substantial settlements and more than 300 smaller communities.,more than 500 towns and villages with monumental architecture.,between 30 and 40 farmsteads and three large pueblos.,one large city state with more than 300 outlying farmsteads.,A,True,0.8065937,0.15882772,0.006978403,0.027600119
The Yang-shao culture gave way to the Lung-Shan sometime after:,"6,000 B.P.","5,000 B.P.","4,000 B.P.","3,000 B.P.",B,True,0.027260209,0.9027341,0.035002798,0.035002798
The most prominent feature of the food resource base of post-Pleistocene Europe was its:,dependence on megafauna.,hunting and gathering.,dependence on fur-bearing animals.,diversity.,D,False,0.3475142,0.649242,0.001420211,0.0018235871
Evidence of wild grain harvesting and consumption in Israel dates to as early as,"20,000 B.P.","12,000 B.P.","10,000 B.P.","8,000 B.P.",A,False,0.350644,0.510184,0.06093279,0.078239255
Civilization in the Indus Valley was characterized by:,highly centralized economies.,carefully planned and designed cities.,standardized weights and measures.,all of the above.,D,True,0.22508985,0.32750377,0.026883146,0.42052317
"According to one theory, the power of Ancestral Pueblo elites emerged when certain groups:",predicted astronomical events such as eclipses and meteor showers.,constructed monuments and elaborate multi-storied cliff dwellings.,stored food surpluses in good years for distribution in bad years.,incorporated other societies through conquest warfare.,C,False,0.36408585,0.52974176,0.014117139,0.09205531
"Teotihuacán came to prominence in the Basin of Mexico after its rival, Cuicuilco,",was crippled by a volcanic eruption.,succumbed to a civil war among its ruling families.,suffered a blight on its crops.,was flooded by a Gulf Coast hurricane.,A,True,0.41008607,0.36189967,0.008511065,0.21950327
Evidence from northwest coast societies indicates that what is ultimately needed for the development of social complexity is:,agriculture.,irrigation technology.,social stratification.,a food surplus.,D,False,0.18695433,0.73941875,0.03681349,0.03681349
Which subfield of anthropology aims to better understand the nearest living relatives of humans?,paleoanthropology,archaeology,primatology,linguistics,C,True,0.20555145,0.07561815,0.55874676,0.16008364
How did Aurignacian technology differ from Mousterian technology?,Mousterian technology produced more projectile points.,Mousterian technology produced more usable blade surface.,Aurignacian technology produced more usable blade surface.,Aurignacian technology was focused on the production of hand axes.,C,False,0.04811276,0.5172609,0.24433675,0.19028966
Which of the following is evidence of a complex society?,monumental works,burials with grave goods,leisure and a sedentary lifestyle,all of the above,A,True,0.388495,0.388495,0.015063586,0.20794639
"The face of Homo erectus was more ________ than modern humans, but less so than Homo habilis.",altricial,hairy,occipital,prognathous,D,False,0.043194454,0.8675838,0.018006127,0.071215615
Montezuma ruled over millions of people from the _______ capital of _____.,Maya; Tikal.,Aztec; Tenochtitlán.,Teotihuacános; Teotihuacán.,Zapotec; Monte Albán.,B,True,0.38569236,0.56117904,0.007064202,0.04606438
"The belief that all of the characteristics of civilization developed in one place, such as Egypt, and from there spread out to the rest of the world is known as:",cultural evolution,migrationism,diffusionism,anti-originalism,C,False,0.13160461,0.8581698,0.0054319706,0.0047936975
"When the ratio of brain size to body size is compared, which species has a proportionally larger brain?",Homo erectus,premodern Homo sapiens,Neandertals,modern Homo sapiens,D,False,0.6444712,0.14380097,0.14380097,0.067926764
"The royal graves of the Shang Dynasty consisted of enormous cruciform-shaped tombs, where the deceased kings were buried with:","jade, bronze, and ceramic artifacts.",chariots and horses.,the headless bodies of humans who had been sacrificed.,all of the above.,D,False,0.6911427,0.05006621,0.034409966,0.22438118
The above hominid species discovered in Malapa Cave in South Africa has been classified as:,Homo habilis,Australopithecus sediba.,Homo sapiens.,Australopithecus robustus,B,True,0.024666771,0.92561376,0.027951114,0.02176835
Ethnographic evidence supports which of the following connections between surplus food and social complexity?,Only agriculturalists can produce the food surplus necessary for economic inequality.,Some resource-rich environments allow for the creation of surpluses that can lead to economic inequalities and social complexity.,Economic inequalities are the foundation of social complexity and entirely dependent on agriculture for the production of surplus food.,The production of surplus food is not important in the development of economic inequalities or social complexity.,B,True,0.084219575,0.7990531,0.021294042,0.09543328
Which of the following was the greatest advantage of using fire in human evolution?,Fire offers protection from predators and enemies.,Fire makes meat more digestible and kills bacteria.,Fire produces light and heat.,Fire can be used in warfare and to clear fields.,B,False,0.07207194,0.023398332,0.87801594,0.026513785
"Palynology is the study of _________, which allows scientists to reconstruct ______.",foraminifera; a master sequence of tree rings.,coprolites; paleopathology and sexual dimorphism.,pollen; plant communities and climate.,phytoliths; artificial selection and photosynthesis pathways.,C,False,0.31587607,0.007428693,0.21709822,0.45959696
