0,1,2,3,4,5,alpacacode_llama2_7B_chat_correct,alpacacode_llama2_7B_chat_choiceA_probs,alpacacode_llama2_7B_chat_choiceB_probs,alpacacode_llama2_7B_chat_choiceC_probs,alpacacode_llama2_7B_chat_choiceD_probs
 What can murtis be translated as?,Offerings,Prayers,Apparitions,Idols,D,False,0.20470184,0.33749628,0.4333538,0.024448149
 Naturalists who concentrated on natural elements and processes are associated with which of the following?,Daoism,Yin-Yang School,Mengzi,Humanistic Buddhism,B,False,0.981757,0.015868623,0.00047919093,0.0018952369
 When was the first Buddhist temple constructed in Japan?,325 CE,119 CE,451 CE,596 CE,D,False,0.1638856,0.5048032,0.3061786,0.02513267
 What is the name of the ten day New Year festival that celebrated Babylon's culture?,Akitu,Wag and Thoth,Bast,Nehebkau,A,True,0.98784244,0.010973938,0.0007015404,0.0004821612
Which of the following terms denote the Japanese art of flower arranging?,Zazen,Tariki,Kami,Ikebana,D,True,0.0002033764,0.000108859545,0.00013977844,0.999548
 Guru Nanak and his successors instructed the use of particular Sikh Ragas in order to promote which of the following?,Harmony and balance,Devotion and piety,Love and passion,Goodwill and love,A,False,0.33756745,0.630659,0.021579964,0.010193653
" Guru Nanak used what term to denote the ""divine word"" as part of divine revelation?",Shabad,Khalse,Nam,Guru,A,True,0.99365354,0.00590848,0.0002596005,0.00017842064
What is the mi'raj?,Muhammad's miraculous ascent to heaven,Muhammad's migration to Mecca,Muhammad's first community in Mecca,Muhammad's revelations of the Qur'an,A,True,0.9923976,0.0066867224,0.00029379406,0.00062196207
"What is the name of the most famous dharmashastras, which probably dates from around the first century?",Laws of Dharma,Laws of Karma,Laws of Vishnu,Laws of Manu,D,True,0.0052081672,0.0007986983,0.0014921648,0.99250096
"What does the term ""Qur'an"" literally mean?",The Holy Book,The Narrative,The Recitation,The Pillars,C,True,0.23610504,0.02488529,0.72725475,0.011754978
 Mani referred to God by which of the following names?,Mother of Light,Father of Goodness,Ineffable Lover,Eternal Spirit,B,False,0.3748085,0.29190114,0.17704698,0.15624341
" Which tradition is known to promote ""gradual enlightenment""?",Bushido,Shinto,Nichiren,Soto Zen,D,False,0.033872694,0.15180689,0.68035126,0.13396911
What is the communal meal offered at the place of worship called in Sikhism?,Sangat,Langar,Gurdwara,Panth,B,True,3.3207947e-05,0.9997787,0.00013981068,4.8317277e-05
To which tradition do the anti-Han rebel group known as the Celestial Masters belong?,Buddhism,Daoism,Confucianism,Shamanism,B,True,0.27555302,0.66101736,0.04788394,0.015545638
"What does the word ""Islam"" mean in Arabic?",Worship,Submission,Obedience,Faith,B,True,0.00023038694,0.99925,0.00037984387,0.00013973676
What does the term anatman mean?,Suffering,Soul,Impermanence,No-self,D,True,0.00017928162,0.00020315268,0.0011690629,0.9984485
 What genre of Sikh literature is denoted by the term janam-sakhis?,Spiritual narratives,Redemption narratives,Birth narratives,Theological narratives,C,True,0.03236782,0.017325247,0.9459264,0.0043805083
Pure Land Buddhism belongs to which school?,Vajrayana,Theravada,Mahayana,Mahavira,C,True,0.010645962,0.028938727,0.958319,0.0020963144
 Which Jaina group only allows women to lead a life of semi-renunciation?,Svetambara,Jina,Agama,Digambara,D,False,0.3583276,0.116331935,0.24627472,0.27906582
What is the most important prayer in Judaism?,The Shema,The Sefirot,Deuteronomy,The Decalogue,A,True,0.994706,0.004065136,0.00042846217,0.00080047274
 The socio-political alliance between the kshatriyas and the shramanas was rooted in their shared opposition to which of the following?,Brahminic orthodoxy,Legalistic asceticism,Bhakti devotionals,Unorthodox practices,A,True,0.7263194,0.26719797,0.0015888172,0.0048939013
 Which early battle led to the conversion of Mecca?,The Battle of Uhud,The Battle of Camel,The Battle of the Trench,The Battle of Badr,C,False,0.92019045,0.06665838,0.010222392,0.0029287646
 What interior discipline must be adopted to achieve spiritual liberation within Sikhism?,Remembering the Divine Name,Meditating on the sacred hymns,Remembering that death is inevitable,Meditating on the goodness of the created world,A,True,0.925345,0.052204393,0.0055023027,0.016948285
" During Japan's occupation of Korea (1910-1945), which of the following was imposed upon the Koreans?",Confucianism,Buddhism,Christianity,Daoism,A,True,0.9113652,0.06601908,0.0147308465,0.007884854
"What is the meaning of the Punjabi word ""Sikh""?",Disciple,Faithful,Devotee,Enlightened,A,True,0.5941354,0.13256954,0.19288751,0.080407485
 Which of the following shuns politics?,The sages of the Zhuangzi,The Songs of the South,The Duke of Zhou,"The Confucian ""sage kings""",A,True,0.6593284,0.18890075,0.1145741,0.037196763
What does the Hebrew word mashiach mean?,Anointed one,God,Prophet,The line of David,A,True,0.9936401,0.0059084003,0.0002941619,0.00015745353
"According to Jaina traditions, what does the term ajiva mean?",Soul,Sound,Non-matter,Non-soul,D,False,0.0016471252,0.005749032,0.9668385,0.025765372
" In the Japanese Zen tradition, what is zazen?",A collection of statues,Veneration of ancestors,Seated meditation,Funeral rituals,C,True,0.0011632205,0.0013181015,0.9934587,0.004060039
 What is a central component of tantric Buddhism?,Asceticism,Bodily pleasure,Music,Sexual union,D,False,0.0009955167,0.9634365,0.0155725,0.019995486
" How does the Egyptian composition Ludul Bel Nemequi (""I will praise the Lord of wisdom) portray Marduk?",Loving and forgiving,Wrathful and merciful,Judging and vengeful,Transcendent and immanent,B,True,0.034957267,0.7021355,0.22795002,0.034957267
" After the Bar Kochba revolt, where were the two main centres for Jewish development?",Palestine and Babylonia,Babylonia and Europe,Palestine and Spain,Spain and France,A,False,0.14181706,0.4368273,0.38549873,0.03585697
" In addition to Jainism, which other tradition began as a world-renouncing movement?",Buddhism,Hinduism,Judaism,Islam,A,False,0.20420332,0.7127396,0.01676203,0.06629511
"According to Hindu tradition, which age are we in currently?",Kali yuga,Maha yuga,Krita yuga,Satya yuga,A,True,0.9781186,0.005816106,0.00025554188,0.015809815
" In the Zoroastrian tradition, the term Gathas refers to which of the following?",Hymns,Laws,Ethics,Myths,A,True,0.9984579,0.0015011207,2.4263356e-05,1.6675946e-05
