0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_wizardlm70k_52000_correct,llama_7B_llamatokenizer_alpacacode_wizardlm70k_52000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_wizardlm70k_52000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_wizardlm70k_52000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_wizardlm70k_52000_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.046528503,0.2085263,0.01711688,0.72782826
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.1959203,0.683829,0.03857899,0.08167173
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,True,0.16344157,0.18520358,0.30534908,0.34600583
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,True,0.13778104,0.4243955,0.107303984,0.33051956
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,True,0.27600434,0.45505422,0.101536326,0.1674051
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.19159609,0.45961514,0.13168195,0.21710682
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.041295808,0.93988824,0.0016012123,0.017214654
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.09625505,0.1798281,0.62766176,0.09625505
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.4588688,0.4588688,0.020161288,0.062101137
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.31692672,0.59209704,0.020260446,0.07071591
