0,1,2,3,4,5,llama_7B_ds_followturn_20000/epoch2_correct,llama_7B_ds_followturn_20000/epoch2_choiceA_probs,llama_7B_ds_followturn_20000/epoch2_choiceB_probs,llama_7B_ds_followturn_20000/epoch2_choiceC_probs,llama_7B_ds_followturn_20000/epoch2_choiceD_probs
What is the term for a sub-optimal but acceptable outcome of negotiations between parties?,Bargaining,Satisficing,Accepting,Compromising,B,True,0.28658506,0.47249886,0.19696683,0.043949243
What is the term for the 'rule of thumb' type of bias in decision making?,Framing bias,Hindsight bias,Over-confidence bias,Heuristics,D,False,0.28517848,0.36617643,0.19600013,0.15264504
What is a normative perspective?,The way things are.,The way things are going to be.,The way things should be.,The way things were.,C,False,0.33853114,0.49255988,0.14112078,0.027788326
"In the 'five forces model', what is the type of competitive activity that exists between organisations?",The potential for entry into the industry,The threat of substitute products,The power of customers,The level of rivalry,D,False,0.3774575,0.3774575,0.12254251,0.12254251
Which one of the following political leaders could not be termed a 'transformational' leader?,Margaret Thatcher,Mikhail Gorbachov,Nelson Mandela,Bill Clinton,D,False,0.4267321,0.37658975,0.15698597,0.039692268
What is a Gantt chart a type of?,Work flow design,Work schedule design,Work rate design,Work output design,B,True,0.436999,0.49518475,0.04605936,0.0217569
Which one of the following is a feature of McGregor's Theory X?,Workers enjoy responsibility.,Workers view physical and mental effort as a natural part of work.,Workers like to show initiative.,Workers like to be directed.,D,False,0.15048696,0.5252511,0.043115236,0.28114668
What is the term for power derived from status or position in an organisation?,Referent,Expert,Reward,Legitimate,D,False,0.4408972,0.3433711,0.18379329,0.031938486
Which writer is most associated with bureaucratic structures?,Henry Fayol,Max Weber,Adam Smith,Mary Parker Follett,B,True,0.18970937,0.75031507,0.042329878,0.01764572
Who of the following is the industrial philanthropist?,Frederick Taylor,Seebohm Rowntree,Henry Ford,Max Weber,B,True,0.19028966,0.5172609,0.24433675,0.04811276
Individualism as a guiding moral philosophy was advocated by which economist?,John Kenneth Galbraith,John Maynard Keynes,Milton Friedman,Alfred Marshall,C,False,0.33728316,0.4907441,0.14060055,0.03137222
The Hawthorn Studies are most associated with which writer?,Mary Parker Follett,Elton Mayo,Lillian Gilbreth,Frederick Taylor,B,True,0.2661617,0.63848877,0.06729622,0.028053239
How can you describe the thinking and outlook of transformational leaders?,Strategic,Operational,Functional,Developmental,A,False,0.19131811,0.5893013,0.1489987,0.07038201
What are the key characteristics of transactional leaders?,"Guiding, mentoring and motivating","Guiding, commanding and motivating","Guiding, demonstrating and motivating","Guiding, mentoring and demonstrating",A,False,0.38664734,0.496465,0.076135375,0.04075233
What is not an assumption underpinning the rational decision making model?,Incomplete information,An agreed goal,A structured problem,High level of certainty regarding the environment,A,False,0.2777126,0.4578707,0.14864884,0.115767844
Which one of the following is not one of Drucker's five guiding principles of management?,Making people's strengths effective and their weaknesses irrelevant.,Enhancing the ability of people to contribute.,To operate the organisation's status system.,"Integrating people in a common venture by thinking through, setting and exemplifying the organisational objectives, values and goals.",C,False,0.22375575,0.36891085,0.15378492,0.25354847
What is a paradigm?,A theoretical assumption,An illustration,A theoretical model,An example serving as a model,D,False,0.38461784,0.2643437,0.33942404,0.011614452
What one of the following is not a key management skill in planning?,Conceptual skills,Analytical skills,IT and computing skills,Communication skills,C,False,0.2935035,0.42704505,0.1571011,0.122350454
According to Belbin (1981) an extroverted and enthusiastic person fits with what role?,Co-ordinator,Shaper,Resource investigator,Implementer,C,False,0.32821423,0.47754887,0.15503742,0.039199598
Which is not a recognised form of business continuity planning?,Contingency planning,Scenario planning,Financial planning,Building planning,D,False,0.26982117,0.39258745,0.12745449,0.21013694
