0,1,2,3,4,5,llama_7B_alpacacode_alpaca_52000_correct,llama_7B_alpacacode_alpaca_52000_choiceA_probs,llama_7B_alpacacode_alpaca_52000_choiceB_probs,llama_7B_alpacacode_alpaca_52000_choiceC_probs,llama_7B_alpacacode_alpaca_52000_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.08026294,0.10305966,0.05516386,0.7615136
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.3789724,0.29514402,0.12303433,0.20284933
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.2073642,0.08644226,0.56367433,0.14251919
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,True,0.11543864,0.75275445,0.061789848,0.07001708
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.13716908,0.19957982,0.3728642,0.29038692
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,True,0.12634638,0.26747528,0.3030892,0.3030892
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.4156386,0.47098023,0.04964095,0.06374024
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.094380155,0.06486647,0.79023534,0.050518055
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.9228343,0.04054651,0.014916226,0.021702982
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.65637475,0.27361768,0.02245991,0.04754763
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.14453655,0.7340172,0.05317203,0.06827424
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,True,0.019460067,0.12689558,0.20921543,0.6444289
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.3579533,0.45962113,0.07987018,0.10255534
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.013848581,0.97086054,0.005772948,0.009517982
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.15135504,0.59862083,0.19434373,0.055680413
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.81026196,0.14080241,0.024467792,0.024467792
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.14915934,0.07983924,0.66848576,0.102515616
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,True,0.39607728,0.5085733,0.041746236,0.05360323
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.46394798,0.40943265,0.023098608,0.10352079
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.081907935,0.3670859,0.41596282,0.13504335
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,True,0.052780386,0.111736074,0.5674426,0.2680409
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.25406954,0.09346696,0.32623175,0.32623175
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.121470794,0.1071976,0.22693731,0.5443943
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,False,0.4313794,0.33595863,0.12359227,0.109069794
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,True,0.33595863,0.4313794,0.12359227,0.109069794
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,True,0.7237436,0.06731865,0.11098968,0.097948045
