0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt35op_Gptvic_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt35op_Gptvic_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt35op_Gptvic_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt35op_Gptvic_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt35op_Gptvic_Tptvicuna_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.026054928,0.09094064,0.3596772,0.52332723
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.08378183,0.33136356,0.2924273,0.2924273
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,True,0.11989456,0.08771673,0.3469264,0.44546232
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.06033959,0.16402,0.5052172,0.2704233
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.0710718,0.20565309,0.3390646,0.38421053
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.07697432,0.13509415,0.34497496,0.44295663
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,True,0.074471466,0.20243444,0.4285537,0.29454038
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.107303984,0.13778104,0.4243955,0.33051956
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,True,0.2025342,0.13919958,0.22950132,0.4287649
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.13366765,0.17163265,0.41172534,0.28297442
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,True,0.06827252,0.23829451,0.34671646,0.34671646
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.02336509,0.15235952,0.6025936,0.2216818
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.07989146,0.24608302,0.35804868,0.31597686
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.11079656,0.16120805,0.386718,0.34127745
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,True,0.10065017,0.18803927,0.51114374,0.20016676
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.09299232,0.25277933,0.36779177,0.28643653
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.030310674,0.12761271,0.57192045,0.2701561
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.06961129,0.17775865,0.37631506,0.37631506
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,True,0.11838213,0.19517915,0.321796,0.36464265
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.058404893,0.17989972,0.38084772,0.38084772
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.057935566,0.079188526,0.37778732,0.48508853
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.107117355,0.15585482,0.48006666,0.25696117
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.09741088,0.080756456,0.38526747,0.43656525
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,True,0.12981066,0.24251826,0.35286197,0.27480918
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,False,0.24190281,0.15618418,0.3746664,0.22724666
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,False,0.14864884,0.115767844,0.4578707,0.2777126
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,True,0.08794373,0.21096605,0.3069538,0.39413646
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,True,0.10720508,0.09460815,0.3741825,0.42400432
"Rosa has a goal of running a total of 100 miles this month. Each day that she ran, she ran 5 miles. Which expression could Rosa use to determine how many miles she has left to run after running for d days?",100 — 5d,5d+ 100,100 / 5d,5d,A,False,0.07048432,0.21710698,0.5208126,0.19159624
Identify the algebraic expression that matches the word phrase: 4 times as many cans as Tom collected.,4t,t over 4,t − 4,t + 4,A,False,0.13529594,0.17372343,0.3454903,0.3454903
"Andrew wrote the number 186,425 on the board. In which number is the value of the digit 6 exactly 10 times the value of the digit 6 in the number Andrew wrote?","681,452","462,017","246,412","125,655",B,False,0.085540906,0.23252428,0.2985671,0.38336772
What is 123 / 8?,15 remainder 7,15 remainder 3,16 remainder 5,16 remainder 1,B,False,0.12603849,0.18338493,0.3882259,0.30235064
Write 8 and 2 over 4 as an improper fraction in simplest form.,17 over 2,34 over 4,17 over 4,19 over 2,A,False,0.0625246,0.16995949,0.40771163,0.35980424
