0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_13000_correct,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_13000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_13000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_13000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_13000_choiceD_probs
Which of the following methods of detecting breast cancer involves exposure to radiation?,Needle aspiration,Mammography,Mastectomy,Lumpectomy,B,True,0.27349687,0.45092008,0.12919077,0.14639232
"The regions of the body that, when touched, are sexually exciting:",vary from person to person,vary for women depending on the phases of the menstrual cycle,are mainly on the lower portion of the body,all of the above,D,True,0.40645823,0.062332388,0.070631854,0.46057752
Which of the following is/are true of gonorrhea?,can be treated with antibiotics,has a high risk of infection with a single exposure,is asymptomatic (without symptoms) in only a small percentage of those infected,infections are limited to genital areas,A,True,0.97900796,0.012323892,0.0051373625,0.0035308541
"You are a homosexual male: Last night, you were tempted by lusty, swarthy Jacques (the king of fraternity row) to join him at the local dairy bar for a tall cool glass of milk. You also briefly considered studying for this test, but Jacques won out. In Freudian terms, which of the following was dominant?",the id,the ego,the superego,the Oedipus complex,A,False,0.21511292,0.35466126,0.21511292,0.21511292
Sociobiologists believe that there are more males than females with paraphilias because:,paraphilias guarantee survival of the species,evolutionary selection has favored the development of males who respond to novel sexual stimuli,of left brain/right brain differences between the genders,male brains are better developed than are female brains,B,False,0.47484967,0.3698133,0.0825165,0.07282056
"According to a study by Sprecher, Barbee, and Schwartz (1995), women were more likely than men to have ________ following their first act of intercourse.",felt glad,felt fear,experienced guilt,experienced regret,C,False,0.18006253,0.05158878,0.3364011,0.43194756
What is cocaine abuse during pregnancy related to?,an increased risk of low birth weight babies,poorer growth and lower intelligence,smaller head circumference,all of the above,D,False,0.80105746,0.018839067,0.08443083,0.095672674
Joe wants desperately to get close to Helen. Helen appears to be put off by Joe's desperate advances. This is typical of Joe's relationships with women. According to attachment theory Joe would best be described as:,a secure lover,an avoidant lover,an anxious-ambivalent lover,a passionate lover,C,False,0.34182414,0.2662129,0.2662129,0.12575008
Bruce is a homosexual man. His friend Chuck is a heterosexual man. If we could have observed Bruce and Chuck as children we might have expected which of the following?,Bruce likely participated in more female-typical play than Chuck.,Bruce likely participated in more male-typical play than Chuck.,Bruce and Chuck likely participated in more male-typical play than female-typical play.,Bruce's father was more likely to have homosexual tendencies than Chuck's father.,A,True,0.53406394,0.17338517,0.17338517,0.11916578
Judaism regards sexuality as,inherently evil,God's afterthought and has become an aberration,a gift from God,primarily a biological function,C,True,0.0024248033,0.003528068,0.9782355,0.015811704
Freud said that the penis first becomes the major focus of pleasure-seeking at:,birth,about age 1,between the ages of 3 and 6,puberty,C,True,0.007914174,0.14028211,0.5548265,0.29697725
"What makes a relationships last, according to Sternberg?",intimacy,commitment,decision,passion,B,False,0.27050176,0.21066698,0.5053638,0.01346749
