0,1,2,3,4,5,llama_7B_ga_alpacagpt4_20000/ckp7500_correct,llama_7B_ga_alpacagpt4_20000/ckp7500_choiceA_probs,llama_7B_ga_alpacagpt4_20000/ckp7500_choiceB_probs,llama_7B_ga_alpacagpt4_20000/ckp7500_choiceC_probs,llama_7B_ga_alpacagpt4_20000/ckp7500_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,True,0.13019145,0.35389706,0.4010179,0.114893556
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.11097344,0.5635696,0.18296427,0.14249271
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.24902599,0.2821834,0.24902599,0.21976466
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.13716908,0.29038692,0.3728642,0.19957982
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.01415292,0.3650086,0.46868032,0.15215822
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.027622929,0.43209532,0.38132277,0.15895899
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.27253914,0.5769654,0.11361122,0.036884163
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.03816395,0.19381253,0.5969846,0.17103897
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.07792397,0.44842148,0.39573056,0.07792397
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.13589562,0.47432235,0.25388646,0.13589562
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.027764836,0.4921435,0.43431512,0.04577648
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.17796798,0.33248794,0.33248794,0.15705618
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.11452343,0.5132584,0.2424461,0.12977205
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.08366927,0.4814834,0.25771952,0.17712785
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,True,0.012993614,0.2609837,0.4302894,0.2957333
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,True,0.16261172,0.39008525,0.3037987,0.14350435
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,True,0.21426994,0.45360947,0.24279965,0.089321
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,True,0.2308919,0.5538809,0.1798188,0.03540842
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.17946905,0.37993598,0.26112592,0.17946905
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.073377475,0.5421903,0.29021358,0.09421855
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,True,0.11712428,0.28096655,0.4088039,0.1931053
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,True,0.11774889,0.41098398,0.32007465,0.15119256
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.06082535,0.3966311,0.3966311,0.14591242
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,False,0.025407607,0.6552708,0.24106067,0.07826094
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,True,0.18910499,0.51404065,0.16688456,0.12996984
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,False,0.07716655,0.39188406,0.34583646,0.18511292
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,False,0.066154204,0.3359588,0.48881716,0.109069854
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,False,0.08355868,0.42434597,0.29164845,0.20044684
"Rosa has a goal of running a total of 100 miles this month. Each day that she ran, she ran 5 miles. Which expression could Rosa use to determine how many miles she has left to run after running for d days?",100 — 5d,5d+ 100,100 / 5d,5d,A,False,0.057056867,0.4777313,0.3283396,0.1368723
Identify the algebraic expression that matches the word phrase: 4 times as many cans as Tom collected.,4t,t over 4,t − 4,t + 4,A,False,0.068699665,0.44797808,0.21160986,0.27171245
"Andrew wrote the number 186,425 on the board. In which number is the value of the digit 6 exactly 10 times the value of the digit 6 in the number Andrew wrote?","681,452","462,017","246,412","125,655",B,False,0.03798504,0.28067362,0.46275255,0.21858883
