0,1,2,3,4,5,llama_7B_alpacalong_20000_2/ckp10k_correct,llama_7B_alpacalong_20000_2/ckp10k_choiceA_probs,llama_7B_alpacalong_20000_2/ckp10k_choiceB_probs,llama_7B_alpacalong_20000_2/ckp10k_choiceC_probs,llama_7B_alpacalong_20000_2/ckp10k_choiceD_probs
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,7 N,5 N,10 N,12 N,A,True,0.45622638,0.13071105,0.33378237,0.07928026
A completely submerged object always displaces its own,weight of fluid.,volume of fluid.,density of fluid.,All of these.,B,False,0.52096933,0.12374106,0.24608847,0.1092011
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",totally internally reflects,passes into the air above,is absorbed,None of these,B,False,0.4748502,0.13604687,0.30658635,0.082516596
"According to four-dimensional geometry, the angles of a triangle add to 180°",always.,sometimes.,never.,on planet Earth only.,B,False,0.48119372,0.11429352,0.3307193,0.07379345
A voltage will be induced in a wire loop when the magnetic field within that loop,changes,aligns with the electric field,is at right angles to the electric field,converts to magnetic energy,A,True,0.47759774,0.10010993,0.32824782,0.09404457
"Among these colors, the one that has the most energy per photon is",red,yellow-green,blue,violet,D,False,0.5945352,0.10997795,0.23282331,0.06266355
"According to general relativity,",mass distorts spacetime.,gravity affects clocks.,light can’t escape from a black hole.,All of these.,D,False,0.58069444,0.12957044,0.20068264,0.08905238
A step-up transformer in an electric circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.53999704,0.08281123,0.2890396,0.088152096
Spectral lines of the elements are,chaotic,ordered,positioned by amplitude,in phase,B,False,0.4812226,0.12951931,0.31070065,0.07855743
A wave transfers,amplitude,wavelength,frequency,energy,D,False,0.5709262,0.099212095,0.26968643,0.060175177
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",the same,opposite,Either of these,Need more information,B,False,0.53284585,0.1526629,0.26793173,0.04655955
The surface of planet Earth loses energy to outer space due mostly to,conduction,convection,radiation,radioactivity,C,False,0.44117025,0.14322701,0.34358373,0.07201906
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,False,0.519897,0.10897633,0.29622838,0.074898265
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,True,0.5175542,0.1308582,0.27702683,0.07456076
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,False,0.44639868,0.1642209,0.30680504,0.082575455
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,True,0.4574074,0.15807576,0.3143712,0.0701457
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,True,0.6367711,0.07605146,0.22006221,0.06711517
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,False,0.5356303,0.11227421,0.25301382,0.09908164
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.5256365,0.117285356,0.28135297,0.07572512
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,True,0.4145695,0.14327139,0.34369016,0.098468885
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,True,0.57131076,0.10568187,0.22372851,0.09927893
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,False,0.40059763,0.16699393,0.35352618,0.07888235
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.53496826,0.13526116,0.2527011,0.07706949
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.5741313,0.13636814,0.23933353,0.05016703
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,False,0.40262288,0.15766938,0.35531345,0.08439434
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,True,0.56962156,0.12709975,0.26907018,0.03420843
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.40252137,0.16779587,0.35522386,0.07445897
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,True,0.5514683,0.123049214,0.27729568,0.048186764
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,False,0.46291092,0.14117986,0.29887775,0.0970314
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.48958367,0.12378614,0.316099,0.07053122
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,False,0.5155322,0.13875361,0.2759445,0.069769695
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.5485293,0.13868994,0.22866105,0.0841197
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.57524353,0.120577596,0.2717258,0.03245302
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,False,0.47114444,0.11190661,0.34469664,0.07225234
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,False,0.48128638,0.14678405,0.25761405,0.11431553
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,True,0.43883145,0.12572733,0.36380404,0.071637265
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,True,0.5233013,0.09680101,0.31739828,0.06249943
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,False,0.47412932,0.13584033,0.32586402,0.06416643
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,False,0.4501015,0.12114318,0.3505394,0.07821591
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,True,0.5186664,0.1311394,0.29552722,0.054667033
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.62483835,0.07943928,0.26047137,0.035250966
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.46249577,0.12447905,0.28051788,0.13250726
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,False,0.4734209,0.16360989,0.2697471,0.093222104
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.5357296,0.13545366,0.22332531,0.105491415
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.41441002,0.14321628,0.36571556,0.07665815
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,True,0.4288653,0.16794607,0.29475453,0.10843413
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.5656765,0.11138831,0.25101742,0.0719177
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,False,0.5636081,0.13386865,0.25009957,0.052423723
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,True,0.48866534,0.14000496,0.2963905,0.07493926
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,True,0.5611409,0.10380063,0.24900477,0.086053744
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.5244382,0.085612185,0.2988159,0.09113369
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.51507735,0.13023195,0.27570105,0.07898967
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,True,0.5197935,0.13990052,0.27822542,0.062080484
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,False,0.4933419,0.13278118,0.31852546,0.05535143
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.42797336,0.1389426,0.2941415,0.1389426
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.568719,0.09882855,0.26864383,0.06380851
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,False,0.4367884,0.13321294,0.31956124,0.11043741
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.41014737,0.11750919,0.36195377,0.11038967
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.43331578,0.13215385,0.35923138,0.075298995
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.48256445,0.1220114,0.31156704,0.08385713
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.51288414,0.12967741,0.2922326,0.0652059
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.546094,0.107532285,0.29230306,0.05407063
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.4718299,0.14389999,0.32428363,0.059986442
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.4616705,0.12425693,0.31730118,0.09677139
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,False,0.5702204,0.13543922,0.2530338,0.04130663
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.47866413,0.1654219,0.2727346,0.083179355
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,False,0.47729382,0.09398472,0.3717168,0.05700462
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.46793687,0.11831297,0.321608,0.09214223
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,True,0.52500093,0.14130208,0.24799287,0.08570404
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.5281225,0.13353027,0.2826836,0.055663697
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,True,0.5256365,0.117285356,0.28135297,0.07572512
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,True,0.4684623,0.14287293,0.28413674,0.10452807
