0,1,2,3,4,5,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptvicuna_correct,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptvicuna_choiceA_probs,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptvicuna_choiceB_probs,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptvicuna_choiceC_probs,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptvicuna_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,True,0.051393807,0.01012004,0.910977,0.027509123
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,True,0.14284047,0.8219902,0.024821954,0.01034733
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,False,0.49537373,0.14192696,0.09754487,0.26515445
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.52573454,0.11730724,0.038084082,0.31887412
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,True,0.012419736,0.9866218,0.00070067355,0.0002577634
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,True,0.040895738,0.013276901,0.9307827,0.0150447
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,0.015785014,0.0031082537,0.97658426,0.0045224824
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,True,0.38495463,0.26457518,0.085894994,0.26457518
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,True,0.9124219,0.07489615,0.007893996,0.004787951
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,False,0.9146397,0.0750782,0.0069833603,0.003298706
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,True,0.6545383,0.03258754,0.21249746,0.100376695
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,False,0.0825165,0.3698133,0.47484967,0.07282056
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,False,0.72769547,0.09848287,0.08691083,0.08691083
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,True,0.09942862,0.73468363,0.053220306,0.11266739
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,True,0.77807266,0.06386809,0.11932131,0.038737956
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,False,0.55943483,0.4356883,0.0025906973,0.0022862824
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.7583248,0.1026281,0.04847808,0.09056898
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,True,0.511489,0.45138744,0.008267449,0.028856233
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,False,0.28715456,0.11970383,0.11970383,0.47343782
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.99047905,0.006673795,0.0011597316,0.0016873998
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,True,0.05063595,0.021108204,0.030712254,0.89754367
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.9361979,0.009178161,0.05281667,0.0018072871
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.3040703,0.12675536,0.06784725,0.50132716
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,False,0.37491965,0.33086544,0.15628976,0.13792524
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.6801519,0.055830266,0.17196932,0.09204855
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.04705645,0.94515413,0.0063683987,0.0014209817
What kind of animal is a peregrine?,moose,cat,bird,fish,C,True,0.10139727,0.042268667,0.8489889,0.007345193
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.041441187,0.0072013987,0.9431971,0.008160254
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.5855464,0.27659252,0.048064575,0.089796446
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.97638613,0.006578838,0.0031076232,0.0139274
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.49651942,0.18265928,0.086282134,0.23453917
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.10352015,0.8667636,0.0066178218,0.023098467
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.7576634,0.21707422,0.009537575,0.015724802
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.5117504,0.35172057,0.088928886,0.047600206
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,0.01776493,0.005767429,0.9699323,0.0065353527
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.02563923,0.0039319033,0.96210504,0.00832384
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,False,0.30156052,0.34171283,0.34171283,0.015013814
What do you call a young cow?,mare,lamb,kid,calf,D,True,0.16623878,0.047628213,0.27408144,0.5120515
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.0817727,0.87913936,0.02654771,0.012540249
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,True,0.12671854,0.82630867,0.02495236,0.02202038
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.059081897,0.014938243,0.11037951,0.8156004
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.95367855,0.017467232,0.0064258357,0.022428371
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.08832515,0.11341174,0.6526395,0.14562356
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,True,0.27478918,0.12980121,0.5817287,0.013680948
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.3179561,0.40826368,0.21852781,0.05525248
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,True,0.052966245,0.93884915,0.004347734,0.003836862
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.49787417,0.20754483,0.028088138,0.26649284
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.9543812,0.032657128,0.0072867908,0.005674958
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.6027604,0.15240169,0.0924363,0.15240169
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,True,0.06436354,0.012673931,0.8885112,0.034451317
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.010936471,0.9844698,0.0024402568,0.0021535188
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.9328496,0.059635077,0.0048951455,0.0026201825
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.04670539,0.013381318,0.11204041,0.8278729
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.25628975,0.69666773,0.039303303,0.0077392794
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,True,0.13022485,0.84917265,0.01555314,0.0050493656
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.93122447,0.046362936,0.009129403,0.013283203
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.36464268,0.32179603,0.19517916,0.11838214
