0,1,2,3,4,5,llama_7B_ga_alpacafirstturn_20000/ckp10000_correct,llama_7B_ga_alpacafirstturn_20000/ckp10000_choiceA_probs,llama_7B_ga_alpacafirstturn_20000/ckp10000_choiceB_probs,llama_7B_ga_alpacafirstturn_20000/ckp10000_choiceC_probs,llama_7B_ga_alpacafirstturn_20000/ckp10000_choiceD_probs
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,7 N,5 N,10 N,12 N,A,False,0.26962903,0.12736374,0.57080466,0.032202594
A completely submerged object always displaces its own,weight of fluid.,volume of fluid.,density of fluid.,All of these.,B,False,0.6087699,0.25377303,0.09335789,0.044099145
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",totally internally reflects,passes into the air above,is absorbed,None of these,B,False,0.4240453,0.4240453,0.10721544,0.044694044
"According to four-dimensional geometry, the angles of a triangle add to 180°",always.,sometimes.,never.,on planet Earth only.,B,False,0.37106892,0.17528054,0.2550317,0.19861889
A voltage will be induced in a wire loop when the magnetic field within that loop,changes,aligns with the electric field,is at right angles to the electric field,converts to magnetic energy,A,True,0.6355005,0.18207395,0.14179933,0.040626187
"Among these colors, the one that has the most energy per photon is",red,yellow-green,blue,violet,D,False,0.40285972,0.27688116,0.31374747,0.0065116207
"According to general relativity,",mass distorts spacetime.,gravity affects clocks.,light can’t escape from a black hole.,All of these.,D,False,0.46601036,0.11782587,0.13351421,0.28264958
A step-up transformer in an electric circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.4930037,0.23287845,0.2638859,0.010231965
Spectral lines of the elements are,chaotic,ordered,positioned by amplitude,in phase,B,False,0.52564675,0.24829793,0.17065251,0.05540276
A wave transfers,amplitude,wavelength,frequency,energy,D,False,0.68719345,0.22309905,0.082073554,0.0076340297
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",the same,opposite,Either of these,Need more information,B,False,0.6204588,0.20143346,0.13844307,0.0396646
The surface of planet Earth loses energy to outer space due mostly to,conduction,convection,radiation,radioactivity,C,False,0.43041068,0.23038225,0.23038225,0.108824864
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,False,0.6167399,0.20022614,0.15593627,0.027097661
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,True,0.543196,0.25658762,0.17634992,0.023866368
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,False,0.37385947,0.13753521,0.42363828,0.064967036
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,True,0.39413664,0.21096615,0.34782436,0.04707291
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,True,0.76813257,0.091740355,0.13348143,0.0066456487
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,False,0.3858721,0.34053093,0.20654246,0.06705452
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.7876871,0.17575675,0.030541943,0.0060140654
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,False,0.2096521,0.34565786,0.39168167,0.053008348
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,True,0.29539207,0.29539207,0.17916435,0.23005158
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,False,0.7936094,0.15627095,0.044772375,0.005347298
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.6525594,0.21185501,0.08831431,0.047271248
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.8253558,0.14342533,0.028242122,0.0029766979
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,True,0.26021606,0.08447978,0.62422585,0.031078374
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,True,0.6589877,0.24242803,0.089184284,0.009399954
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.04999552,0.10584052,0.69016683,0.15399703
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,True,0.46532515,0.19397637,0.24907061,0.091627955
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,False,0.5939925,0.19284111,0.19284111,0.020325305
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.6011978,0.321798,0.07180284,0.00520138
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,False,0.48081344,0.20043285,0.2916281,0.027125638
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.66701233,0.13134252,0.13134252,0.07030258
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.6715392,0.21801685,0.10298388,0.007460126
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,False,0.73598295,0.14492364,0.07757203,0.04152132
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,False,0.4578707,0.2777126,0.14864884,0.115767844
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,True,0.4052821,0.2169319,0.315634,0.062152028
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,True,0.86943763,0.10383952,0.023169728,0.003553193
