0,1,2,3,4,5,alpacacode_llama2_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_correct,alpacacode_llama2_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceA_probs,alpacacode_llama2_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceB_probs,alpacacode_llama2_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceC_probs,alpacacode_llama2_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.002294728,0.00706826,0.0051712496,0.98546576
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.039053362,0.09368415,0.17502503,0.69223744
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,True,0.022561537,0.06132862,0.069494426,0.84661543
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.010882228,0.03351962,0.09111577,0.8644824
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.038201373,0.049051534,0.04328783,0.8694593
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.043078955,0.13269253,0.15036033,0.67386824
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.122363664,0.107985556,0.06549655,0.70415425
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.020808313,0.06021085,0.18546247,0.7335183
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,True,0.1669067,0.18913007,0.06140154,0.5825616
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,True,0.027205158,0.07872073,0.047746535,0.8463276
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.13845345,0.18924344,0.089392275,0.58291084
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,True,0.0058121923,0.040344615,0.035603996,0.9182392
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.04940434,0.13429493,0.13429493,0.6820059
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.07126374,0.1331382,0.07585985,0.71973825
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.046785496,0.046785496,0.07713625,0.8292928
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.017198063,0.07707638,0.07707638,0.82864916
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.016730404,0.024342593,0.04547795,0.91344905
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.13453007,0.11872237,0.06354751,0.68320006
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,True,0.051595196,0.075070575,0.06624954,0.8070847
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.018294314,0.056350455,0.04388578,0.8814694
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.02823824,0.049559653,0.04373624,0.8784659
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.060760606,0.16516444,0.12083689,0.65323806
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.038952842,0.10588481,0.0727735,0.7823888
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,False,0.060731683,0.04729788,0.053595517,0.838375
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,False,0.03602448,0.11811973,0.20730658,0.6385492
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,False,0.08704372,0.34426457,0.06778971,0.500902
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,True,0.055222005,0.037953492,0.04300694,0.8638175
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,True,0.03617296,0.046447,0.04098934,0.87639064
"Rosa has a goal of running a total of 100 miles this month. Each day that she ran, she ran 5 miles. Which expression could Rosa use to determine how many miles she has left to run after running for d days?",100 — 5d,5d+ 100,100 / 5d,5d,A,False,0.09600043,0.2032329,0.074765205,0.6260014
Identify the algebraic expression that matches the word phrase: 4 times as many cans as Tom collected.,4t,t over 4,t − 4,t + 4,A,False,0.022761004,0.09002152,0.033117067,0.8541004
"Andrew wrote the number 186,425 on the board. In which number is the value of the digit 6 exactly 10 times the value of the digit 6 in the number Andrew wrote?","681,452","462,017","246,412","125,655",B,False,0.07638731,0.20764223,0.07638731,0.6395831
What is 123 / 8?,15 remainder 7,15 remainder 3,16 remainder 5,16 remainder 1,B,False,0.031206386,0.021447817,0.03536147,0.9119843
Write 8 and 2 over 4 as an improper fraction in simplest form.,17 over 2,34 over 4,17 over 4,19 over 2,A,False,0.02921705,0.037515435,0.07942018,0.8538474
"What expression can be used to show 270,240 written in expanded form?","200,000 + 7,000 + 200 + 4","200,000 + 7,000 + 200 + 40","200,000 + 70,000 + 200 + 40","200,000 + 70,000 + 2,000 + 40",C,False,0.048242006,0.15817946,0.08466736,0.7089111
A worker on an assembly line takes 7 hours to produce 22 parts. At that rate how many parts can she produce in 35 hours?,220 parts,770 parts,4 parts,110 parts,D,True,0.03077815,0.034876212,0.034876212,0.8994694
"Abe found the mean and median of this list of numbers. 1, 3, 3 If the number 6 were added to the list, then",the mean would increase.,the mean would decrease.,the median would increase.,the median would decrease.,A,False,0.068633646,0.2114065,0.14529742,0.57466245
"When n = 11, what is the value of 10 – (n + 6)?",–7,5,7,27,A,False,0.0067240475,0.05629976,0.05629976,0.88067645
"Which expression represents the phrase below? 3 fewer than a number, p",3-p,p+3,3/p,p-3,D,True,0.008901191,0.1154324,0.022729985,0.85293645
A theater collected $6 for each ticket sold to a movie. The theater sold 500 tickets to the movie. The expression below can be used to find how much money the theater collected for the tickets. 6 × 500 Which expression can also be used to find how much money the theater collected for the tickets?,30 × 10^1,30 × 10^3,(6 × 5) × 10^2,(6 × 5) × 10^3,C,False,0.011248798,0.088478655,0.06081043,0.8394621
Let 12-9+c=12. What value of c makes the equation true?,0,3,9,12,C,False,0.012451275,0.092003174,0.17188455,0.723661
"The Sojourn family went on a vacation. They started with $2000. If they spent $150 each day, which expression represents how much money they had after x days?",1850x,2000 −150x,150x,2000 +150x,B,False,0.044511795,0.17604758,0.08315899,0.6962817
"A shelf has four books on it. The weight, in pounds, of each of the four books on the shelf is 2.5, 3.2, 2.7, 2.3 Which inequality represents the weight, w, of any book chosen from the shelf?",w > 2.3,w < 2.4,w > 3.2,w < 3.3,D,True,0.13108858,0.14854282,0.054645848,0.6657227
Which number has an absolute value greater than 5?,-6,-5,0,5,A,False,0.023247669,0.081142336,0.023247669,0.8723623
What is the value of the expression 2(3(4^2 + 1)) - 2^3?,156,110,94,48,C,False,0.05506563,0.07526579,0.10951108,0.7601575
"Gwen wrote the number pattern below on a piece of paper. 1, 5, 9, 13 What are the next two terms in Gwen’s pattern?","15, 17","15, 19","17, 19","17, 21",D,True,0.04192481,0.24126062,0.06100024,0.65581435
If 3 cans of pears cost $2.37 how many cans of pears can you buy for $9.48?,3 cans,12 cans,36 cans,13 cans,B,False,0.036042348,0.06733596,0.07630165,0.82032
"Order from greatest to least: 3, 3 and 1 over 8,3.8,3.18.","3.18, 3 and 1 over 8, 3.8,3","3,3 and 1 over 8, 3.18, 3","3.8, 3 and 1 over 8, 3.18, 3","3.8, 3.18, 3 and 1 over 8, 3",D,True,0.0377374,0.05490759,0.04845578,0.85889924
Compute 22 / 2 + 9.,10,11,20,2,C,False,0.055689067,0.10404087,0.07150618,0.76876384
"The population of a certain city is 836,527. What is the population of this city rounded to the nearest ten thousand?","800,000","830,000","836,000","840,000",D,True,0.061525397,0.079000175,0.2757377,0.5837367
Find the product of 5 • (−9).,14,−4,45,−45,D,True,0.02615252,0.058935612,0.04885934,0.8660525
"Keiko spent the day bird watching and counted 34 more birds in the morning than in the afternoon. If she counted a total of 76 birds, how many birds did she count in the afternoon?",21 birds,40 birds,42 birds,84 birds,A,False,0.027156958,0.121709056,0.057491288,0.7936427
What is the value of 5 + 2 • 15 + (12 • 4)?,78,83,131,153,B,False,0.04510772,0.065631345,0.08970741,0.79955345
Which situation can be represented by the fraction 20/8?,Leslie spent 20 dollars and 8 cents at a store. How is the amount of money Leslie spent written as a fraction?,Mr. Kramer’s 8 grandchildren shared 20 crackers equally. How many crackers did each grandchild get?,Mitch bought 20 containers of flowers at a plant store. Each container had 8 flowers in it. How many flowers did Mitch buy?,Stamps are sold in booklets of 20 stamps. Donna used 8 stamps to send invitations for a party. How many booklets of stamps did Donna use to send her invitations?,B,False,0.13637102,0.21121556,0.11305554,0.53935784
"If a freight train travels at a speed of 20 miles per hour for 6 hours, how far will it travel?",120 miles,80 miles,26 miles,12 miles,A,False,0.06375537,0.13497013,0.19638038,0.60489416
Which step explains how to find the value of a in 6a = 72?,add 6 to both sides,divide both sides by 6,multiply both sides by 6,subtract 6 from both sides,B,False,0.02199185,0.11168383,0.041086186,0.8252381
