0,1,2,3,4,5,llama2_7B_alpacacode_alpacagpt35_52000_correct,llama2_7B_alpacacode_alpacagpt35_52000_choiceA_probs,llama2_7B_alpacacode_alpacagpt35_52000_choiceB_probs,llama2_7B_alpacacode_alpacagpt35_52000_choiceC_probs,llama2_7B_alpacacode_alpacagpt35_52000_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.44178092,0.14342527,0.3898703,0.024923574
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.18981749,0.40184364,0.40184364,0.0064951973
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.163336,0.017215487,0.7320211,0.08742745
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,True,0.009044403,0.92255425,0.06682961,0.0015716817
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.29019055,0.1370763,0.5421473,0.030585857
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,True,0.06646633,0.43341494,0.49112347,0.008995241
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.06337101,0.8748098,0.055924717,0.005894422
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.0368203,0.0030223946,0.9496081,0.010549192
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.9278478,0.04619482,0.024726305,0.0012310504
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.03191222,0.823027,0.14302064,0.00204008
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,True,0.07546008,0.08550747,0.81127226,0.02776021
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.009042511,0.92236125,0.06681563,0.0017805761
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.02867072,0.30823928,0.6525426,0.010547369
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.010855108,0.9771457,0.010855108,0.0011441199
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,True,0.16555323,0.18759638,0.5778375,0.06901285
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,True,0.026328724,0.599239,0.36345682,0.010975446
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.15645601,0.044825397,0.79454917,0.0041694115
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.19150683,0.2786408,0.459401,0.07045143
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.015493505,0.9585492,0.02554447,0.00041288792
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.08793817,0.5060492,0.3941115,0.011901137
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.03675968,0.65158087,0.307785,0.0038744416
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.044434194,0.05035054,0.89248466,0.01273061
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.090409815,0.025902847,0.85778445,0.025902847
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,False,0.15512843,0.6952374,0.13690037,0.012733717
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,True,0.046746224,0.50256926,0.4435158,0.007168765
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,True,0.8979137,0.06504465,0.034815893,0.0022257057
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,False,0.37709224,0.25917146,0.33278275,0.030953616
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,False,0.4673733,0.049260784,0.4673733,0.015992636
