0,1,2,3,4,5,llama_7B_ga_alpacagpt4_20000/ckp7500_correct,llama_7B_ga_alpacagpt4_20000/ckp7500_choiceA_probs,llama_7B_ga_alpacagpt4_20000/ckp7500_choiceB_probs,llama_7B_ga_alpacagpt4_20000/ckp7500_choiceC_probs,llama_7B_ga_alpacagpt4_20000/ckp7500_choiceD_probs
The Barkhausen criterion for an oscillator,Loop gain should be unity,Loop gain should be less than unity,The phase of a feedback signal with respect to input should be 0° or 360°,Both A and C,D,False,0.20258142,0.10843402,0.42886487,0.2601197
Potentiometer method of DC voltage measurement is more accurate than direct measurement using a voltmeter because,It loads the circuit moderately.,It loads the circuit to maximum extent.,It uses centre zero galvanometer instead of voltmeter.,It does not load the circuit at all.,D,False,0.08787473,0.27067322,0.5730152,0.068436906
Which of these sets of logic gates are designated as universal gates?,"NOR, NAND.","XOR, NOR, NAND.","OR, NOT, AND.","NOR, NAND, XNOR.",A,True,0.4614727,0.3593953,0.116678566,0.06245354
"A single phase one pulse controlled circuit has a resistance R and counter emf E load 400 sin(314 t) as the source voltage. For a load counter emf of 200 V, the range of firing angle control is",30° to 150°.,30° to 180°.,60° to 120°.,60° to 180°.,A,False,0.07326251,0.32833982,0.5413408,0.0570569
A box which tells the effect of inputs on control sub system is known as,Data Box.,Logical box.,Decision box.,State box.,C,False,0.63556755,0.097467445,0.12515067,0.14181429
Two infinite parallel metal plates are charged with equal surface charge density of the same polarity. The electric field in the gap between the plates is,same as that produced by one plate.,double the field produced by one plate.,dependent on coordinates of field points.,zero.,D,False,0.22528735,0.42089215,0.28927466,0.06454591
The resistance in the circuit of the moving coil of a dynamometer wattmeter should be,Low.,Very low.,High.,Almost zero.,C,True,0.14476983,0.18588814,0.50529635,0.1640457
The following are the necessary requirements of an oscillator,Amplitude stability,Frequency stability,Power stability,Both A and B,D,False,0.049358826,0.22121091,0.36471513,0.36471513
The normal voltage used in directional heating is,1.5 KV.,15 KV.,33 KV.,66 KV.,A,False,0.21556492,0.35540646,0.3136451,0.11538358
LC oscillators are used for produce a waveform with frequency ranging from,1MHz to 500 MHz,100 KHz to 500 MHz,1 KHz to 1 MHz,1MHz to 100 GHz,A,False,0.08991514,0.24441467,0.58632034,0.07934983
