0,1,2,3,4,5,llama2_7B_alpacacode_alpaca_combine_6k_52000_correct,llama2_7B_alpacacode_alpaca_combine_6k_52000_choiceA_probs,llama2_7B_alpacacode_alpaca_combine_6k_52000_choiceB_probs,llama2_7B_alpacacode_alpaca_combine_6k_52000_choiceC_probs,llama2_7B_alpacacode_alpaca_combine_6k_52000_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.017687133,0.012156176,0.004472007,0.96568465
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.14591102,0.2725977,0.2725977,0.30889365
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,True,0.0563783,0.0929521,0.072391175,0.7782784
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,True,0.0023609814,0.9524878,0.02538294,0.019768253
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.016298037,0.37094164,0.13646181,0.47629848
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.14696273,0.39948612,0.10100591,0.35254526
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.01351153,0.7377045,0.009286329,0.23949759
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.03646461,0.127274,0.4442299,0.39203152
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.8666401,0.029654793,0.012361957,0.091343194
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.021146752,0.89918274,0.014533935,0.06513658
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.036856104,0.5087828,0.14576872,0.30859238
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.030866403,0.796055,0.10773433,0.06534418
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.077489756,0.57257617,0.16404583,0.18588826
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.0023945714,0.96603906,0.0023945714,0.029171852
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.0045364425,0.7629123,0.013973226,0.21857803
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,True,0.037976056,0.46264306,0.09109982,0.40828106
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.013426217,0.1853432,0.7330466,0.06818396
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,True,0.016574943,0.9049612,0.012908578,0.06555518
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.04141118,0.94251406,0.005604394,0.010470386
