0,1,2,3,4,5,llama2_7B_alpacacode_alpacagpt4_52000_correct,llama2_7B_alpacacode_alpacagpt4_52000_choiceA_probs,llama2_7B_alpacacode_alpacagpt4_52000_choiceB_probs,llama2_7B_alpacacode_alpacagpt4_52000_choiceC_probs,llama2_7B_alpacacode_alpacagpt4_52000_choiceD_probs
What is the term for a sub-optimal but acceptable outcome of negotiations between parties?,Bargaining,Satisficing,Accepting,Compromising,B,False,0.79703665,0.15694582,0.018744506,0.027273094
What is the term for the 'rule of thumb' type of bias in decision making?,Framing bias,Hindsight bias,Over-confidence bias,Heuristics,D,True,0.03847088,0.02996115,0.055974796,0.8755932
What is a normative perspective?,The way things are.,The way things are going to be.,The way things should be.,The way things were.,C,True,0.022669716,0.009450142,0.9639408,0.003939406
"In the 'five forces model', what is the type of competitive activity that exists between organisations?",The potential for entry into the industry,The threat of substitute products,The power of customers,The level of rivalry,D,True,0.0006972434,0.0051519703,0.012358935,0.9817918
Which one of the following political leaders could not be termed a 'transformational' leader?,Margaret Thatcher,Mikhail Gorbachov,Nelson Mandela,Bill Clinton,D,True,0.10625326,0.026865032,0.32728308,0.5395986
What is a Gantt chart a type of?,Work flow design,Work schedule design,Work rate design,Work output design,B,False,0.93762016,0.05289691,0.002324128,0.007158818
Which one of the following is a feature of McGregor's Theory X?,Workers enjoy responsibility.,Workers view physical and mental effort as a natural part of work.,Workers like to show initiative.,Workers like to be directed.,D,True,0.047840685,0.40056515,0.037258364,0.5143358
What is the term for power derived from status or position in an organisation?,Referent,Expert,Reward,Legitimate,D,False,0.99706453,0.0005514608,0.0002028711,0.00218107
Which writer is most associated with bureaucratic structures?,Henry Fayol,Max Weber,Adam Smith,Mary Parker Follett,B,False,0.9963787,0.0035935028,1.8856972e-05,8.907403e-06
Who of the following is the industrial philanthropist?,Frederick Taylor,Seebohm Rowntree,Henry Ford,Max Weber,B,True,0.1976217,0.47406983,0.17440055,0.15390794
Individualism as a guiding moral philosophy was advocated by which economist?,John Kenneth Galbraith,John Maynard Keynes,Milton Friedman,Alfred Marshall,C,True,0.001166232,0.0021788084,0.99603075,0.0006242391
The Hawthorn Studies are most associated with which writer?,Mary Parker Follett,Elton Mayo,Lillian Gilbreth,Frederick Taylor,B,False,0.53063464,0.4682834,0.0009039997,0.0001780081
How can you describe the thinking and outlook of transformational leaders?,Strategic,Operational,Functional,Developmental,A,False,0.242455,0.03718168,0.061302226,0.659061
What are the key characteristics of transactional leaders?,"Guiding, mentoring and motivating","Guiding, commanding and motivating","Guiding, demonstrating and motivating","Guiding, mentoring and demonstrating",A,True,0.9936982,0.0019182888,0.00079966174,0.0035838352
What is not an assumption underpinning the rational decision making model?,Incomplete information,An agreed goal,A structured problem,High level of certainty regarding the environment,A,True,0.98948276,0.006667082,0.0016857025,0.0021644847
Which one of the following is not one of Drucker's five guiding principles of management?,Making people's strengths effective and their weaknesses irrelevant.,Enhancing the ability of people to contribute.,To operate the organisation's status system.,"Integrating people in a common venture by thinking through, setting and exemplifying the organisational objectives, values and goals.",C,True,0.001287568,0.002405494,0.97044545,0.025861494
What is a paradigm?,A theoretical assumption,An illustration,A theoretical model,An example serving as a model,D,False,0.90795106,0.024196075,0.05122309,0.016629703
What one of the following is not a key management skill in planning?,Conceptual skills,Analytical skills,IT and computing skills,Communication skills,C,False,0.15372583,0.06408246,0.1741942,0.6079975
According to Belbin (1981) an extroverted and enthusiastic person fits with what role?,Co-ordinator,Shaper,Resource investigator,Implementer,C,False,0.1440489,0.82894415,0.011824253,0.015182642
Which is not a recognised form of business continuity planning?,Contingency planning,Scenario planning,Financial planning,Building planning,D,True,0.13998301,0.109018885,0.040105805,0.7108924
What is the term for an organisation that adapts to changes in the environment by quickly responding to shifts in supply and demand conditions?,Opportunistic organisation,Enterprising organisation,International organisation,Agile organisation,D,True,0.002465882,0.00055021263,0.0021761332,0.9948078
Which of these is not part of the recognised challenges for modern managers?,Micro-managing the workforce,Managing communications,Managing change,Managing the learning organisation,A,True,0.8452829,0.0039144363,0.0039144363,0.14688815
To what does emotional intelligence refer?,How people view and understand the world.,How people view and understand themselves.,How people view and understand others.,How people view and understand themselves and others.,D,False,0.997647,0.0001086525,6.190833e-05,0.002182344
Of what is individual freedom to schedule work an example?,Job design,Job enrichment,Job rate,Job planning,B,False,0.9933176,0.004059462,0.0007054287,0.0019175541
What are workers primarily motivated by according to the instrumental approach?,Peer recognition,Promotion,Greater freedom,Economic reward,D,True,0.00053826196,0.00032647236,0.025934912,0.97320044
Which is not a characteristic of corporate social responsibility?,Product safety,Consumer rights,Environmental policies,Price-fixing,D,True,0.016118623,0.011078157,0.09275627,0.880047
Who was a major protagonist of utilitarianism?,John Stuart Mill,Thomas Hobbes,Karl Marx,Adam Smith,A,True,0.99999285,3.2887365e-06,2.2603133e-06,1.553489e-06
As what is ensuring that one individual does not carry the burden of a whole work task referred to?,Work specialisation,Work design,Work schedule,Work shift,A,False,0.16421276,0.8339412,0.0012537799,0.0005922437
How do you describe a work group that comprises workers with demarcated tasks and distant line managers?,Dependent,Independent,Interdependent,Collaborative,B,False,0.028850084,0.16602078,0.7440535,0.061075628
Specialisation is a feature of which organisational structure?,Matrix,Divisional,Multi-divisional,Functional,D,False,0.9720219,0.025903506,0.0016559558,0.00041869117
Which one is not an element in the primary activities of a value chain?,Procurement,Inbound logistics,Outbound logistics,Service,A,False,0.05967358,0.00058501924,0.006289549,0.9334519
What is the term for the act of getting individuals to behave in ways that are acceptable to a group?,Indoctrination,Brainwashing,Propaganda,Socialisation,D,True,0.0027649729,0.010935679,0.219649,0.7666503
When does an acquisition take place?,Two equal partners decide to work together.,Two equal partners share resources.,Two unequal partners join together.,Two unequal partners become one after a buyout.,D,True,0.006773193,0.014338849,0.2880035,0.6908845
Who of these is the entrepreneur?,Barack Obama,James Dyson,Damien Hirst,Mo Farah,B,True,0.0010287795,0.9956275,0.00116576,0.0021779265
Which of these is not an advantage of a virtual team?,Team members can be recruited for their specific skills or experience.,No overhead costs associated with physical buildings.,Conflict can be resolved easily using face-to-face meetings.,Low transport or commuting costs.,C,True,0.0020573928,0.0043555005,0.94052625,0.05306086
What is the richest form of information?,Telephone,Face-to-face,E-mail,Video conference,B,True,0.0019141745,0.99156696,0.0052032657,0.0013155916
What is the purpose of a 'quality circle'?,Bring together managers and workers to find improvements.,Bring together managers and workers to discuss output.,Bring together managers and workers to review quality of work.,Bring together managers and workers to review targets.,A,True,0.9990601,0.0003567625,0.00020327713,0.0003797717
What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,B,True,0.00010887161,0.9996588,0.0001233677,0.00010887161
Profitability stemming from how well a firm positions itself in the market is a key feature of which writer's view on strategy?,Peter Drucker,Jay Barney,Michael Porter,Henry Mintzberg,C,True,0.18780544,0.06908976,0.7427849,0.00031994906
Functional structures help to create...,teamwork,specialisation,project work groups,multi-skilled employees,B,True,0.0046046665,0.9943311,0.0009067126,0.00015756302
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,True,0.005219397,0.99464107,0.0001153115,2.4170604e-05
What is the definition of a scenario in scenario planning?,An imagined sequence of future events,An unpredictable event,A planned for event,An unplanned for event,A,True,0.9991429,0.0007095657,0.000102222635,4.536102e-05
What assumption is the garbage can model of decision making based on?,Limited knowledge and great insight,Limited knowledge but high level of experience,Limited knowledge and uncertainty,Limited knowledge and high risk,C,False,0.6445658,0.098847374,0.23712252,0.019464202
By which principle is utilitarianism defined?,Equality for everyone,Maximisation of outcomes for individuals,The best outcome for the majority of people,The least worst outcome for everybody,C,False,0.00012337364,0.9997069,8.4793384e-05,8.4793384e-05
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,True,0.9999218,7.484597e-05,2.7262645e-06,5.714561e-07
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,True,0.002448631,0.007542314,0.98784816,0.0021609091
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,False,0.0012808241,0.00032384304,0.033032887,0.9653625
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,False,0.9848911,0.009655532,0.0019012871,0.003552072
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,False,0.053136233,0.9418623,0.003396886,0.0016045753
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,False,0.9160527,0.0313456,0.0069941487,0.045607578
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.0021806206,0.9968592,0.0008022055,0.00015796363
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,True,0.99987626,7.96695e-05,1.4737376e-05,2.930877e-05
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,False,0.04965224,0.0927626,0.32377326,0.53381187
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,False,0.013842611,0.11590276,0.856412,0.013842611
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,False,0.052466426,0.82071304,0.059452254,0.06736823
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,False,0.1141883,0.21333183,0.2739235,0.39855632
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,False,0.006651002,0.9870962,0.0016816367,0.004571162
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,False,0.996702,0.00020279734,0.00062465976,0.0024705774
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,True,0.010041477,0.08407626,0.903905,0.0019772842
What is the optimal span of control?,2,5,7,None of the above,D,False,0.086282134,0.49651942,0.23453917,0.18265928
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,True,0.0177071,0.061803855,0.40301174,0.51747733
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,False,0.26028132,0.0047672186,0.02743345,0.707518
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,True,0.19463073,0.055762634,0.22054549,0.52906114
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,True,0.017979378,0.98164076,0.0003293038,5.0500374e-05
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,0.001476597,0.004013807,0.012363397,0.9821462
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,True,0.017428346,0.005658156,0.025358092,0.95155543
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,False,0.9528453,0.03260457,0.0072750635,0.0072750635
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,True,0.00062627293,0.999276,8.475683e-05,1.299788e-05
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.0035923587,0.9960615,0.00029487876,5.124225e-05
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,True,0.036545373,0.07736656,0.23830578,0.64778227
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,False,0.59630686,0.10362259,0.08070136,0.21936904
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.39579594,0.0030219392,0.025302388,0.5758797
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,False,0.57595193,0.165013,0.113411665,0.14562346
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,True,0.99977237,9.6089774e-05,2.9305726e-05,0.000102287035
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,False,0.9967014,0.0031722824,0.000108549524,1.7720224e-05
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,False,0.0008677133,0.9515632,0.04737554,0.00019361301
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,True,0.0004856642,0.00042859715,0.0040664165,0.9950193
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,False,0.99342173,0.005212999,0.0011631772,0.0002021299
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.011191469,0.22478665,0.22478665,0.5392352
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,True,0.0016079805,0.16401847,0.83295447,0.0014190378
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,True,0.16538548,0.060841918,0.7412063,0.03256633
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,False,0.99601585,0.0024688765,0.0010291808,0.0004861506
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,True,0.9986821,0.00062590075,0.00013965734,0.0005523554
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,False,0.09246349,0.36570022,0.53209066,0.009745581
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,False,0.9434037,0.0118757,0.01957972,0.025140857
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,False,0.0039440626,0.13060942,0.8516804,0.013766131
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,True,0.0032465667,0.01284042,0.90018296,0.083730064
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.002457244,0.0021685103,0.991323,0.0040513105
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,True,0.00043038893,0.00037981692,0.99917907,1.0774576e-05
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,True,0.007412443,0.003967595,0.017781526,0.9708384
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.9981743,0.00010870994,0.00021619552,0.0015006943
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,False,0.002427256,0.010878207,0.5241414,0.46255314
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,False,0.473316,0.1536632,0.11967303,0.2533478
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,True,0.08560019,0.14113085,0.3385553,0.43471363
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,False,0.72769547,0.08691083,0.08691083,0.09848287
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.16256487,0.041102838,0.06776712,0.7285652
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,False,0.99991333,7.484534e-05,8.939001e-06,2.902069e-06
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,True,0.44229883,0.16271265,0.12672074,0.2682678
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.99995637,6.5401946e-06,9.515927e-06,2.7535249e-05
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,False,0.8798541,0.020692185,0.006717769,0.09273594
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,True,0.002174068,0.0003777964,0.0035844322,0.9938637
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,False,0.021059817,0.0648688,0.018585222,0.8954862
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,False,0.4026711,0.4026711,0.07929064,0.115367204
