0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_52000_gpt35_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_52000_gpt35_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_52000_gpt35_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_52000_gpt35_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_52000_gpt35_Tptvicuna_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.25486,0.17516257,0.03043869,0.5395387
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.3179559,0.36029124,0.10322517,0.21852769
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.42400432,0.09460815,0.10720508,0.3741825
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.295144,0.12303432,0.20284931,0.37897238
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.54619974,0.12187364,0.07392009,0.25800648
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.5825616,0.18913007,0.06140154,0.1669067
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.3292218,0.6150673,0.016390989,0.039319936
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.30340105,0.0984999,0.38957468,0.2085243
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.8409892,0.11381551,0.008244768,0.036950488
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.60946006,0.22420783,0.030343229,0.13598892
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.39976883,0.51331335,0.032815024,0.054102827
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.063152224,0.7693516,0.033802953,0.13369326
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,True,0.43041068,0.23038225,0.108824864,0.23038225
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.09904043,0.7318153,0.025041342,0.14410298
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.4980398,0.20761387,0.111127704,0.18321861
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.7260792,0.20802519,0.013298606,0.052597005
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.52308184,0.116715334,0.0802172,0.27998555
