0,1,2,3,4,5,llama_7B_alpacacode_alpaca_52000_correct,llama_7B_alpacacode_alpaca_52000_choiceA_probs,llama_7B_alpacacode_alpaca_52000_choiceB_probs,llama_7B_alpacacode_alpaca_52000_choiceC_probs,llama_7B_alpacacode_alpaca_52000_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.17999698,0.05157,0.1401818,0.6282512
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.17063208,0.24826822,0.11727359,0.46382606
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.6888571,0.08227225,0.135644,0.093226664
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.21637933,0.27783656,0.19095409,0.31483006
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.36717004,0.17343885,0.2859523,0.17343885
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.34040636,0.23395765,0.30040756,0.12522851
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.82263404,0.14295237,0.019346498,0.015067069
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.3468667,0.23839776,0.27014005,0.14459555
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.8349845,0.12804902,0.019636953,0.01732955
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.8036259,0.13964924,0.021415904,0.035308857
