0,1,2,3,4,5,llama_7B_llamatokenizer_ds_alpaca_combine_52000/epoch2_correct,llama_7B_llamatokenizer_ds_alpaca_combine_52000/epoch2_choiceA_probs,llama_7B_llamatokenizer_ds_alpaca_combine_52000/epoch2_choiceB_probs,llama_7B_llamatokenizer_ds_alpaca_combine_52000/epoch2_choiceC_probs,llama_7B_llamatokenizer_ds_alpaca_combine_52000/epoch2_choiceD_probs
The study of older adults and aging is referred to as,Gerontology,Geropsychiatry,Geriatrics,Gero-education,A,True,0.7518747,0.0039454764,0.24409796,8.1885744e-05
Which of the following factors is associated with a decreased risk of Alzheimer's?,Being African or Hispanic American,Eating fish,A lower level of education,Being married,B,False,0.09846756,0.20845583,0.12643485,0.5666417
The docility hypothesis is that,Those with low capabilities are more vulnerable to environmental demands,Those who experience high environmental demands become more docile,Those who experience high environmental demands become less docile,Those with less capability are less vulnerable to environmental demands,A,False,0.33749628,0.4333538,0.20470184,0.024448149
Normal memory seems to be improved by,Aerobic exercise,Taking acetylcholine,Taking gingko,Increasing social contacts,A,False,0.121644065,0.17699106,0.15619406,0.54517084
The perspective that development is embedded in history means that,Change can always occur regardless of age,Sociocultural conditions must always be considered,"Development in any particular areas (e.g., social) is tied to development in other areas (e.g., cognitive)",Some characteristics change with age while others do not,B,True,0.06912052,0.4507224,0.35102296,0.12913413
"The answer ""both play an important role"" is clearly applicable to the question of",Nature vs. nurture,Mechanistic vs organismic,Continuity vs. discontinuity,All of these questions,D,True,0.0019128559,0.004049516,0.0031537663,0.9908839
Which of the following does NOT usually occur to the lens of the eye as one grows older?,It becomes thicker,It yellows,It becomes clouded,It fills with fluid,D,False,0.43879536,0.23487024,0.30157936,0.02475514
The houses of the future may allow you to operate virtually everything in the house from a central terminal; such a house is already in production and is referred to as,Technohouse,Compuhouse,Futurehouse,Smarthouse,D,False,0.6562043,0.21303834,0.08880759,0.041949734
The reaction time difference between younger and older adults is reduced when older adults,Practice regular aerobic exercise,Lift weights on a regular schedule,Consume large quantities of vitamins,Practice Tai chi,A,False,0.008445691,0.010844481,0.0045206524,0.97618914
A major difference between programmed and unprogrammed theories of senescence is that programmed theories,Attribute senescence only to environmental factors,Are far too difficulty to test,Claim that senescence follows a predetermined plan,Rely too heavily on computer models,C,True,0.25070098,0.19524613,0.530734,0.023318825
One reason that older adults show high levels of optimism is that,Many pessimists die at a younger age,They do not really know what is going on,This may be a warning sign for dementia,Our measures have low validity,A,True,0.44238636,0.23679237,0.20896852,0.11185279
Bu is often late for appointments but says it's because she had more important things on her mind. This is an example of which coping strategy?,Immunization,Accommodation,Avoidance,Assimilation,A,True,0.3969475,0.24076083,0.35030493,0.011986776
Which of the following is most strongly associated with loss of bone density?,Genetic factors,Lifestyle factors like not exercising,Hormonal factors such as loss of estrogen,Cohort factors,B,False,0.16388723,0.12763551,0.64818656,0.060290746
That super sweet iced tea that your grandmother gives you might be that way because she,Has lost a lot of sweet taste buds and cannot taste sweetness as well anymore,Is a member of that cohort that really enjoys sweets,Is trying to get you to be a little sweeter than you have been in the past,Has experienced damage in her parietal lobe where sweet sensations are directed,A,True,0.4599585,0.4599585,0.07053692,0.009546134
A shortage of these two vitamins can produce symptoms that mimic dementia:,A and C,B6 and B12,B6 and D,B12 and E,B,True,0.10360471,0.86747164,0.018003799,0.010919857
Which of the following is one of McAdam's levels of personality?,Control,Identity,Generativity,Assimilation,B,False,0.022695202,0.24399643,0.585317,0.14799131
"In this chapter's Senior View, Dr. Donham told us that mental stimulation, exercise, diet, and what other factor is important for long life?",Moderate amounts of alcohol,Social support,Good genes,Avoiding stress,C,True,0.17952487,0.0015531945,0.7100346,0.10888734
Surveys of older adults who are living together show that they tend to view cohabitation as,A first step toward eventual marriage,An alternative to marriage,A way to save on expenses,Their swan song,B,True,0.1789776,0.8021219,0.016647508,0.0022529953
Older adults may be more attached to a place than younger adults because,That place holds many memories,It's much harder to move when you're older,Young adults pay less attention to place then do older adults,That place represents transcendence,A,True,0.8526211,0.089865595,0.037461556,0.020051727
The Hayflick number for human cells is,Unknown,Between 45 and 55,Less than 30,More than 60,B,True,0.013865587,0.7570354,0.037690572,0.19140851
High levels of self-care behaviors have been associated with high levels of,Neuroticism,Extraversion,Agreeableness,Secondary control,C,False,0.01131263,0.018651376,0.17695932,0.79307663
Research has offered some longitudinal as well as cross sectional support for the theory put forth by,Peck,Foos,Levenson,Erikson,D,True,0.09692768,0.20519589,0.26347676,0.43439972
"Which of the following is more likely to be a cohort, rather than an age, difference?",A higher proportion of older women have completed menopause,A smaller proportion of older women report dreams about sex,A higher proportion of older men are bald,A higher proportion of older men and women are victims of cancer,B,False,0.6442052,0.015150255,0.304301,0.03634357
Fear of aging has been associated with high levels of,Introversion,Neuroticism,Rigidity,Mid-life crisis,B,False,0.08744528,0.06810246,0.11228196,0.73217034
In which dementia are cognitive symptoms less likely?,Parkinson's,Pick's,Huntington's,NeuroAIDS,A,False,0.04265776,0.5888722,0.090306476,0.27816352
"In this chapter's Senior View, Dr. Shealy advises you to",Stay in school,Eat the right foods,Get plenty of exercise,Find a high paying job,A,True,0.36463642,0.2506107,0.2506107,0.13414225
"When your sister Patricia was feeling depressed, you comforted her and reminisced about happier times. You provided which type of social support?",Emotional,Instrumental,Informational,Friendly,A,True,0.9015432,0.0032514725,0.08385658,0.011348754
Hearing loss occurs more frequently for,Men than women,Women than men,People who already have some loss of vision,People who are obese,A,False,0.27253914,0.5769654,0.11361122,0.036884163
Continued stress is damaging to health and longevity because it leads to,Over exercising which causes physical damage,Suppression of the immune system,"Less eating and, in many cases, severe eating disorders",Risky behaviors such as speeding and not using a seat belt,B,True,0.31115207,0.4527236,0.14697783,0.08914656
One difference that seems to be mostly cohort rather than age is the difference in ____ for different age groups,Coping strategies,Work productivity,Rates of dementia,Personality traits,D,False,0.07512348,0.007917956,0.71275175,0.2042068
"According to Tat Kleckley of this chapter's Senior View, the most important part of the healing process for those who are bereaved is to",Stay away from other people for a while,Get out and be active,Talk about your loss,Make new friends who don't know about your loss,C,False,0.13114172,0.5877364,0.27762702,0.0034948087
Social support is most likely to have a positive influence on health and well being when it is,Very emotional,Perceived as support,Unexpected,External rather than internal,B,True,0.092064716,0.7708484,0.05584007,0.08124682
Free radicals are produced by,Normal metabolism,Excess consumption of Vitamins A and C,Lack of sunlight,A weakened immune system,A,True,0.7105482,0.20357548,0.05832535,0.027550943
Prejudice or bias against older adults is referred to as,Ageism,Oldism,Age bigotry,Senilism,A,True,0.9964593,0.0019236191,0.0013220827,0.0002949965
"The program that takes over care for those with 6 or fewer months to live, attempts to keep them at home, provides pain relief, and ends all life-prolonging technologies is called",Euthanasia,Cryonics,Medicare,Hospice,D,True,0.009207546,0.03641655,0.015180676,0.9391952
Loss of smell for adults 80 and older is,Very infrequent (less than 15%),Very frequent (more than 75%),Infrequent (less than 40%),Frequent (close to 50%),B,False,0.06793114,0.18465596,0.30444622,0.44296664
Activation of a class of genes called sirtuins may help to,Prevent some diseases,Ward off dementias,Increase memory and intelligence,Produce emotional stability,A,False,0.44365427,0.50272614,0.03641736,0.017202342
Elder abuse most frequently comes from the older adult's,Spouse,Children,Grandchildren,Neighbors,B,False,0.26675123,0.18333524,0.38812074,0.1617928
Projective tests generally ___ than objective tests of personality.,Have higher reliability,Are more visual,Are more valid,Provide more information,B,False,0.6816721,0.11845685,0.081414126,0.11845685
Cells in the eye that respond to low levels of illumination are called,Rods,Cones,Retinal cells,Nocturnal detectors,A,False,0.21980108,0.012400328,0.76718116,0.000617376
Some work on age stereotypes suggests that,Positive ones are stronger,Negative ones are stronger,They never last very long,They are very rare,B,False,0.28287002,0.2202994,0.3632123,0.13361834
Which of the following could very well be a cohort difference rather than a change that occurs with age?,Differences in weight,Shrinkage of the thymus gland,Enlargement of the heart,Increasing size of nose and ears,A,False,0.21505179,0.1674825,0.10158327,0.51588243
The major question concerning aging and personality is:,Do older adults still have personalities?,Does personality change with age?,Does personality decline as we grow older?,Does personality increase of decrease with age?,B,False,0.43396434,0.38297218,0.12433287,0.058730688
A researcher who wants to examine both age and cohort differences is advised to use a _____ design.,Cross-sectional,Cross-sequential,Correlational,Quasi-experimental,B,False,0.48996645,0.003301368,0.01676573,0.48996645
Which of the following is NOT one of the most rewarding aspects of being a grandparent as reported by grandparents?,Feelings of immortality,Spoiling the grandchildren,Having others to wait on you,Remembering when they were grandchildren,C,False,0.5789078,0.08877839,0.30986702,0.02244669
"Of the following animals, which has the longest life span by current measures?",Gorilla,Blue whale,Dog,Queen honey bee,B,False,0.054800086,0.02588573,0.062096637,0.8572176
One advantage of an expected death over an unexpected death is that,One can use up some grief before the actual loss,One can make funeral and estate plans with the loved one,One can find ways to avoid having the same death for themselves,One can assist the terminally ill person in speeding their death,B,False,0.47506908,0.28814396,0.15423235,0.08255462
Changes in the reproductive system are more _____ for men but not for women,Mechanistic,Continuous,Organismic,Nurturant,B,False,0.3860056,0.16091107,0.06707772,0.3860056
Which of the following hormones has not yet been claimed to ward off senescence?,DHEA,Human growth hormone,Melatonin,Viasterol,D,True,0.019409867,0.017129147,0.028241191,0.93521976
The majority of older widows live,Alone,With children,With a friend,In an institution,A,True,0.5364816,0.1356438,0.15370457,0.17417008
Centenarians are people who,Were born before the centennial,Study old age and older adults,Are 100 or more years old,Have not yet reached old age,C,True,0.07918751,0.16763997,0.7513102,0.001862312
Quantitative analyses of TV shows have shown that,Older adults are almost always portrayed in a negative way,The more positive portrayals occur during commercials,The proportion of older men is particularly low,The proportion of older women is particularly low,D,False,0.525162,0.1931963,0.21892008,0.062721655
Which of the following groups of Americans have the lowest rate of alcohol abuse?,African-American,White,Native-American,Asian-American,D,True,0.108117506,0.07430801,0.33302537,0.48454905
"If you believe that changes occur slowly and steadily throughout life, you would be holding the _____ side of this view of development.",Mechanistic,Organismic,Continuity,Stability,C,True,0.086991526,0.086991526,0.82535267,0.0006641885
"All other things being equal, which of the following persons is likely to live the longest?",A black man,A white man,A black woman,A white woman,D,False,0.58186144,0.037197158,0.311448,0.06949344
"Which of the following age differences could be, in part, a cohort effect? Differences in",Depression,Alcoholism,Dementia,Suicide,B,False,0.09721635,0.024580142,0.38449812,0.49370536
"Clifford and Lucia Pauling, in Senior View, told us that physical changes",Are rapid and frightening,Can be offset by meditation,Take a long time,Should not be discussed in public,C,True,0.051203974,0.26003522,0.4287256,0.26003522
The biggest and most dangerous changes in the cardiovascular system take place in the,Heart,Blood vessels,Red blood cells,Plasma,B,True,0.2195682,0.76636827,0.012387189,0.0016764238
Older adults generally perform very well when their _____ memory is tested.,Episodic,Working,Retrospective,Semantic,D,False,0.6137512,0.1369464,0.1551806,0.09412179
"With respect to marital satisfaction, most long lasting marriages",Show high satisfaction through all the years of marriage,Show high satisfaction that steadily declines as the years pass,Show lower levels during the years when children are present,Show ups and downs throughout the marriage,C,False,0.017646434,0.96346265,0.009445455,0.009445455
Theories,Are not very important in aging research,Attempt to explain findings and guide future research,Have never been adequately tested,Have been around for a long time but have only recently been tested,B,False,0.02516969,0.21074323,0.028520994,0.73556614
The least favored theory of senescence among researchers is the _____ theory,Free radical,Biological clock,Wear and tear,Garbage accumulation,C,True,0.21159413,0.041665353,0.73853606,0.008204394
A researcher finds that age is negatively correlated with cigarette smoking; this means that,Older adults experience more negative effects from smoking that do younger adults,Older adults smoke more than younger adults,Older adults smoke less than younger adults,Older and younger adults smoke about the same number of cigarettes and both experience negative effects,C,True,0.30971655,0.14629973,0.39768392,0.14629973
"When a researcher takes part in the situation he or she is observing, he or she is said to be a(n)",Active observer,Participant observer,Indiscreet observer,Meddling observer,B,False,0.7041143,0.2935185,0.0019777121,0.00038943463
"The term ""work-family conflict"" for middle-aged adults can occur when they must",Care for an ailing parent while continuing to work,Work a high stress job while their children are at home,Pay for nursing home care by sacrificing their own care,Serving as an executor of their parent's estate while still working full time,A,True,0.8997158,0.039530754,0.050758492,0.009994939
Do traits change with age?,No,They change a little,Only for women,They change quite a lot,B,False,0.03505175,0.33256176,0.08408478,0.54830164
The cause of Alzheimer's appears to be,Mostly environmental,Aluminum,Mostly genetic,Apo-E 4,C,True,0.0023386641,0.04697332,0.9434844,0.0072035925
Older married men have been found to have,Higher levels of positive emotions,Lower levels of positive emotions,Higher levels of negative emotions,Lower levels of negative emotions,D,False,0.11712428,0.4088039,0.28096655,0.1931053
"Within the United States, which location has the longest life expectancy?",California,Florida,Alaska,Hawaii,D,True,0.009512588,0.0024051592,0.017771855,0.9703104
The largest proportion of older adults living alone reside in,Hawaii,"Washington, DC",Florida,California,B,False,0.032329563,0.087880865,0.5730552,0.30673435
Which level of personality description appears to show the most change with age?,Traits,Personal concerns,Coping strategies,Identity,B,False,0.20278451,0.12299502,0.5512254,0.12299502
The positive relationship between religion and physical health is NOT thought to be due to,Social support derived from a religious community,The rules of some religions which forbid unhealthy behaviors,The stress reducing effects of prayerful meditation,The benefits of knowing that others are praying for you,D,False,0.28843936,0.19824126,0.41967678,0.09364255
Human factors examines the performance of different tasks by examining,The factors that influence performance,The interaction between human and environment,The human side of the equation,The effects of environmental changes on humans,B,False,0.1476744,0.10149503,0.74995244,0.000878104
Prospective memory refers to memory,For some recent event,For something that happened a long time ago,To do something in the future,For the context and source of remembered information,C,True,0.006631186,0.008514612,0.9841553,0.00069892185
The total number of people who have some disorder divided by the total number of people gives you the ____ rate.,Prevalence,Incidence,Incipient,Diseased,A,True,0.7875681,0.018521827,0.057051245,0.13685882
Remarriages are,More frequent for woman than men,Typically more successful,Typically less successful,Most common among those who have never been married before,C,False,0.2656047,0.23439533,0.23439533,0.2656047
