0,1,2,3,4,5,llama_7B_ga_alpacagpt4_20000/ckp7500_correct,llama_7B_ga_alpacagpt4_20000/ckp7500_choiceA_probs,llama_7B_ga_alpacagpt4_20000/ckp7500_choiceB_probs,llama_7B_ga_alpacagpt4_20000/ckp7500_choiceC_probs,llama_7B_ga_alpacagpt4_20000/ckp7500_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.18621314,0.1279823,0.23910241,0.4467021
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.41437846,0.25133324,0.04949045,0.28479788
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.3430773,0.22150736,0.092338,0.3430773
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.31771013,0.116879016,0.103145376,0.4622655
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.05440782,0.16758789,0.115181364,0.66282296
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.38190207,0.26247722,0.12398545,0.23163532
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.6650151,0.16814215,0.051280458,0.1155623
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,True,0.20524758,0.29863346,0.23257597,0.2635431
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.33887932,0.43512967,0.1503768,0.0756142
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.18554801,0.36900628,0.119798794,0.3256469
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.07115296,0.36134455,0.10352695,0.46397558
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,True,0.23201755,0.18069544,0.20475478,0.38253227
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,True,0.3441287,0.2087246,0.14345418,0.30369252
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,True,0.4039767,0.21623316,0.102141306,0.27764887
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.041387323,0.11250242,0.11250242,0.7336079
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.15850729,0.23062675,0.23062675,0.38023922
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.16660273,0.24240555,0.13811852,0.45287317
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.8044566,0.12336742,0.0061421017,0.06603382
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,True,0.31795606,0.2185278,0.055252478,0.40826365
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.26112592,0.37993598,0.17946905,0.17946905
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.52295065,0.14982787,0.08019708,0.24702439
