0,1,2,3,4,5,llama_7B_ga_sharegpt_xc_20000/ckp10000_correct,llama_7B_ga_sharegpt_xc_20000/ckp10000_choiceA_probs,llama_7B_ga_sharegpt_xc_20000/ckp10000_choiceB_probs,llama_7B_ga_sharegpt_xc_20000/ckp10000_choiceC_probs,llama_7B_ga_sharegpt_xc_20000/ckp10000_choiceD_probs
What is the term for a sub-optimal but acceptable outcome of negotiations between parties?,Bargaining,Satisficing,Accepting,Compromising,B,False,0.3313637,0.29242745,0.3313637,0.0448452
What is the term for the 'rule of thumb' type of bias in decision making?,Framing bias,Hindsight bias,Over-confidence bias,Heuristics,D,True,0.09070459,0.1319744,0.017860793,0.7594602
What is a normative perspective?,The way things are.,The way things are going to be.,The way things should be.,The way things were.,C,True,0.1054622,0.1054622,0.7792661,0.009809513
"In the 'five forces model', what is the type of competitive activity that exists between organisations?",The potential for entry into the industry,The threat of substitute products,The power of customers,The level of rivalry,D,False,0.071465045,0.52805924,0.11782595,0.28264976
Which one of the following political leaders could not be termed a 'transformational' leader?,Margaret Thatcher,Mikhail Gorbachov,Nelson Mandela,Bill Clinton,D,False,0.2589478,0.15705977,0.42693272,0.15705977
What is a Gantt chart a type of?,Work flow design,Work schedule design,Work rate design,Work output design,B,True,0.020313047,0.9787375,5.705517e-05,0.00089249306
Which one of the following is a feature of McGregor's Theory X?,Workers enjoy responsibility.,Workers view physical and mental effort as a natural part of work.,Workers like to show initiative.,Workers like to be directed.,D,False,0.7687473,0.17153072,0.004034016,0.05568787
What is the term for power derived from status or position in an organisation?,Referent,Expert,Reward,Legitimate,D,False,0.5804687,0.06118095,0.047647774,0.31070253
Which writer is most associated with bureaucratic structures?,Henry Fayol,Max Weber,Adam Smith,Mary Parker Follett,B,True,0.26714146,0.7261658,0.0017999851,0.0048928666
Who of the following is the industrial philanthropist?,Frederick Taylor,Seebohm Rowntree,Henry Ford,Max Weber,B,True,0.058818072,0.92006946,0.01685166,0.004260767
