0,1,2,3,4,5,llama_7B_alpaca_20000/ckp30k_correct,llama_7B_alpaca_20000/ckp30k_choiceA_probs,llama_7B_alpaca_20000/ckp30k_choiceB_probs,llama_7B_alpaca_20000/ckp30k_choiceC_probs,llama_7B_alpaca_20000/ckp30k_choiceD_probs
 Just war theory's principle of military necessity belongs to,jus in bello.,jus ad bellum.,moral nihilism.,all of the above,A,False,0.0009039089,0.0066790334,0.001160642,0.9912565
" According to Mill, censoring speech that is possibly true",violates human dignity.,fails a prima facie duty of honesty.,is tantamount to asserting that you are infallible.,is a risk worth taking of the speech is dangerous enough.,C,False,0.013314211,0.017095786,0.036191776,0.93339825
 West argues that feminist rhetoric has,"obscures the harms of noncoerced, consensual sex by implying that because what is coerced is bad what is noncoerced is good.",obscures the harms of rape by equating all sex with nonconsensual sex.,"by not acknowledging a distinction between what is good and what noncoerced, has led to the acknowledgement of the harms of consensual sex.",All of the above,A,False,0.040902283,0.024808489,0.003357464,0.9309317
" According to Mill, the value of a particular pleasure depends on",its quantity alone.,its quality alone.,both its quantity and its quality.,neither its quantity nor its quality.,C,False,0.0052089314,0.014159343,0.10462418,0.87600756
" According to Carruthers, whenever someone is required to act in a certain way toward an animal for the sake of the animal, what explains that fact are facts about",the animal.,the wider effects on human beings.,both A and B,neither A nor B,B,False,0.0053226184,0.03470783,0.06484277,0.89512676
" What does SCNT stand for, as used in the discussion on cloning?",skin cell nuclear transfer,stem cell nuclear transmission,somatic cell nuclear transfer,none of the above,C,False,0.017421534,0.028723253,0.0026716786,0.9511835
" Velleman worries that, by offering a patient the option of euthanasia,",we allow the patient to harm him- or herself.,we force doctors to harm the patient.,we harm the patient's family.,we harm the patient.,D,True,0.017519552,0.02249555,0.0034498044,0.9565351
 Nathanson supports which of the following kinds of retributivism?,preventive,proportional,equality,retaliatory,B,False,0.06870348,0.14544527,0.047219165,0.738632
 Carruthers approaches questions about the moral standing of nonhuman animals from the perspective of which of the following moral theories?,consequentialism,Kantianism,virtue ethics,contractualism,D,True,0.010108435,0.039979637,0.039979637,0.9099323
" In Gardiner's analysis, which of the following is a characteristic of the climate change problem?",institutional adequacy,dispersion of causes and effects,fragmentation of agency,all of the above,D,True,0.0031368472,0.008526835,0.0027682579,0.98556805
" What is the ""intergenerational storm"" of climate change?",the problem of massive world overpopulation over generations.,the problem that the bad effects of current carbon dioxide emissions will fall largely on future generations.,"the problem that the compounding effects of greenhouse gas emissions require the current generation to, in effect, cooperate with future generations.","the problem that countries are possibly biased toward the interests of the current generation, which largely benefits from carbon dioxide emissions.",D,True,0.017490912,0.050611634,0.03478483,0.89711267
 Hourdequin argues that one flaw of consequentialist calculation is that,it fails to reconcile prima facie duties.,it can run counter to a person's being able to integrate her commitments at various levels.,it can run counter to the idea that persons are atomistic and individually rational actors.,it fails to recognize that possibility that the persons are best understood in relation to one another.,B,False,0.004733696,0.009414078,0.025590118,0.9602621
 Dershowitz discusses the hypothetical case where the hijacked planes of 9/11 must be shot down to argue that important decisions like these,often have to be made quickly and without immediate authorization.,should be made with visibility and accountability by the highest-level officials.,have no objective answer.,none of the above,B,False,0.0044150115,0.019786708,0.022421278,0.953377
 Baxter argues that we should view our treatment of the environment as a matter of various trade-offs whose aim is,to minimize damage incurred by all individual living beings.,to minimize the suffering of all sentient creatures.,to promote the functional integrity of ecosystems.,to promote human welfare.,D,True,0.0021622619,0.16136272,0.017007506,0.81946754
 Which of the following is an example of a value-based moral theory?,consequentialism,virtue ethics,both A and B,neither A nor B,C,False,0.0051729735,0.12532969,0.05224518,0.81725216
 Kass worries that cloned individuals:,will be seen as curiosities.,will be scrutinized in relation to the person they are clones of.,both of the above,none of the above,C,False,0.07583337,0.1819148,0.1819148,0.56033707
" Why, according to Gill, does Leon Kass think the notion of being ""better off dead"" is incoherent?","because dead people no longer exist, and thus cannot benefit from choosing to die.","because some things (e.g., long-term torture) are worse than death.",because there has yet to be a satisfactory philosophical explanation of why death is bad.,"because death is, by definition, undesirable.",A,False,0.067006215,0.09749346,0.019197602,0.8163028
" In response to the argument that embryos are not persons because they lack certain rights that all persons have (such as the right to life), Lee and George argue that",the right to life belongs to a human being at all times that he or she exists.,"the right to life belongs to all living creatures, human or not.","not all persons have the right to life-for example, a murderer has given up his or her right to life through his or her actions",all of the above,A,False,0.0050885323,0.02280522,0.0024036525,0.9697026
 The consequentialist approach to punishment is at odds with,retributive theories of punishment.,perfectionist theories of punishment.,legal theories of punishment.,preventive theories of punishment.,A,False,0.005024293,0.044781033,0.05074356,0.89945114
" What does Hursthouse say about the claim that any adequate action-guiding (i.e., moral) theory must provide clear guidance about what ought and ought not to be done that any intelligent person could follow?",She says the claim is very plausible.,She says the claim is implausible.,She says the claim is self-evident.,She says the claim is true.,B,False,0.024516528,0.066642836,0.096964754,0.81187594
