0,1,2,3,4,5,llama2_7B_alpacacode_alpaca_combine_26k_52000_correct,llama2_7B_alpacacode_alpaca_combine_26k_52000_choiceA_probs,llama2_7B_alpacacode_alpaca_combine_26k_52000_choiceB_probs,llama2_7B_alpacacode_alpaca_combine_26k_52000_choiceC_probs,llama2_7B_alpacacode_alpaca_combine_26k_52000_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,False,0.024085041,0.33248374,0.095258184,0.548173
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,False,0.3767354,0.13859321,0.057774246,0.42689714
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,False,0.116867885,0.10313554,0.01792227,0.7620743
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,True,0.5764635,0.022351917,0.0049873865,0.3961972
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.12181106,0.07388215,0.009998861,0.7943079
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,True,0.98368764,0.007510548,0.00029121552,0.008510565
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,False,0.007947648,0.051825173,0.021603948,0.9186232
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,False,0.3004334,0.08607561,0.052207496,0.56128347
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,False,0.023112878,0.1507149,0.1507149,0.6754573
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,False,0.017215487,0.163336,0.08742745,0.7320211
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,True,0.045407347,0.07486407,0.07486407,0.8048645
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.15824619,0.03116052,0.006952852,0.8036404
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,False,0.022583067,0.0136973215,0.0034632254,0.9602564
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,False,0.15636921,0.044800527,0.004721941,0.79410833
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,False,0.18575697,0.11266729,0.053220257,0.6483555
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,False,0.020008868,0.1675322,0.061631653,0.75082725
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.04726231,0.100054316,0.1133764,0.739307
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.6820236,0.19540304,0.0040554604,0.11851793
