0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_alpaca_52000_correct,llama_7B_llamatokenizer_alpacacode_alpaca_52000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_alpaca_52000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_alpaca_52000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_alpaca_52000_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,True,0.0004298655,0.00080309453,0.9979639,0.00080309453
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,False,0.13082445,0.061797094,0.7528427,0.054535747
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,True,0.0902726,0.35703504,0.033209432,0.5194829
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.9906515,0.00070353533,7.415208e-05,0.0085708145
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,True,0.3208134,0.67916197,1.0010303e-05,1.45649055e-05
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,True,0.0005230857,0.053356197,0.9457612,0.00035951124
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,8.479339e-05,0.00020340877,0.99970704,4.783715e-06
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,True,0.6784313,0.07150613,0.02980819,0.22025438
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,True,0.9984389,0.0013247092,0.00023019993,6.1346204e-06
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,False,0.9855377,0.01405794,7.37693e-05,0.00033061107
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,True,0.8527321,0.13077071,0.0027140595,0.013783131
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,True,0.014853816,0.71569693,0.10975568,0.15969357
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,False,0.5247333,0.010890492,0.46307552,0.0013006838
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,True,0.06683537,0.8142215,0.021698268,0.097244896
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,True,0.90103024,0.030831559,0.06527042,0.0028677818
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,False,0.97393847,0.02595458,5.010413e-05,5.6775414e-05
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.9996779,0.00029594937,1.1475203e-05,1.4734452e-05
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,True,0.9183551,0.07538318,0.0020088938,0.0042528277
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,True,0.8865412,0.05667468,0.0067688255,0.05001523
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.9997298,0.000261188,1.994195e-06,6.9604234e-06
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,False,0.0075710868,0.99161667,0.00010799575,0.0007042207
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.99945885,0.00015837557,0.00037992327,2.9007497e-06
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.09443404,0.8959652,0.00081701454,0.0087837335
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,True,0.18829468,0.45169547,0.14664404,0.21336582
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.69709295,0.29059157,0.011267458,0.0010480369
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.9814819,0.007493707,0.010903279,0.00012112449
What kind of animal is a peregrine?,moose,cat,bird,fish,C,False,0.024632122,0.63527083,0.34003597,6.105693e-05
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.00010887105,0.00023048001,0.9996537,6.9598937e-06
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.9075,0.0061146873,0.051197648,0.035187595
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.9996909,0.0002611778,7.886886e-06,4.0052913e-05
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.99711955,0.0024716123,0.00022989574,0.000179043
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.0392171,0.25572762,0.009915635,0.6951397
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.9990735,0.00091103715,5.4172247e-06,1.0120709e-05
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.02561063,0.9610318,0.005043032,0.008314555
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,0.00017921887,0.0017003813,0.998099,2.1404641e-05
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.0010308325,0.0013236152,0.9976144,3.112845e-05
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,True,0.00029088353,0.0031272932,0.98256624,0.014015554
What do you call a young cow?,mare,lamb,kid,calf,D,True,0.15182507,0.15182507,0.28364655,0.4127033
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.21945469,0.76597214,0.0005439738,0.014029269
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,True,0.14592685,0.839751,0.009328791,0.0049933423
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,True,0.00078112027,0.017778216,0.97065765,0.0107830325
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.9931579,0.005905533,3.0989395e-05,0.0009056428
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.49088004,0.23187532,0.18058468,0.09666001
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.998922,0.00091089896,0.0001582905,8.930139e-06
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.93008196,0.031825654,0.006266843,0.031825654
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,True,0.033078436,0.9666936,9.2910515e-05,0.00013518402
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.9935255,0.005907719,0.0004279537,0.00013893623
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.9857275,0.014060647,0.00017699743,3.4852863e-05
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.39603132,0.11346488,0.041741397,0.4487623
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,True,0.009598246,0.010876237,0.9790477,0.00047786854
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.00010889529,0.99987626,6.9614434e-06,7.888349e-06
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.727636,0.2676823,0.00035515567,0.004326682
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.65273607,0.16503753,0.11342852,0.06879787
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.93662965,0.046632044,0.003378014,0.013360304
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.7485257,0.2430107,0.0011253628,0.0073382873
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.999894,9.610147e-05,6.143561e-06,3.7262582e-06
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.13084927,0.85324436,0.0021149814,0.01379141
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,True,0.0009770138,0.05334315,0.00014982992,0.94553
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.025957063,0.9740316,3.6298782e-06,7.684452e-06
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.9988122,0.0011694888,1.2991847e-05,5.4158077e-06
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,False,0.88003445,0.11909971,0.00037906828,0.0004867333
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,True,0.0014978072,0.0005510125,0.99625397,0.0016972381
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.2025342,0.4287649,0.22950132,0.13919958
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,True,0.0014935615,0.0014935615,0.003582868,0.99342996
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.0406177,0.92445457,0.013186635,0.021741088
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.99966156,0.0003353491,2.2595646e-06,8.312473e-07
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.7327634,0.046843994,0.010452309,0.20994024
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,True,0.070966564,0.76296246,0.01583478,0.15023622
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.99978536,0.0002034247,7.887631e-06,3.288054e-06
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,True,0.13296242,0.8670238,6.036484e-06,7.750999e-06
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.99986744,0.00010889433,6.9613816e-06,1.6699487e-05
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.8866807,0.093455456,0.0036236616,0.016240124
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,True,0.028141418,0.93191576,0.036134295,0.0038085268
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.0052198847,0.9947339,1.8825844e-05,2.7391441e-05
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,True,0.009657854,0.0051694773,0.985128,4.4724744e-05
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,True,0.2933744,0.07417667,0.6210736,0.01137536
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.89320844,0.06470381,0.0028428868,0.03924484
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.07408203,0.42631263,0.016529934,0.4830755
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.008573327,0.99094194,0.000107922264,0.00037668576
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.18499434,0.50286674,0.12714462,0.18499434
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.9865181,0.010959226,0.0019044279,0.00061827723
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,False,0.8514501,0.14795984,0.00011906817,0.00047092373
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.95247215,0.047420796,2.62277e-05,8.078701e-05
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.008573305,0.99093926,0.00022847082,0.00025889138
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.9220897,0.031552173,0.045908142,0.0004500676
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.00033501245,0.99865806,0.00020319533,0.0008036531
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,1.892386e-05,6.605076e-05,0.999913,1.9945603e-06
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,True,0.02876056,0.010580419,0.0082400385,0.9524189
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,False,0.81272686,0.05887374,0.003763672,0.124635704
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.26226214,0.48997018,0.12388386,0.12388386
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,False,0.85054326,0.14780226,0.0007755951,0.0008788643
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,True,0.02415869,0.045134377,0.02415869,0.9065482
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,True,0.46380144,0.5255559,0.0021478268,0.00849482
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.0002026641,0.00015783495,0.0035923072,0.9960472
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,True,0.9326914,0.009143785,0.005545986,0.052618846
