0,1,2,3,4,5,llama2_7B_alpacacode_sharegpt_qy_vic_2000_gpt4op_correct,llama2_7B_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceA_probs,llama2_7B_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceB_probs,llama2_7B_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceC_probs,llama2_7B_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.37300473,0.12109691,0.08322861,0.42266974
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,True,0.19579999,0.2848873,0.41450858,0.10480418
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.4227611,0.12112309,0.19969821,0.25641757
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,True,0.23500371,0.3874556,0.23500371,0.14253695
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.09983132,0.1452537,0.3075021,0.4474129
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.32545507,0.2236818,0.25346467,0.19739848
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.6955814,0.13696809,0.0941367,0.073313735
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.31366983,0.089867905,0.5171541,0.07930815
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.91630435,0.040259603,0.024418684,0.01901729
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.3919626,0.18515001,0.18515001,0.23773733
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.31122968,0.31122968,0.18877034,0.18877034
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.04904646,0.3198231,0.5272991,0.10383135
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.23062675,0.38023922,0.23062675,0.15850729
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,True,0.36385828,0.2206912,0.2206912,0.19475931
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.32538554,0.082270354,0.223634,0.36871013
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,True,0.18919975,0.35347164,0.24293727,0.21439138
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.335996,0.123606026,0.4888713,0.051526655
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.6346569,0.045974392,0.08589147,0.23347723
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.28458375,0.6024638,0.06349921,0.04945324
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,True,0.2866128,0.2529349,0.2866128,0.17383946
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.21519046,0.40202868,0.16759048,0.21519046
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.30040756,0.23395765,0.34040636,0.12522851
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.2733283,0.18785562,0.3509605,0.18785562
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,False,0.5501668,0.13910395,0.20239505,0.108334266
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,True,0.26747528,0.3030892,0.3030892,0.12634638
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,False,0.13815828,0.70162565,0.09495471,0.06526136
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,False,0.3632936,0.104085356,0.28293332,0.24968779
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,False,0.78448206,0.05015026,0.0826838,0.0826838
"Rosa has a goal of running a total of 100 miles this month. Each day that she ran, she ran 5 miles. Which expression could Rosa use to determine how many miles she has left to run after running for d days?",100 — 5d,5d+ 100,100 / 5d,5d,A,True,0.8885826,0.050130397,0.02683287,0.034454085
