0,1,2,3,4,5,llama_7B_alpaca_20000/ckp30k_correct,llama_7B_alpaca_20000/ckp30k_choiceA_probs,llama_7B_alpaca_20000/ckp30k_choiceB_probs,llama_7B_alpaca_20000/ckp30k_choiceC_probs,llama_7B_alpaca_20000/ckp30k_choiceD_probs
The Barkhausen criterion for an oscillator,Loop gain should be unity,Loop gain should be less than unity,The phase of a feedback signal with respect to input should be 0° or 360°,Both A and C,D,True,0.0048514716,0.005497438,0.005497438,0.9841537
Potentiometer method of DC voltage measurement is more accurate than direct measurement using a voltmeter because,It loads the circuit moderately.,It loads the circuit to maximum extent.,It uses centre zero galvanometer instead of voltmeter.,It does not load the circuit at all.,D,True,0.024564767,0.04050046,0.013148572,0.9217861
Which of these sets of logic gates are designated as universal gates?,"NOR, NAND.","XOR, NOR, NAND.","OR, NOT, AND.","NOR, NAND, XNOR.",A,False,0.016044851,0.026453488,0.08148248,0.8760192
"A single phase one pulse controlled circuit has a resistance R and counter emf E load 400 sin(314 t) as the source voltage. For a load counter emf of 200 V, the range of firing angle control is",30° to 150°.,30° to 180°.,60° to 120°.,60° to 180°.,A,False,0.076910175,0.059897706,0.036329795,0.8268623
A box which tells the effect of inputs on control sub system is known as,Data Box.,Logical box.,Decision box.,State box.,C,False,0.051055606,0.008872134,0.03508997,0.90498227
Two infinite parallel metal plates are charged with equal surface charge density of the same polarity. The electric field in the gap between the plates is,same as that produced by one plate.,double the field produced by one plate.,dependent on coordinates of field points.,zero.,D,True,0.0826838,0.0826838,0.050150264,0.7844821
The resistance in the circuit of the moving coil of a dynamometer wattmeter should be,Low.,Very low.,High.,Almost zero.,C,False,0.0577593,0.007816872,0.030916326,0.9035075
The following are the necessary requirements of an oscillator,Amplitude stability,Frequency stability,Power stability,Both A and B,D,True,0.005808026,0.0065813554,0.010850821,0.97675973
The normal voltage used in directional heating is,1.5 KV.,15 KV.,33 KV.,66 KV.,A,False,0.024298929,0.03120044,0.13983068,0.80467
LC oscillators are used for produce a waveform with frequency ranging from,1MHz to 500 MHz,100 KHz to 500 MHz,1 KHz to 1 MHz,1MHz to 100 GHz,A,False,0.03953197,0.13798013,0.12176704,0.7007209
A working diode must have,High resistance when forward or reverse biased,"Low resistance when forward biased, while high resistance when reverse bias","High resistance when forward biased, while low resistance when reverse bias",Low resistance when forward or reverse biased,B,False,0.019548807,0.013435686,0.025101166,0.9419143
What is the name of the fluorescent material that gives red colour fluorescence?,Zinc silicate.,Calcium silicate.,Zinc sulphide.,Magnesium silicate.,D,True,0.0026372136,0.04125296,0.017196793,0.93891305
How many bits are required to store one BCD digit ?,1,2,3,4,D,True,0.011111117,0.04979657,0.056426905,0.88266534
Commutator in DC generator is used for,collecting of current,reduce losses,increase efficiency,convert AC armature current in to DC,D,True,0.027285641,0.011374347,0.0577637,0.9035763
1 F is theoretically equal to,1 ohm of resistance,ratio of 1 V to 1 C,ratio of 1 C to 1 V,none of these,C,False,0.024335178,0.031246986,0.031246986,0.9131708
How many entries will be in the truth table of a 3 input NAND gate ?,3,6,8,9,C,False,0.12857085,0.5085076,0.034604378,0.3283172
In decimal number system what is MSD,First digit from left to right,First digit from right to left,Middle digit,Mean of all digits,A,False,0.14765239,0.032945704,0.11499179,0.70441014
"In Digital Logic Designs, GAL is abbreviated as",General Advance Logic,General Array Logic,Generic Advance Logic,Generic Array Logic,D,True,0.0155308675,0.0064742286,0.13003837,0.8479566
Inintel 8085A microprocessor ALE signal is made high to,Enable the data bus to be used as low order address bus,To latch data D0-D7 from data bus,To disable data bus,To achieve all the functions listed above,A,False,0.0637658,0.006313669,0.049660854,0.8802597
For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?,111.9 ohm,11.19 ohm,108 ohm,115 ohm,A,False,0.020219004,0.040210288,0.024388772,0.91518193
The concept of V/f control of inverters driving induction motors resuls in,constant torque operation,speed reversal,reduced magnetic loss,hormonic elimination,A,False,0.008093354,0.067764826,0.09859724,0.8255446
"The energy stored in the magnetic field in a solenoid 30 cm long and 3 cm diameter wound with 1000 turns of wire carrying a current at 10 amp, is",0.015 joule.,0.15 joule.,0.015 joule.,1.15 joule.,B,False,0.0040145656,0.0051548043,0.008498835,0.9823318
"While operating on variable frequency supplies, the AC motor requires variable voltage in order to",protect the insulation.,avoid effect of saturation.,improve the capabilities of the inverter.,protect thyristor from dV / dt.,B,False,0.0014373703,0.01363739,0.028870355,0.95605487
Which of the following windings are necessary in case of all dc machines?,closed winding,lap winding,wave winding,open type winding,A,False,0.11400955,0.10061307,0.041941766,0.7434356
