0,1,2,3,4,5,llama_7B_wizardlm_20000_largelogstep/ckp5k_correct,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceA_probs,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceB_probs,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceC_probs,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,False,0.07501319,0.62807775,0.21705787,0.07985113
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,True,0.07734872,0.6894016,0.12752648,0.105723165
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,False,0.059867907,0.6046444,0.23678215,0.098705485
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.084275186,0.58498573,0.2290837,0.101655275
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,True,0.09701002,0.67338294,0.13259697,0.09701002
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,False,0.07390445,0.65870315,0.18872161,0.078670874
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,False,0.06277174,0.5594784,0.3187812,0.05896859
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,False,0.0594892,0.60081965,0.23528434,0.1044068
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,False,0.1229596,0.48631465,0.29496476,0.09576103
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,True,0.068656266,0.6119266,0.16469781,0.15471928
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,False,0.09172073,0.636668,0.16097489,0.110636316
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,True,0.061753403,0.66391164,0.17868939,0.09564555
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,True,0.08693263,0.68377805,0.15257151,0.07671777
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,True,0.073106766,0.6515935,0.15476702,0.120532684
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,False,0.07088122,0.6725023,0.1597333,0.09688314
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,True,0.06329126,0.7243301,0.1258697,0.0865089
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,False,0.06772556,0.68400395,0.14337501,0.104895405
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,False,0.13256954,0.5243227,0.21857022,0.12453755
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,False,0.086026855,0.5971447,0.2063677,0.11046067
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,False,0.051107977,0.70552385,0.14788583,0.09548227
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,False,0.04797326,0.7504281,0.12250402,0.07909454
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,False,0.03931358,0.6149679,0.19965084,0.14606768
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.1830372,0.43908346,0.1948421,0.1830372
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,True,0.03890889,0.7341569,0.14456406,0.082370125
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.04930621,0.7245495,0.13402818,0.09211613
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.07721572,0.6073487,0.20989409,0.10554138
What kind of animal is a peregrine?,moose,cat,bird,fish,C,False,0.11084028,0.46665505,0.34141213,0.081092484
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,False,0.05300135,0.64568865,0.26916307,0.032146946
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.08966609,0.5492714,0.25945744,0.101605
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,False,0.05711022,0.6139927,0.24044299,0.08845404
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.10158327,0.51588243,0.21505179,0.1674825
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.0630458,0.63674,0.18242908,0.11778507
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.059792586,0.56729627,0.26797178,0.10493926
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.06549783,0.6214261,0.24335395,0.06972208
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,False,0.05172672,0.6708023,0.19218808,0.085282944
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,False,0.07089272,0.6726114,0.18103091,0.07546491
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,False,0.06799935,0.6451599,0.2229613,0.06387948
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.08905239,0.5806945,0.20068265,0.12957045
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.0675482,0.72621155,0.13433564,0.07190468
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,True,0.06772556,0.68400395,0.14337501,0.104895405
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.04443443,0.6133983,0.18707593,0.15509138
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,False,0.0829539,0.61295104,0.17561342,0.12848152
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,True,0.06727047,0.67940766,0.14241157,0.11091025
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.0683112,0.6899187,0.19766502,0.044105027
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.044350002,0.61223286,0.25521663,0.08820051
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,True,0.077489756,0.57257617,0.18588826,0.16404583
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,False,0.11276934,0.64894277,0.14479871,0.09348907
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,False,0.06687393,0.67540276,0.16042222,0.097301
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.06526149,0.58166933,0.2581142,0.09495491
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.08446691,0.6241308,0.22960488,0.061797317
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.080975294,0.63692,0.17142469,0.110680096
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,False,0.10257662,0.4597165,0.19163835,0.24606852
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.074730165,0.625708,0.19083016,0.10873175
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.13637102,0.53935784,0.21121556,0.11305554
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,True,0.083991095,0.62061495,0.15691604,0.13847792
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,False,0.12723377,0.5702222,0.19706354,0.10548051
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.082272224,0.6079141,0.19736081,0.112452805
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,False,0.08477212,0.5192922,0.21647318,0.17946258
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.09113161,0.6733766,0.15994096,0.075550765
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,True,0.04989153,0.7331507,0.14436594,0.07259175
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,True,0.056914847,0.6933648,0.13653162,0.11318869
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,False,0.06697851,0.6354744,0.19380875,0.103738345
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.047554184,0.6988036,0.1464772,0.10716501
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,False,0.055616595,0.6775488,0.13341728,0.13341728
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.06077938,0.5766587,0.25589076,0.10667114
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,False,0.08400051,0.66071516,0.14742549,0.107858784
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,False,0.06507551,0.6572394,0.15610804,0.12157706
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,True,0.06659427,0.4920688,0.33819363,0.10314322
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,False,0.078764126,0.6594839,0.14715075,0.11460112
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,True,0.08608938,0.76730627,0.097552046,0.049052246
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,False,0.07856402,0.6578085,0.1562432,0.10738429
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.08294606,0.54087627,0.25549185,0.12068581
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,True,0.08608751,0.52734995,0.30047497,0.08608751
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.06468498,0.695429,0.14576985,0.094116084
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,False,0.07889988,0.58299565,0.29314864,0.044955797
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,False,0.09032579,0.6674223,0.13989931,0.10235253
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.04904654,0.3198236,0.43714702,0.19398281
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.0715739,0.6790742,0.15152195,0.09782992
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.07787523,0.6940943,0.15487337,0.073157
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.0825447,0.5729737,0.22437973,0.12010182
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.054200232,0.660294,0.17771572,0.10779003
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.07121834,0.67570084,0.18186241,0.07121834
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.088503286,0.54214835,0.24057688,0.12877151
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.08880985,0.69854355,0.12921757,0.08342913
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.059050225,0.67579406,0.20610556,0.059050225
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.07015845,0.6656449,0.16830139,0.095895246
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,False,0.04675474,0.64542925,0.26905495,0.03876104
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,False,0.051822107,0.52338475,0.1925425,0.23225057
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,True,0.10504039,0.6434504,0.15283285,0.09867632
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.047098495,0.57377714,0.22469436,0.15443003
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.06995644,0.706535,0.13912499,0.08438357
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.06922414,0.65678036,0.2003067,0.073688716
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,True,0.07067144,0.490557,0.27951095,0.15926053
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,False,0.049134973,0.5985865,0.23440984,0.11786867
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,False,0.09668704,0.6304787,0.14067881,0.13215551
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.07088799,0.59353787,0.23243277,0.10314142
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.049294483,0.60052973,0.20753753,0.14263831
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,False,0.060739215,0.6134443,0.27221426,0.053602166
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,True,0.07018748,0.66592026,0.17923,0.084662266
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.06286633,0.63492745,0.1605348,0.14167146
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.07663685,0.53196514,0.19569904,0.19569904
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,False,0.050752956,0.58083683,0.31089956,0.057510637
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,True,0.072671734,0.60847294,0.17433043,0.14452499
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.0721,0.775148,0.11167066,0.04108134
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,False,0.07486283,0.519651,0.31518427,0.090301804
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.05075245,0.7458018,0.11437242,0.08907332
How many sides does a rhombus have?,4,6,8,10,A,False,0.07737384,0.57171965,0.2383282,0.11257827
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.10563081,0.4734044,0.19734432,0.2236204
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.0751468,0.712973,0.13188675,0.07999335
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,False,0.06257067,0.52389777,0.26343235,0.15009923
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,False,0.055034235,0.7136948,0.14053485,0.09073611
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.07653935,0.6821878,0.14299433,0.09827848
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.06204238,0.6670184,0.16864866,0.10229059
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.058037996,0.62396723,0.2025725,0.11542234
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.038163975,0.67647266,0.19381267,0.09155062
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,False,0.054023348,0.7005854,0.15632175,0.08906945
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.08010451,0.55603546,0.23179007,0.13206999
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,True,0.08961957,0.58439296,0.1782298,0.14775768
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,False,0.08320935,0.6544922,0.15545551,0.10684291
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.07464502,0.6653038,0.1580235,0.10202765
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,False,0.07960754,0.7095343,0.13125065,0.07960754
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.062324803,0.6294582,0.21753494,0.09068205
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.038737956,0.77807266,0.11932131,0.06386809
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.060936972,0.7423643,0.1461802,0.050518524
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.051587384,0.6689954,0.217191,0.062226266
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.09824173,0.60180354,0.195377,0.10457777
In British currency how many pence make a pound?,10,100,500,1000,B,True,0.08337389,0.61605436,0.20000356,0.10056811
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,True,0.07384996,0.70066893,0.14686818,0.07861288
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.07272453,0.6481867,0.1857086,0.09338015
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.06147457,0.6609139,0.14746982,0.13014166
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.092339694,0.6409645,0.1620612,0.10463458
How many stars are on the American flag?,13,48,50,51,C,False,0.07136369,0.5613189,0.23399252,0.13332492
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,False,0.07108921,0.6336112,0.17053415,0.12476545
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.116090976,0.48876128,0.19140166,0.203746
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,False,0.09347774,0.5726206,0.19789238,0.1360093
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,True,0.07821032,0.6151718,0.19971703,0.106900826
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.06831907,0.68999815,0.15395941,0.08772343
