0,1,2,3,4,5,llama_7B_wizardlm_20000_largelogstep/ckp5k_correct,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceA_probs,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceB_probs,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceC_probs,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceD_probs
London dispersion forces are caused by,temporary dipoles created by the position of electrons around the nuclei in a molecule,the three-dimensional intermolecular bonding present in all covalent substances,the uneven electron-to-proton ratio found on individual atoms of a molecule,the electronegativity differences between the different atoms in a molecule,A,False,0.062181886,0.71163404,0.123663455,0.10252061
Carbon has an atomic radius of 77 pm and a first ionization energy of 1086 kJ/mol.,"70 pm, 1402 kJ/mol","86 pm, 898 kJ/mol","135 pm, 523 kJ/mol","40 pm, 995 kJ/mol",A,False,0.083321944,0.6553778,0.18776889,0.07353135
"An unknown substance is found to have a high melting point. In addition, it is a poor conductor of electricity and does not dissolve in water. The substance most likely contains",ionic bonding,nonpolar covalent bonding,covalent network bonding,metallic bonding,C,False,0.0887736,0.57887655,0.17654738,0.15580252
The net ionic equation expected when solutions of NH4Br and AgNO3 are mixed together is,Ag+(aq) + Br-(aq) → AgBr(s),NH4+(aq) + Ag+(aq) → Ag(NH4)3+2(aq),Br-(aq) + NO3-(aq) → NO3Br(aq),NH4Br(aq) + NO3-(aq) → NH4NO3(aq) + Br-(aq),A,False,0.06785595,0.6853208,0.13494767,0.11187555
The symbol for antimony is,W,Sb,Fe,An,B,True,0.094004236,0.6129846,0.19900696,0.094004236
"A sealed, rigid container contains three gases: 28.0 g of nitrogen, 40.0 g of argon, and 36.0 g of water vapor. If the total pressure exerted by the gases is 2.0 atm, what is the partial pressure of the nitrogen?",0.33 atm,0.40 atm,0.50 atm,2.0 atm,C,False,0.09457113,0.6166812,0.18807715,0.10067044
Monatomic ions of the representative elements are often,very soluble,very electronegative,isoelectronic with a noble gas,highly colored,C,False,0.104860574,0.6034309,0.17288586,0.1188226
Hund's rule requires that,no two electrons can have the same four quantum numbers,no two electrons with the same spin can occupy an orbital,no two electrons can occupy separate orbitals,no two electrons can pair up if there is an empty orbital at the same energy level available,D,False,0.07195202,0.6413014,0.13442408,0.15232243
All of the following ions have the same electron configuration except,Rb+,Se2-,As5+,Sr2+,C,False,0.0748454,0.55303687,0.2034509,0.16866672
"Sulfurous acid is a weak acid, while sulfuric acid is a much stronger acid because",the O–H bonds in sulfuric acid are much weaker than in sulfurous acid due to the electron withdrawing of the oxygen atoms on sulfuric acid,sulfuric acid has more oxygen atoms in its formula,the sulfur in sulfuric acid is more electronegative than the sulfur in sulfurous acid,sulfuric acid has the hydrogen atoms bound directly to the sulfur atom,A,False,0.07694558,0.6442574,0.14375326,0.1350437
What is the molarity of a sodium hydroxide solution that requires 42.6 mL of 0.108 M HCl to neutralize 40.0 mL of the base?,0.0641 M,1.64 M,0.115 M,0.400 mol/L,C,False,0.08304819,0.57646865,0.24030788,0.10017523
Which of the following substances has an asymmetrical molecular structure?,SF4,PCl5,BF3,CO2,A,False,0.045483615,0.7114835,0.19149318,0.051539693
"Hydrogen fluoride, HF, is a liquid at 15°C. All other hydrogen halides (represented by HX, where X is any other halogen) are gases at the same temperature. Why?",Fluorine has a very high electronegativity; therefore the H-F bond is stronger than any other H-X bond.,HF is smaller than any other H-X molecule; therefore it exhibits stronger London dispersion forces.,The dipoles in a HF molecule exhibit a particularly strong attraction force to the dipoles in other HF molecules.,The H-F bond is the most ionic in character compared to all other hydrogen halides.,C,False,0.079980366,0.6290943,0.15905994,0.13186532
